Gene	Category	H2171.DMSO.18.R1.0	H2171.DMSO.18.R2.0	H2171.DMSO.18.R3.0	H2171.PRMT5.18.R1.0	H2171.PRMT5.18.R2.0	H2171.PRMT5.18.R3.0
BAZ2B	Other	0.0776349598822841	0.0659291141591721	-0.034290804552707	-0.0561526519176613	0.00088249078414207	-0.0610591839282361
BCOR	Other	0.11740743451423	-0.328776090099193	-0.142218859723266	-0.0290382373983314	-0.416305795607568	-0.0598536372445995
BCORL1	Other	0.161166903666087	0.122076839769816	-0.163844780364986	0.231525709596478	0.305926399862212	-0.0114862388843761
BIRC3	Other	0.339714694288345	0.296203513008147	0.300396942405139	0.188131070924061	0.0511698115730172	0.265563086783482
BMI1	Other	0.280166031477748	0.213534363780032	0.212843935318943	0.331064895129868	0.278334125568387	0.276072473886725
BMP2K	Other	-0.19495843415928	-0.246226937973365	0.127637911940777	-0.0349252827197456	-0.217140990676858	0.167580096560763
BPTF	Other	-0.447133806249257	-0.312396533158205	-0.540637507682393	-0.236918883809159	-0.316084360655558	-0.343597771209741
BRAF	Other	0.210353609620028	0.305338852215709	0.180427649410678	0.0484653060660793	0.104621282628712	-0.0469463712618299
BRAP	Other	0.0213810626011791	0.39943002052098	-0.039892110018156	0.090295082176796	0.0117576914816653	0.225425218843204
BRCA1	Other	-0.822586048512706	-0.518078912627386	-0.516464161667319	-0.49238803773571	-0.292352585809271	-0.686011569798997
BRCA2	Other	-0.0149041113576842	0.0533845647508696	0.186339488549715	0.183888831831085	0.0200010940119824	0.096328876070318
BRCC3	Other	0.321094413330551	0.278611192506231	0.132248667685333	0.198485596299832	0.323720035597474	0.131682019868378
BRD1	Other	0.142601950479588	0.257982463182818	0.0742810094663514	-0.121208047166503	-0.0450655083869624	0.117901041974028
BRD2	Other	-0.283093252013149	-0.557388517285901	-0.317139299231981	-0.269534352435797	-0.334017313042736	-0.288310474772769
BRD3	Other	-0.132371991690793	0.108842432837843	0.0176333319089156	0.0278830841837965	0.095501944509047	0.157367808249254
BRD4	Other	-0.111523622892561	-0.128317379098737	-0.106992382462614	-0.331224901334835	-0.19023043052835	-0.278716648464602
BRD7	Other	0.427194387936661	0.490836285723052	0.384656477145645	0.634790521042259	0.588712020307654	0.448300477545397
BRD8	Other	-0.063600215036857	-0.0611980407669435	-0.220661608197977	0.0434191206125105	0.296330319649835	-0.0590091458722913
BRD9	Other	-0.191991932365093	-0.0806647573317999	-0.178969844432111	-0.18701173075636	-0.0981225936864832	-0.24278062249997
BRDT	Nonessential	-0.0309695623660969	0.141284180383672	0.0514628127994947	0.0879719145277428	0.170402973673339	-0.0691865704364896
BRMS1	Other	-0.442903063304704	-0.490115623005423	-0.49005381935684	-0.432017121038559	-0.178252453320832	-0.558283475825589
BRMS1L	Other	0.260144385532188	-0.112675531546628	0.332386877175531	0.104145744312205	-0.0122654552727802	0.0683320628616876
BRPF1	Other	0.673668875033743	0.55377611407843	0.509890551643954	0.512992525132381	0.536391204048601	0.438990482713813
BRPF3	Other	-0.133276728462661	-0.105636304979036	-0.449664874846885	-0.269310362820154	-0.194175998199001	-0.279996492398359
BRWD1	Other	0.173149237181005	0.174326036663572	0.268046016540579	0.0649098385778243	0.33722135616024	0.158942707659332
BRWD3	Other	0.262942776648888	0.171164242775353	0.176341931216065	0.132554487539293	0.228739600214181	0.168385420218894
BTRC	Other	-0.24808780483065	-0.16731183421855	-0.231293887085972	-0.27596828766607	-0.232172757746098	-0.0600685563528719
BUB1	Other	-0.424535728800711	-0.448863920423086	0.00797239755760304	-0.277831974075687	-0.65764191635705	-0.223174748366304
BUB1B	Other	-1.24563179195213	-1.19347194608922	-1.37627053739955	-1.2765669941177	-1.12341917275429	-1.21577043460477
CABIN1	Other	-0.719828380728117	-0.700101856013799	-0.625912618348107	-0.753258452337416	-0.406370446681451	-0.468852142520735
CALR	Other	0.256180354554171	0.454580081774238	0.162982185531539	0.255973443396362	0.287893495841862	0.207700247177894
CAMKMT	Other	0.10672829052627	0.0872779171837619	0.148542669329382	-0.00175671088227378	0.0401080213074763	-0.0532411329620365
CARM1	Other	-0.0433861080860746	-0.026345834830826	0.158456970309264	-0.197927737872123	-0.127170756980943	-0.250532555132367
CASP8	Other	0.292708835043629	0.186030926026154	0.0777500427628766	-0.0182015156454695	-0.0467526856585657	0.0809741636497586
CBL	Other	0.0690549026059566	0.238324560999568	0.334828828255227	0.133252600230721	0.209853581178707	0.309951583854165
CBLB	Other	0.269730554983913	0.0867045564431224	0.337877741566493	0.418202708674984	0.255829908783391	0.109294880093335
CBLL1	Other	0.274493249798934	0.346136826263244	0.335449766554864	0.447699172971069	0.347916980449112	0.340708372088655
CBX1	Other	0.405952445465258	0.235529245139489	0.398289000238478	0.229931574332558	0.33817651776107	0.34863770809564
CBX2	Other	-0.194379476434127	-0.172729289057444	0.0171565770969666	0.0426580725506213	-0.0129397875158817	-0.136318560496557
CBX3	Other	0.267356930417269	-0.0650942575009823	0.155808558676502	0.140508398508924	0.266256740338578	0.0865688320851442
CBX4	Other	-0.149130590152107	0.0701384643972228	-0.126741048058363	0.0202164525009182	0.174363318081958	-0.288035963158645
CBX5	Other	0.302855960659802	0.340681170431215	0.0956690402536499	-0.0859227335171631	0.454613752526014	0.125770831064092
CBX6	Other	0.0989227198276496	0.104118528010933	0.00226827343394792	-0.0367624001125126	0.165461318179869	-0.0653231521635914
CBX7	Other	0.316145517775208	0.339617251428409	0.250535005954783	0.110528074003788	0.0638175199901967	0.236243041942183
CBX8	Other	-0.15569824543419	-0.0253418318187978	-0.0531885873845869	-0.254280761997798	0.0886856900232541	-0.193457891898967
CCDC101	Other	-0.228016702469853	-0.295341465412319	-0.0311886567543848	-0.208516606978206	0.0123911937696617	0.0126052818920667
CCND1	Other	0.0733086038695208	0.137338866897633	0.156874629306361	-0.0901905097915386	-0.00919480197179162	-0.0576098823203412
CCNT1	Other	0.133759175589351	0.330114250508931	0.359255238503952	0.152383410488148	0.253895548640791	0.221069589314643
CCT3	Essential	-1.68963637629572	-1.84333506531227	-1.49734184793741	-1.47324050840827	-1.217023599768	-1.36657566257858
CCT4	Essential	-1.00409467532045	-1.18392228741138	-0.892181877951809	-0.779705485480092	-0.692422805869134	-0.477221787030245
CCT7	Essential	-1.63123884966489	-1.26951539192119	-1.45968817742822	-1.04744263638635	-1.01977768883744	-0.713094928583399
CCT8	Essential	-0.338294416034061	-0.429634666664061	-0.421609006495117	-0.400434598056387	-0.408890385199087	-0.44637576720421
CD79B	Other	0.0168813104427945	-0.215520116790269	0.0120591306538035	0.0632098911238034	-0.0393986078617615	-0.16192018493738
CDC20	Other	-1.86911121686362	-1.62158918288207	-1.55036225115388	-1.82648534983299	-1.78621398944169	-1.55771011835009
CDC23	Other	-1.34035311968464	-1.52977588443201	-1.31465497018367	-1.4965179023392	-1.24798749130543	-1.09022842451342
CDC34	Other	0.515369752994224	0.469551553291938	0.417620457975326	0.481615008085259	0.448075448424432	0.522604621594116
CDC5L	Essential	-0.666751293727297	-0.818090610109442	-0.965881832518812	-1.01822424956455	-0.490010189349684	-0.678730748963395
CDC6	Other	-1.78557317632124	-1.65406145600245	-1.69736946700919	-1.34079476041472	-1.76358555510156	-1.80416337128273
CDC73	Other	-0.871916659987705	-1.04637306000638	-0.808563439101045	-0.91868663913598	-0.785500647584562	-0.836200429684853
CDH1	Other	0.094477978826464	0.176878640643144	0.211174146029941	0.0123449068823165	0.224684587227148	0.338227562842812
CDH2	Other	0.580664859659136	0.492807415014018	0.424236339396258	0.445037633518566	0.601962580729588	0.377149347793063
CDK1	Other	-1.8475792243476	-1.60862745803991	-1.79437501053553	-1.57914908333629	-1.60040457786371	-1.52218449428018
CDK12	Other	-0.424814314281623	-0.633295951580926	-0.583410420086484	-0.716352461813122	-0.767994304866521	-0.645527088881836
CDK13	Other	0.468414779348252	0.441016623754789	0.377949612645694	0.341580253082648	0.520652133460763	0.589836222807852
CDK17	Essential	0.38585052481762	0.352027926273603	0.253169518011615	0.252049673328354	0.204222343641627	0.316308441275834
CDK2	Other	-0.14063893604617	0.00364339059251603	-0.0317885582050219	-0.0516344448108196	0.0495968879774097	0.00258166059798834
CDK3	Other	0.103591971932789	-0.0561295936910738	-0.0107595771129478	-0.111050254480704	-0.12645044547303	-0.036503980400072
CDK4	Other	0.301194752578086	0.171596923220338	0.066851814095273	0.117128900916778	0.0397661874545934	0.125913494068726
CDK5	Other	-0.183437877717484	-0.0766958565096434	-0.194288944182404	-0.0560006251394701	0.16061488764256	0.23860632258397
CDK6	Other	-0.0278632437237415	0.136022138146663	0.432091263589537	0.294712170789505	0.187296945928662	0.276814901588832
CDK7	Other	-0.65905650801527	-0.874663850462308	-0.704555437205095	-0.866654139337942	-0.815690119964854	-0.57072195352481
CDK8	Other	-0.0174473306949456	0.222507829892292	0.0524452898919878	0.199570220804327	0.193931544435079	0.258485596453181
CDK9	Other	-0.162801497984538	0.206590012626036	0.0351848691773844	-0.32246693680984	0.176163175577724	0.110651772895143
CDKN1A	Other	0.0239433124907435	-0.0128672448156119	0.0622737923164286	0.0803534236387959	-0.0466671159559788	-0.010845015230936
CDKN1B	Other	0.2233435846444	0.253258850436312	0.122052515573056	0.0726897302220472	0.0421742776181258	0.281393990247423
CDKN2A	Other	0.222752592309533	0.23529914993963	0.0616853686147626	0.146995844285916	0.205825934586816	0.0873473029674607
CDKN2C	Other	0.204104506278541	0.170780170315159	0.132683880607689	0.379765198760946	0.210162475478423	0.263450946415842
CDYL	Other	0.178907679557622	0.0863183578807118	0.218950315090442	0.119977442902648	0.189443604933981	0.240351665975628
CDYL2	Other	0.242680378705205	0.110133272115953	0.418396856057434	0.471279784846288	0.436419704463225	0.268734683186284
CEBPA	Other	-0.0336065106443443	0.305308056741133	0.256881329629716	-0.235143549494936	0.16815704490502	0.153661092142072
CECR2	Other	0.0761174974714894	0.126980235135421	0.0198959328893475	-0.0790661460403164	-0.0499691844924227	-0.0648851329562507
CENPA	Other	-0.653818823104592	-0.639795607196056	-0.73802178469919	-0.787755741315199	-0.486918974425133	-0.531030376786857
CENPC	Other	-1.52620146671934	-1.41072907573379	-1.32626542877583	-1.38123758734442	-1.03144870576071	-1.1719344083415
CHAF1A	Other	-1.49140186589951	-1.70381170805776	-2.03461658341123	-1.51713634735094	-1.76849846616414	-1.50698165085739
CHAF1B	Other	-1.01981253314776	-1.06832779436317	-1.1220983580665	-1.09191784483692	-0.827199293840604	-0.990399737383111
CHD1	Other	0.0412533089800829	0.107073051161813	-0.0559182508704787	0.111791449435503	-0.0247621939432817	0.214728595793826
CHD1L	Other	0.10694286014569	0.136274624808703	-0.0842222757276532	0.328820940733137	0.0837239384078827	0.142323723269889
CHD2	Other	-0.680081195236595	-0.546977654796849	-0.388866785958714	-0.415924579273622	-0.32643157762624	-0.583872448248118
CHD3	Other	0.233464368093645	0.0998109157066193	0.0985451511839486	-0.120688070943663	0.0301850272966441	-0.00649674513704651
CHD4	Essential	-1.45054464903474	-1.50987546651672	-1.37020988288203	-1.48925838894435	-1.30546586504861	-1.65670474082217
CHD5	Other	-0.140133379142151	-0.329972270977196	-0.0448540077919435	-0.248571511837954	-0.207243190057561	-0.196207067133647
CHD6	Other	-0.0452243010234801	0.409121142073301	0.214006537949917	0.125533329945228	0.209818407982443	0.220379434110003
CHD7	Other	-0.648073486923104	-0.705860180421098	-0.518835643842781	-0.443322485429227	-0.837856903692232	-0.515897181849771
CHD8	Other	-0.836713875329118	-0.474564912922103	-0.602137979884613	-0.636660256044797	-0.398844797668888	-0.483980754487151
CHD9	Other	-0.00813414919615255	-0.286359147474525	0.0319358335056577	0.0583249133846207	-0.0933292962298461	-0.00580412522312612
CHEK1	Other	-2.77999966480002	-2.6457255391436	-2.74665345662261	-2.61008379594857	-2.46267065202922	-2.59702175264194
CHEK2	Other	0.291797045638788	0.305731512236549	0.289133420718403	0.270487820526673	0.0273768032553625	0.154843306239758
CHFR	Other	0.0997232025365679	0.0254808066342738	0.112527396985152	0.0960479650234245	0.0826077765495569	-0.129775199491692
CHMP2A	Essential	-1.33932971564976	-1.22517288704585	-1.04429533518806	-0.999427115531864	-0.775761285956957	-0.920527671530266
CHRAC1	Other	0.222162109537025	0.285129162616927	0.231594585134994	0.142508979478612	-0.0969097571706373	0.149425576026475
CIC	Other	0.077182464725918	0.0601780929894727	0.0907722939275561	0.198556355058911	0.226199469021106	0.284128081482179
CLK4	Other	0.184606869833677	0.0841891185096693	0.121808921382385	0.240997902015407	0.102084532855424	0.22633658898063
CLOCK	Other	0.217294576084117	-0.17123157536801	0.346181792086494	0.286249545391171	0.135798456185934	0.424573159272682
CLTC	Essential	-1.45702312910413	-1.29202627012544	-1.136731167697	-1.38569206459145	-1.28768167832883	-1.14814402543801
CNOT3	Other	-1.33849848064147	-1.40433768555957	-1.54406720897616	-1.42633660460934	-1.38751773180971	-1.49926026249345
COL2A1	Other	-0.0478599848198076	-0.0574249142501618	0.05534597091183	-0.127897638210296	-0.171819598731304	-0.10775637931567
CREBBP	Other	0.249071169100777	0.331155945167869	0.376441606821479	0.414077587452604	0.106500595399477	0.199173957313221
CSRP2BP	Other	0.0824553877049786	0.149057025462571	0.0651781938781991	0.177937745492259	0.106695271495388	0.222338353979653
CTBP1	Other	0.0260127151668045	0.12341489808888	0.0859472612714773	0.0933254448263844	0.0846474138914053	0.160121443939872
CTBP2	Other	0.108130141705633	0.10830310973369	0.0103686165359788	-0.00776731036687936	-0.181430137535526	0.03318646664594
CTCF	Other	-0.239067814182272	-0.0988465955637019	0.0970773664947495	-0.119020313879192	0.255356263661142	0.149745916668711
CTNNB1	Other	0.270708071344539	0.211120236739905	0.318912500291842	0.460364112349072	0.207398697219708	0.268777465031726
CTR9	Other	-1.03626999733154	-0.795977964569156	-0.923549656315692	-0.792674770102212	-1.01957341610389	-0.914556667889149
CTRL_WANG	Nontargeting	0.350196293244872	0.376650869491288	0.330989493004244	0.297919106539012	0.316732460283574	0.348781571803524
CTRL_ZHANG	Nontargeting	0.398312459298552	0.415287400387155	0.397506943724335	0.411460949867001	0.416204445938441	0.37712273333039
CUL1	Other	0.153783755655812	0.0846325436059839	-0.030225569375183	-0.170524927979599	-0.0096582309045605	-0.0569630148664532
CUL2	Other	-1.28406429416041	-0.975459878130737	-1.12200186087132	-1.04600608784534	-0.812723796849404	-0.837612204139324
CUL3	Other	-0.13967476643271	-0.355921974027994	-0.183278251945962	-0.274678401680111	-0.212307222965647	-0.467619266987604
CUL4A	Other	-0.0206010228100685	-0.452141054612763	-0.419781237869816	-0.127314343452247	0.0171075278538289	-0.0590248671632545
CUL4B	Other	0.201418318328157	0.0249760448439277	0.145154661192339	0.244258920310626	0.158608204945569	0.0878737954602409
CUL5	Other	0.0308881012573972	0.217969320560897	-0.0271381119207431	0.0475025280985995	0.397178575237936	0.223984913016431
CUX1	Other	0.0784381178141693	0.050710670231693	-0.0437325209167513	0.111063712183215	-0.131995391169877	-0.199083469242857
CXXC1	Other	-0.896284358806892	-0.652404877790398	-0.810631112960805	-0.903641807833256	-0.49962848406566	-0.815805537888719
CYLD	Other	0.0447386549930089	0.147028421954791	0.166156596284216	-0.00104646315081809	0.0446240011280303	-0.0471619687176976
DAPK3	Other	0.0658604368123267	0.101823747698652	0.00716558675960383	-0.107132022397927	-0.162370668828169	0.126320262843485
DAXX	Other	-0.32865836440519	-0.368337563722222	-0.230292246796233	-0.654215755417682	-0.165342440559038	-0.406218710385651
DDX51	Essential	-0.34931793843443	-0.393712804321967	-0.255877555467358	-0.133985525738135	-0.273326853624365	-0.48145787482557
DICER1	Other	0.184116540640028	0.0561101137246546	0.102560102430736	-0.0539080967267592	-0.0358285464969793	-0.28510335314098
DIDO1	Other	-0.239636560898451	-0.442244915816418	-0.22975873397023	0.0717090479426016	0.137537105982226	-0.12773710622739
DMAP1	Other	-1.04425458046362	-0.966936080741284	-1.04150982554028	-1.21135318129112	-1.10677059727318	-0.93594682854552
DNMT1	Other	-0.102910411296934	-0.290577098087266	-0.152578141242563	-0.103335355079441	-0.222665401263024	-0.112721173023067
DNMT3A	Other	-0.245235257586807	-0.350684596994514	-0.493407528720298	-0.518883665042531	-0.352915237952753	-0.272644818192344
DNMT3B	Other	-0.00565569970765196	-0.0982813933093617	-0.136925667360317	0.0529895392425171	0.196118789771784	0.038262538142966
DNMT3L	Other	-0.138058177071828	0.205060080462598	0.0851676697153678	-0.0796088114435551	-0.160475322512913	0.125579020546367
DOT1L	Other	0.328244168631097	0.307706600884638	0.230051964107359	0.407346498521262	0.326153581414735	0.29838688888668
DPF1	Other	-0.181071133044015	-0.112288246383675	-0.102122076683524	-0.109805662852389	-0.120118989893151	-0.0211009992252659
DPF2	Other	0.00831350295630376	0.108796192579366	-0.0189585781066556	0.146293399915278	-0.0103093069629548	-0.0045736863423356
DPF3	Other	0.0478258343935891	-0.0320443064821977	-0.0361335577200365	0.0126075626729321	-0.0223214713074054	-0.0520644649089517
DPY30	Other	-0.202359702394473	-0.224829571156754	-0.219065283092407	-0.14524955372313	-0.393267318754543	-0.389031290843509
DR1	Other	0.496493588308869	0.337549440428644	0.213871311305341	0.557030657290355	0.292020727890137	0.19026049001038
