Gene	Category	H2171.DMSO.18.R1.0	H2171.DMSO.18.R2.0	H2171.DMSO.18.R3.0	H2171.PRMT5.18.R1.0	H2171.PRMT5.18.R2.0	H2171.PRMT5.18.R3.0
DTL	Other	-0.840546150233648	-0.749909354598486	-0.915468711516951	-0.905142671665922	-0.834069005051106	-0.831374192858475
DYNC1H1	Essential	-2.38451577175219	-1.93740532413894	-1.70622086897448	-1.80744104337507	-1.91723291749526	-1.75548889116082
DYRK1A	Other	0.440574285035335	0.099409702198651	0.204783617332341	0.303241816784396	0.326336965420644	0.358022309674549
DYRK1B	Other	-0.0802225798188524	-0.0340780883544836	-0.0482740351889452	-0.102761448920667	-0.105887496294693	0.153693879808386
DYRK3	Other	0.455818922277468	0.237540542754339	0.307067180386996	0.361895879138823	0.254699420173002	0.407933979706405
DZIP3	Other	0.254966240750733	0.224855516305312	0.322236924799734	0.384450950304241	0.196305535801318	0.154635960956102
E2F6	Other	0.0494359258412786	0.0663834374813572	0.218340562740782	0.106911008440954	-0.0800530848207794	-0.057032879813466
EAF1	Other	0.319492332044884	0.499141946198917	0.277954872307368	0.19697536975768	0.141591103136346	0.258108377802969
EAF2	Other	0.111748674855231	0.16695986437966	0.251646054438286	0.274947899713297	0.0939077358891777	0.308615826563215
EED	Other	-0.147890336805308	-0.188271994167748	-0.339776402263886	-0.245291143857458	-0.262333344784097	0.0768691779874665
EEF2	Essential	-1.43139852748553	-1.33537632329462	-1.31960058012966	-1.14062384288942	-1.04206798842811	-1.04935201571883
EEF2KMT	Other	-0.335786830316716	-0.271334138101184	-0.459288069952235	-0.573365230955607	-0.307099583282602	-0.359737238763083
EFTUD2	Essential	-1.92102014580742	-1.84058461336312	-1.59489684585989	-1.87165659303513	-1.66370157984129	-1.47179777927895
EGFR	Other	0.46084588965394	0.324351750953707	0.236563078831065	0.203321831126142	0.364321212790982	0.258032311770611
EHMT1	Other	0.27257153221956	0.488758923918478	0.42411362055934	0.347599739518058	0.14896228620124	0.333875054205324
EHMT2	Other	0.393042118149187	0.25209960576578	0.262971748100642	0.52399847519554	0.419611596921095	0.115173305797434
EID1	Other	-0.0263437853241021	0.0669066901551402	-0.0280447001651698	0.119128698569908	0.0364647455389676	-0.0772199233350405
EID2	Other	-0.0158104565015226	0.302959772636675	-0.152849405114406	0.00216136500352022	0.114773450551078	-0.0909371969452848
EID2B	Other	-0.184206889630357	0.113621122051135	0.263155364524997	0.0180586904219128	0.0215213997260481	0.164700907718684
EIF3A	Essential	-1.02457295043188	-1.00581574836282	-1.09667355637308	-1.14116080033666	-0.980050068318271	-1.02217079835256
EIF3D	Essential	-0.672035385377122	-0.621229127241972	-0.792394896159012	-0.79158337722505	-0.698697648537822	-0.630862394081075
EIF3G	Essential	-1.56126749996503	-1.49355010456094	-1.53430091596328	-1.50070199049964	-1.3933774080286	-1.4099910852119
EIF3H	Other	0.0182546824107397	0.152716581605454	0.0685506545869522	-0.0740005212358554	-0.193420303793418	-0.0955208708829016
EIF4A3	Essential	-2.41508358575235	-2.46824367526263	-2.51004999386692	-2.64528309093003	-2.2555093324711	-2.36127258998221
ELL	Other	-0.78168200180571	-0.607541322622116	-0.851346140545774	-1.00279980431621	-0.869275630081163	-0.659684743912328
ELL2	Other	-0.136677995424794	-0.0132352079262233	0.128456783608817	0.0301561432082642	-0.0424076795734846	-0.20487515516587
ELL3	Other	0.169403546001911	0.179895312817495	0.128735710141906	-0.0878884191929516	-0.0489047368481497	-0.0231412666505964
ELP2	Other	0.299963331606666	0.279209520305417	0.254536042534348	0.227697539451419	0.273826989295803	0.352149158041579
ELP3	Other	0.063513181359156	0.0915609263068339	-0.0145308491391606	0.364074707724504	0.168616054808261	0.244556010769298
ELP4	Other	0.0150821117350847	-0.013520716599025	0.0523361045242263	0.0941730512081999	0.118632379910744	0.244923027250308
ELP5	Other	-0.112957704178612	-0.0899204307734408	-0.336852353963079	-0.0613455448854784	-0.0734191959641218	-0.0748228730873492
ELP6	Other	-0.204322200873817	0.0509057535452546	0.0746758825280816	0.0214114419184139	0.20810550348973	0.132374772813102
ENY2	Other	-0.0969003067931128	0.00285392665696707	-0.0625594525982446	-0.195627687837399	0.00723030685954335	-0.0475168819796513
EP300	Other	1.21423754528722	1.41406299850285	1.24921124204279	1.09180548378709	1.53840134516631	1.22799598553142
EP400	Other	-0.497012273357466	-0.296527904410186	-0.493280864152244	-0.634127911252333	-0.323646634777133	-0.451926547403272
EPC1	Other	0.219684157859345	0.371267845340138	0.419895759348033	0.413080626672879	0.400830307583789	0.192241021302266
EPC2	Other	-0.398543082179946	-0.364362239961006	-0.451594657591089	-0.369946033750486	-0.380154981834715	-0.628589322110018
ERBB2	Other	0.0644207499703095	0.254905773863848	0.24833264831542	-0.0158730654460169	0.192602789633292	-0.104845245068986
ERBB3	Other	-0.000478254279987156	-0.107726580617599	-0.199640512122713	-0.0988630943544581	-0.120002761216941	-0.12025352681966
ERCC2	Other	-0.224736113445732	-0.326446868617383	-0.323432136330488	-0.441280439670705	-0.399785731737316	-0.373231615858312
ERCC6	Other	0.384058130959674	0.30130894853437	0.273928575467586	0.105724594367078	0.0753059082445333	0.0341379060237456
ERG	Other	0.248557006182581	0.00116688030602038	0.451929428782059	-0.106355447078755	0.0272571433574613	0.274496103212819
ESR1	Other	-0.0825180906346006	-0.0444404777986433	0.114206607391571	0.0699318635812476	-0.0380086982702132	-0.0709881363210191
ETNK1	Other	0.0680117197703282	-0.148451446727691	-0.17390132512715	0.102324114007819	-0.162474344934601	0.156544129079506
EYA1	Other	0.282444420217861	0.310122053355204	0.0875499868787735	0.18581590267631	-0.0115829182660263	0.16461609187572
EYA2	Other	0.144789961184002	0.029278917851242	0.271728906167129	0.00666038869325525	-0.032558803353523	0.0777699455299288
EYA3	Other	0.150455518448172	0.0567044043847808	0.124871545472068	0.0396296649580202	0.22825031781141	0.153561089007395
EYA4	Other	0.243745155616156	0.54244212908471	0.115554230741199	0.300836679769297	0.309561825452376	0.233438507410565
EZH1	Other	0.194193738451768	-0.0370547114820934	0.146390656706674	0.148912523325096	-0.139550411814963	-0.00828707092980658
EZH2	Other	0.326519140519715	0.284071961929189	0.427209719854737	0.461826728742232	0.159253279420144	0.0752287962414618
FBXL19	Other	-0.0655263099429183	-0.119274466026424	-0.031452724235847	0.00433848944078821	-0.14813149181041	-0.114231931830107
FBXL3	Other	0.418681854067879	0.121131417225614	0.320263876638481	0.299829863739019	-0.00538083404968743	0.305381038967214
FBXL6	Other	0.0181192521942417	0.125098654392198	0.022640264917516	0.0970678845097947	-0.00955746994641675	0.0549912660759111
FBXL7	Other	0.216197678365686	0.180640359633473	0.0469840030984754	0.131022039462924	0.014350259157678	0.135122246909795
FBXO10	Other	0.00421172321517216	-0.123829353713695	-0.0746003266308741	-0.109026425594924	-0.0140421825423622	0.02828038969951
FBXO11	Other	0.19883292863659	0.154628438165881	0.171520059349568	0.11905355192822	0.171201409263214	0.311755802837875
FBXO2	Other	-0.0543494708627271	0.242953030415245	-0.0835931185236284	0.0974354515081351	-0.0318457146332077	-0.193358514636457
FBXO21	Other	0.0328403784280424	0.226304589252266	0.0234882336098611	-0.0922175132876124	-0.104321970764636	-0.0581087943512511
FBXO22	Other	-0.41796981036136	-0.659642680669734	-0.515199631789829	-0.68673726333184	-0.497537133234574	-0.219653301828202
FBXO25	Other	0.461220606023653	0.421658652313602	0.500483455979532	0.440277820837357	0.471177570424773	0.444170502405115
FBXO3	Other	0.248209080138464	0.187336716439918	0.294968670077968	0.172764180412267	0.156111260947666	-0.0196712053164333
FBXO4	Other	0.328935161254278	0.0610056874977624	0.19290619220843	0.279960425855548	0.164535786584152	0.181982256751211
FBXO6	Other	0.157980807382404	0.298459940831286	0.119361313027647	0.223485439450225	0.289353295861716	0.0385949221437173
FBXO7	Other	0.0770107205354289	0.122133981167347	0.132487983906463	0.095829205468867	-0.0599360203670316	0.0878095692517526
FBXO9	Other	0.174704652849742	0.107164155521482	0.197729537322183	-0.0919602114956991	0.0725873363990686	0.139861349259829
FBXW11	Other	-2.36480633075274	-2.20819107076093	-2.19646233812591	-2.04650340366502	-1.86664310177593	-1.87315101186453
FBXW7	Other	0.0164749528543897	-0.102695278095043	-0.171223522263933	-0.157462641631676	-0.16808047509188	-0.00824457343450724
FGFR1	Other	-0.149948219282108	-0.24815371713096	-0.324610105012084	-0.0970593598211784	0.0508937586020556	-0.27404762481645
FGFR2	Other	-0.103615341051758	0.173629532107686	0.150725829920676	-0.0212358044073189	0.128833440992707	0.304385626990535
FGFR3	Other	-0.349033479034508	-0.461222681982935	-0.188374786154128	-0.153712763160825	-0.286944429169954	-0.0401830212474632
FLT3	Other	0.0235057092317609	-0.0891223114971119	-0.0906357705483117	0.084218158750762	-0.166640017696023	0.0623517265181626
FMR1	Other	0.18312615843452	0.230292777808838	-0.0937648847222718	0.135473746541268	0.287480157543495	-0.0281987905748771
FOXA1	Other	-0.0389166008807142	-0.189975483037061	-0.296388135009348	-0.0270068433150707	-0.0365740594111876	-0.316422162753355
FOXL2	Other	0.0464843262077194	-0.0700414865814008	0.0254315029681537	-0.0387779438742266	-0.00186704924078479	0.101274948957337
FRK	Other	0.266149682746315	0.104686743046707	0.245552957897529	0.374481940701877	0.226989316775855	0.26003071973445
FTO	Other	0.22023464021124	0.405513174221133	0.298466920967583	0.169947815374901	0.334160444641287	0.343749908322668
FTSJ3	Essential	-0.783141560266608	-0.929888372983954	-1.09771556239764	-1.14873773357873	-0.755596288436547	-0.84867015423317
FUBP1	Other	-0.798625351013212	-0.480694155000267	-0.581780960128417	-0.608924702299049	-0.629848737297904	-0.859842868486076
FXR1	Other	0.00907717178468143	0.0994571193758779	0.0174378647688795	0.252530054324887	0.125658770938298	0.310349248929037
FXR2	Other	0.0674072189460658	0.122995978339538	0.138433419888748	0.213452971932597	0.112980829153756	-0.177542580940341
G2E3	Other	-0.0424065840410107	-0.113387933975779	0.0460299428366517	-0.00087393963040093	-0.0106124694254168	0.0151795818572449
GADD45A	Other	0.242094290841209	0.272769133351193	0.43731863156972	0.208781448955324	0.206438552352834	0.342108029843587
GADD45B	Other	0.231480128891773	0.212769931500609	0.11485099458195	0.060853760577382	0.123024260998031	0.267016493135918
GADD45G	Other	-0.0711265360231179	0.109566352766448	0.0356969652178739	-0.0420779888046576	0.10477688913375	-0.00524546188228969
GATA1	Other	0.0757337390937632	0.109820352560146	0.0492656160344496	0.261856371761062	-0.0985477086368781	0.0205510431224848
GATA2	Other	-0.138293921200287	-0.32190377120219	-0.220080839364119	-0.0231272880311085	-0.155869373708927	-0.245651689225548
GATA3	Other	0.0395462320592617	0.120332309549232	0.23509096848364	0.104018672130087	0.207673125963261	0.23347396397819
GATAD1	Other	-0.0117663091881307	-0.0801131714315591	-0.0754723276992299	-0.0701292574471091	-0.0733661604532832	-0.306287657662549
GATAD2A	Other	-0.472451821683209	-0.639869011535993	-0.561635013424102	-0.359736957726104	-0.668999052739702	-0.888272159701761
GATAD2B	Other	-0.0917599077881382	-0.225677767496604	-0.112230358148105	-0.170413881716756	-0.00812004188848407	-0.12441879106816
GFI1	Other	0.0563996739972051	0.149342425412996	0.0917811127345395	0.0308140374787536	0.0625484986436158	0.0773362602727528
GFI1B	Other	0.0524981167978337	0.142703335500086	-0.0517690158652023	-0.0840878841866037	0.0663072011385771	-0.184631496321062
GLYR1	Other	0.0980155543855142	0.328887093814144	0.224187468640668	0.0809407869234976	0.0759267112704089	-0.0565775999193013
GNAQ	Other	0.140331096845487	-0.0522138626529078	0.0524765114526525	0.200441709166826	0.160145829162421	0.0747987926632891
GNAS	Other	-0.0760149230448561	-0.108211268232279	-0.0505700962720076	-0.120600701772106	-0.0259715071884989	-0.24547569834928
GSE1	Other	-0.0640374014942045	0.13647544717114	0.0492249918870807	-0.186268188120556	-0.200740746123155	-0.220383811331491
GSG2	Other	-0.156819890540397	-0.0204499470998823	-0.482929257527692	-0.0639761672322567	-0.151401527774134	-0.144280973229186
GTF2I	Other	0.0716078292463231	0.0502632012417537	-0.289239797212986	-0.0820910721037002	0.0294209399435658	-0.334270478896826
GTF3C4	Essential	-0.0286143911801119	0.0469466311113393	-0.0914465092899494	0.115087968634464	0.0160731915948374	-0.165611012041852
H1F0	Other	0.0945107796079259	0.104245121108201	0.166545877536402	0.368032951058966	0.0564548766258023	-0.0437695587323959
H1FNT	Other	0.0724929853998633	0.100058623589656	0.250236792202091	-0.00442700332359464	0.0904278162534567	0.206428691729587
H1FOO	Nonessential	-0.0501049889036938	0.0240212112037885	-0.152219299621793	0.010007554133189	-0.065040006996749	-0.0717642752950404
H1FX	Other	0.084556633680004	0.258877596049864	-0.0787147104058576	0.0651662825865841	0.00653685323220024	0.0670598082260217
H2AFJ	Other	-0.281990644277981	0.0284499310714588	-0.23720332662561	-0.156045397167591	0.0234610048670286	-0.18976810049626
H2AFV	Other	0.138015674493673	0.195649035173097	0.292171458702125	0.269233417178846	0.33141128618809	0.206423495782346
H2AFX	Other	0.107880449209855	-0.00403388606027921	-0.140968343012573	0.0764902822561659	0.0346930809912461	0.0794519390191936
H2AFY	Other	0.0506037871167079	-0.0362053854692126	0.216127809408526	0.132909065509873	-0.0373426490802094	0.0942414694912697
H2AFY2	Other	-0.0688678409114472	0.105727920585996	0.1584564173698	0.21659023017431	-0.0154445398290946	0.123766987710234
H2AFZ	Other	0.0432526882957833	-0.0987180556224525	0.081323288709427	0.134996750432832	0.108687571515509	0.14056426971731
H2BFM	Nonessential	0.190171427552788	0.309732222351471	0.132416066856989	0.269461733853811	0.415227971648772	0.26242441207735
H2BFWT	Nonessential	0.306220193918705	0.246652556020121	0.268714701754424	-0.131550687571527	0.103596110781326	0.00152827616627244
H3F3A	Other	-1.12694803096606	-0.539941362444121	-0.824720937633763	-1.00370163481657	-1.0985574619869	-0.999078519539736
H3F3B	Other	-0.363807827589954	-0.1137770497359	-0.379022047566342	-0.421490156303099	-0.344878713152201	-0.300333448027298
H3F3C	Other	0.00681068467769186	-0.130708161056886	-0.095811000745768	0.0816243109980426	-0.083671105032229	-0.248780188241637
HACE1	Other	0.493587468057309	0.502801056344394	0.532250355588374	0.417176267714353	0.351769575485266	0.534372649050047
HAT1	Other	0.100564418193045	0.410083103104565	0.0597502938477196	0.0624902862597581	0.0894660531014675	0.0923756312468998
HCFC1	Other	-0.845825093822834	-0.636631825360497	-0.851063059133819	-0.828845552017684	-0.609906268918856	-0.845534437155405
HCFC2	Other	-0.0152284945953409	0.0678244605247422	0.0337545917094922	0.0200522597955227	-0.0063230739393311	-0.104553801252984
HDAC1	Other	0.0201422069050972	0.220021408201971	0.0299887768574912	0.0509705758156114	0.0692756902138509	-0.290659460620371
HDAC10	Other	0.139538730476744	0.0719211931353569	-0.0354875186959667	-0.197943953652834	-0.128981320304735	-0.0865929625692402
HDAC11	Other	-0.0578682174086093	0.0375101555018213	0.137580554787886	0.134004111234117	0.130288004191511	0.145542958746633
HDAC2	Other	0.590804132991628	0.7507850943952	0.56837733880899	0.521088218778543	0.61728105940381	0.592263102605783
HDAC3	Other	-0.668546871647399	-0.59196940475569	-0.742516436273214	-0.553884318794432	-0.675331324115801	-0.375324086349941
HDAC4	Other	-0.277786661181008	0.113608446074775	-0.0394016636440803	0.00729451022715988	0.116667397783143	0.122330045728543
HDAC5	Other	0.204369588362431	0.070992817414409	0.326906223177388	0.219267448207108	0.164567328561452	-0.0416784276371195
HDAC6	Other	-0.0909972990614349	-0.268151249300403	0.0150363603889265	-0.415885248626615	-0.137390372834613	-0.215268556464631
HDAC7	Other	0.0590263651478281	-0.0598236418714022	0.174067705977882	-0.0310768644755423	0.0446240689587841	0.207402879020466
HDAC8	Other	-0.00953600765438057	0.123678372683209	0.614535643102224	0.223877257175344	0.177153082586358	0.415427470557516
HDAC9	Other	0.379726174440846	0.335568306027866	0.269765146072153	0.175833169460607	0.393831487629957	0.184125965778779
HDGF	Other	0.241409466729678	0.0352814067925096	0.242116976272002	0.0469764751872517	0.0165260047534902	0.247995429989167
HDGFL1	Nonessential	0.0592662099948085	0.102901780211611	-0.138269835737769	-0.168687321466716	0.042381984955942	-0.200562765242252
HDGFRP2	Other	0.0575299159243135	-0.146593364937461	0.0600833306392728	-0.419911059706951	-0.500253776448295	-0.320583879027357
HDGFRP3	Other	0.0386620847047655	-0.21768594457882	-0.110922797255864	-0.209917941429917	-0.0328851200790483	-0.235529581759197
HEATR1	Essential	-0.94644877346951	-0.865816290965036	-1.22477205308812	-0.65141357007476	-0.770257896124983	-0.844067686768956
HECTD2	Other	-0.0774503895807838	0.0161181122719525	0.0724325258356092	0.114750164295297	-0.00806684575451345	0.00882571547479804
HECTD3	Other	-0.0841125364252879	0.0421680949982301	-0.03298938940664	0.0161334132841649	-0.136117362078763	-0.226708904947925
HELLS	Other	0.502771161063076	0.323362626087624	0.411301907558476	0.369368409306129	0.506287485146782	0.511673645336176
HERC2	Other	-0.158380279385282	-0.211441082028415	0.0398752277317221	-0.118888308785642	0.0259818808142959	-0.169349423318028
HERC3	Other	0.314903000142085	0.257659424788595	0.405624298778803	0.288163761459419	0.260363897607037	0.401452066971881
HERC5	Other	-0.129899853611215	0.294914814808637	0.0851494160834566	0.0977739667452519	0.201851504992389	0.178734840333111
HIRA	Other	-0.891778494323358	-0.873032474428869	-0.81965850843128	-1.09816197226883	-0.66122094425505	-0.714188555915372
HIST1H1B	Other	-0.00575785285954877	0.145203088714431	-0.0407617303406237	-0.118277772226632	-0.0961858702751236	-0.226758423155754
HIST1H1E	Other	-0.455339792630229	-0.212746628230962	-0.247421729935305	-0.159389784091825	-0.522102513797071	-0.537978796572691
HIST1H3B	Other	-0.886120098662247	-0.464716510446586	-0.570123037867283	-0.86575831003806	-0.769504145708787	-0.830708413639056
HIST1H4E	Other	-0.0794024184973636	0.0952091429325467	0.146008370070828	-0.262801549041045	0.0029465224400132	0.0433431588229563
HJURP	Other	-0.282182305109618	-0.413037469055489	-0.106067294775131	-0.0714680018612591	-0.15047695849809	-0.0572469061989204
HLTF	Other	0.343914755342715	0.128377290472835	0.171315013364049	0.46283935017622	0.276823293727495	0.380480071439946
HMG20A	Other	-0.28925747894184	-0.347855044175945	-0.271673742117826	-0.168576112633184	-0.310242864382092	-0.226137301508983
HMG20B	Other	0.267544690830523	0.238398796895728	0.421532302422138	0.191099158146212	0.174379046672412	0.150416027134051
HMGN1	Other	-0.0263101633098336	-0.0739670949058946	-0.196185435000543	-0.127654984054103	-0.43048339638522	-0.0900587282756198
HMGN2	Other	-0.0854970668666944	-0.224979616558054	-0.378461312318425	-0.289611744118687	-0.187127579106895	-0.241873563641068
HMGN3	Other	0.155128334158466	0.34274995362889	0.40694495370891	0.201389233407631	0.294414033466027	0.385622732738003
HMGN4	Other	-0.0522723871881884	0.46319493202726	0.223495051518105	0.00672337802429868	0.227362271634924	0.366837811468345
HMGN5	Other	0.410731074259494	0.244223145227924	0.355090638166916	0.661787082918084	0.493041547953435	0.468789224459598
HNF1A	Other	-0.182478414432217	-0.00412266884010731	0.0410512979851957	-0.154059877385015	-0.122959796062225	-0.0464029822312498
HNRNPU	Essential	-0.761262170707564	-0.622833791777302	-0.605817280481732	-0.693027270093912	-0.646936214923499	-0.240260420079832
HRAS	Other	0.298571157761066	0.0426378513418274	0.159733968323721	0.189613068774071	0.075156223578738	0.360472839230597
HSPA1A	Other	0.0975346623881308	0.0613664460954952	0.00787414203863979	0.0931790697054798	0.0437714258832167	-0.0253307848057058
HSPA1B	Other	0.0141596668359997	0.0996256516247133	-0.194759355746596	-0.125641343660915	-0.0621154768630538	-0.140835739443799
HUS1	Other	-0.714034571174951	-0.602251092462893	-0.50567731669408	-0.392273820361717	-0.316786057362302	-0.31704802064334
HUWE1	Other	-1.12703466579283	-1.05665692087023	-1.34727756129758	-1.38426090420393	-1.17158200012216	-1.49385692174491
IDH1	Other	0.189471990610065	0.169610389312019	0.165926025377127	-0.0765666756302525	0.0342259416345395	-0.133262745950582
IKBKB	Other	-0.128213856500327	7.02981900341376e-05	-0.0707261436801678	-0.11726425703377	-0.257505613035544	-0.0998449250785741
IKZF1	Other	0.345584045537152	0.331818266552486	0.181560024860857	0.253783512867568	0.148014362595173	0.0144517526476981
ING1	Other	-0.15471957010464	0.00632126343036228	-0.189235269554581	-0.0246584974602434	-0.0213396110302221	-0.136536437475279
ING2	Other	0.42148989348088	0.299759136481732	0.10921145874283	0.0664699085537836	0.226691611540172	0.336206482684523
ING3	Other	-0.169125152371948	-0.219771806758365	-0.210211031039658	-0.397857008932944	0.0252208697755049	-0.103658862597673
ING4	Other	-0.0828126250822038	-0.0750029412344994	0.0772038755353998	0.0734831525981078	-0.11335149431679	0.159085441659069
ING5	Other	0.227012831734356	-0.01312567227414	0.0627538590956751	-0.175454333671284	0.171481332407082	0.1985932851046
INO80	Other	-0.902432309874283	-0.821436727495163	-0.583420987696961	-1.15960065050053	-0.803633028560619	-0.960067744541996
INO80B	Other	-0.503214538157565	-0.53836947920935	-0.481582153918404	-0.748735172126556	-0.670744942116632	-0.828882808676157
INO80C	Other	-0.251638724125989	-0.00279412094614567	-0.0529879066746385	-0.192190170123241	-0.179486754889706	-0.181317592043853
INO80D	Other	-0.28744574215006	-0.11750471989101	-0.0951364006617952	-0.399985596107316	-0.301461635559853	-0.217804214821674
INO80E	Other	-0.029342171615514	0.115989152025146	-0.0243753712231182	-0.0609935852082674	-0.0752006396328464	0.00484520070391692
INTS12	Other	0.0804223460339961	-0.209961821292094	-0.16386763502723	0.0455929082937122	-0.0535113538517857	-0.038406268872197
INTS9	Essential	-0.59245944371474	-0.801055465105334	-0.634012015868268	-0.635755758431954	-0.560890969991227	-0.763671347914847
ITCH	Other	0.288039241465081	0.429307654197327	0.370266786911528	0.287767730972287	0.548118688167801	0.146695023711649
JADE1	Other	0.185379960550129	0.08622258985585	0.142154807324408	0.356250490748041	0.17372181336727	0.216602959984758
JADE2	Other	0.0604676848491775	-0.15592108764532	0.303015860910954	-0.0794015568542816	0.121920212220566	0.250416548613491
JADE3	Other	-0.0917113225489257	0.172852793258028	0.00909152862710419	0.100613534042912	0.157609495163191	-0.0395293527125798
JAK1	Other	-0.136689576539408	-0.0238619027317506	-0.0348415503962924	0.209853621267247	-0.0186674121470691	0.128142568315856
JAK2	Other	0.19104459818669	0.176128832164681	0.351938422445233	0.277762451196658	0.145515897925179	0.346693921963717
JAK3	Other	-0.279066306706168	0.0264779370159633	-0.138090199560811	-0.453276705050187	-0.166391962266447	-0.129380378694136
JARID2	Other	0.126693190211692	0.0109974995525823	0.115185395276704	-0.127666009916439	-0.0486048455371414	0.335646598688406
JMJD1C	Other	-0.220110146641225	-0.0636719920825258	-0.00590338327145806	-0.10843576751996	-0.0665208500559327	0.213804364051322
JMJD4	Other	-0.249839130384044	0.292323008689815	0.146629673698297	0.337276399469485	0.368781054684472	0.171329328650215
JMJD6	Other	0.0368188666862569	-0.0736477680431168	-0.141497345703949	0.0349375259275096	0.063437854120904	-0.0519265604798591
JMJD7	Other	0.101499764964224	0.00429111161548096	-0.0507876795451256	-0.0390582937461991	-0.0723506765356094	-0.045658338096402
JMJD8	Other	0.086796715110389	0.13294579814183	0.111099054473459	0.0461453398242164	-0.0398509794892904	0.0238563731981365
KANSL1	Other	-0.551305402697827	-0.538737701131155	-0.398464803855915	-0.571951846650187	-0.577582086503582	-0.620535775777452
KANSL2	Other	-0.156893326599838	-0.179508983408715	-0.0589090275152506	-0.166781732085775	-0.471642748871339	-0.192626350168603
KANSL3	Other	-0.345613376257185	-0.375756161294146	-0.309353611653741	-0.367567967473788	-0.592270857474547	-0.457518472825579
KAT2A	Other	0.0573703303414955	0.235667248864957	0.188624542952813	0.210451895235846	0.181882540586968	0.108208462009794
KAT2B	Other	0.505522528008079	0.317195126483686	0.394834362615806	0.209679260657765	0.171301628759361	0.287382156279616
KAT5	Other	-1.49948753662348	-1.1498537325516	-1.29940399321016	-1.18597012739666	-1.15307752792783	-1.01081145428942
KAT6A	Other	0.558896844292004	0.631671520978901	0.544906093070985	0.242492949468798	0.690641570102626	0.303323457887481
KAT6B	Other	-0.0230898184003424	0.032238984104261	0.114005031084724	-0.0403162362009006	-0.0145666126452504	0.13312192403777
KAT7	Other	0.423181670533094	0.229657749071852	0.642578474262939	0.271408198256827	0.278847055955979	0.121847697319268
KAT8	Other	-0.395047049781981	-0.508756533126575	-0.317255036156428	-0.217895688063001	-0.298271542508945	-0.219908176685731
KDM1A	Other	0.198933795735793	0.191017861282524	0.0848628427110223	0.269596662651334	0.336396756986262	0.0553779202653103
KDM1B	Other	0.139770718881985	0.451035057970041	0.202883024603834	0.237619568292957	0.424458533083083	0.292050483657318
KDM2A	Other	-0.377666128573899	-0.536943434143754	-0.426416701816697	-0.505998498877539	-0.573873471166675	-0.600408615602948
KDM2B	Other	0.305546771085074	0.185335666759835	0.087134367804437	-0.0775145903961478	0.20052375516966	-0.0889382194367925
KDM3A	Other	0.159921714441774	-0.033879990464872	0.238703766731087	-0.0022916609990863	0.17142223906292	0.152161809879734
KDM3B	Other	-0.173600750830472	-0.131852688633114	-0.0234471462047686	0.0183376399219852	-0.145908901280816	-0.162774658198293
KDM4A	Other	0.451600514389024	0.406153153321551	0.16175594913559	0.326562201212597	-0.0156826337184363	0.257461414166841
KDM4B	Other	0.133431777364416	0.212425312303138	0.100328162118121	0.195439083654462	-0.0929788870061033	-0.00960315537088008
KDM4C	Other	0.220133733930869	0.341125299062946	0.236640208671706	0.315863249152702	0.282171453342965	0.174405107582831
KDM4D	Other	0.321274543859093	0.237137200684199	0.171300486498513	0.247825373025609	0.104750400017851	0.106149112334716
KDM4E	Other	0.163290922961008	0.0138814794335916	0.253892739948477	0.261865057985553	0.200521487215618	0.129823158746016
KDM5A	Other	-0.302752119443694	-0.29314930919516	-0.38004973139506	-0.507486795565671	-0.339399738830608	-0.247915768238434
KDM5B	Other	0.141176258192121	-0.0390571111852611	0.0282601923113613	-0.0448301459712171	0.140358700064196	0.126849426160583
KDM5C	Other	0.46132238554135	0.421023579974391	0.453097548008213	0.415682456142253	0.162572454146621	0.401940928656766
KDM5D	Other	0.270891926168906	0.453970465651776	0.381399193925781	0.173322340192073	0.304433453508193	0.306908816287875
KDM6A	Other	-0.159453549147982	0.0100517232921274	0.0897858799093537	0.45129412010489	0.171641488219932	0.119262531330005
KDM6B	Other	0.0560977469546644	0.0863016888115151	0.151808126843238	0.132594891077348	0.132543151829381	0.140375300272819
KDM7A	Other	0.23360929073386	0.217804361926233	-0.0318738706666816	0.305035777927012	0.405484228252952	0.0481251132066262
KDM8	Other	0.451137290740639	0.37600600871301	0.277700096300712	0.286223953963535	0.230555467583662	0.268294733261867
KDR	Other	0.100955975774569	-0.300437835780463	-0.158661155270577	0.0696230652573186	0.0939966182532505	-0.00115149650436785
KEAP1	Other	-0.181973907129846	-0.198086318248516	-0.108418574062651	-0.311791317636163	-0.327570398377397	-0.154299217598139
KLF4	Other	0.253190373960349	0.00767172798387138	0.233320104724783	0.291839111541957	0.136836834465675	0.0700832657648261
KMT2A	Other	0.336287588961029	0.438532535309852	0.438628961198105	0.216473004566415	0.267738863275965	0.40752254232462
KMT2B	Other	-0.32156302270837	-0.36708297268936	-0.0538740450352757	-0.172870836698878	-0.375814686500382	-0.101753146769557
KMT2C	Other	0.0411815657627766	0.156518991105449	0.237364617762441	0.0815679737041403	0.21110417154547	0.361758847791161
KMT2D	Other	-0.23901429325397	0.0338536985317846	-0.157463827880108	-0.0688640697140731	-0.0366847303626165	-0.113994960833663
KMT2E	Other	-0.399285002208362	-0.207427346157551	-0.438030905998564	-0.444424769079874	-0.378260761581456	-0.220913398237204
KPNB1	Essential	-2.36989680342432	-2.18871794435371	-2.44204933086892	-2.37548048322282	-2.28250146001758	-2.14900898463242
