Gene	Category	PRMT5	Size	rho	p	FDR	depleted	enriched
CHAF1A	Other	-1.59753882145749	10	5.68317258892897e-09	4.42799199419047e-06	5.32311295645694e-05	38	NA
MYC	Other	-0.965166571698286	10	6.9454563464689e-09	4.42799199419047e-06	5.32311295645694e-05	39	NA
EIF3G	Essential	-1.43469016124671	10	7.24895311780198e-09	4.42799199419047e-06	5.32311295645694e-05	40	NA
USP10	Other	0.551667282864035	10	7.59971160436632e-09	4.42799199419047e-06	5.32311295645694e-05	NA	11
RPS14	Essential	-1.79831214469679	10	7.83586889240838e-09	4.42799199419047e-06	5.32311295645694e-05	41	NA
PHB	Essential	-1.22137098094251	10	8.34048458364026e-09	4.42799199419047e-06	5.32311295645694e-05	42	NA
POLE	Other	-1.76572315547565	10	9.88240407519712e-09	4.42799199419047e-06	5.32311295645694e-05	43	NA
CENPC	Other	-1.19487356714888	10	1.0522846774176e-08	4.42799199419047e-06	5.32311295645694e-05	44	NA
PSMA2	Essential	-1.86602736848139	10	1.11316109073751e-08	4.42799199419047e-06	5.32311295645694e-05	45	NA
RPL26	Essential	-1.51469652378885	10	1.17097194704063e-08	4.42799199419047e-06	5.32311295645694e-05	46	NA
RPL7	Essential	-1.62016466403929	10	1.31050759136745e-08	4.42799199419047e-06	5.32311295645694e-05	47	NA
CDC23	Other	-1.27824460605268	10	1.55758921245074e-08	4.42799199419047e-06	5.32311295645694e-05	48	NA
PPP4C	Other	-1.39171197161336	10	1.65692122587941e-08	4.42799199419047e-06	5.32311295645694e-05	49	NA
ORC1	Other	-1.56663580513832	10	2.46659423162999e-08	4.42799199419047e-06	5.32311295645694e-05	50	NA
POLR2A	Other	-1.69053527193377	10	2.72480779256396e-08	4.42799199419047e-06	5.32311295645694e-05	51	NA
RPL4	Essential	-1.73660667035697	10	2.79234733201344e-08	4.42799199419047e-06	5.32311295645694e-05	52	NA
SF3B1	Essential	-1.93205585065703	10	3.05328641954015e-08	4.42799199419047e-06	5.32311295645694e-05	53	NA
ATR	Other	-1.02282347495696	10	3.30349015324193e-08	4.42799199419047e-06	5.32311295645694e-05	54	NA
RPL35A	Essential	-1.53875255851405	10	3.49095684672251e-08	4.42799199419047e-06	5.32311295645694e-05	55	NA
ARID2	Other	0.656398697745698	10	4.01966359943862e-08	4.42799199419047e-06	5.32311295645694e-05	NA	12
TP73	Other	0.672572296181376	10	5.32461424291529e-08	4.42799199419047e-06	5.32311295645694e-05	NA	13
U2AF1	Essential	-1.7076517895959	10	5.51047459610711e-08	4.42799199419047e-06	5.32311295645694e-05	56	NA
PPP2CA	Other	-1.19112448583559	10	5.76707278857756e-08	4.42799199419047e-06	5.32311295645694e-05	57	NA
CDK12	Other	-0.709957951853826	10	6.84898837226357e-08	4.42799199419047e-06	5.32311295645694e-05	58	NA
HCFC1	Other	-0.761428752697315	10	9.11366248234986e-08	4.42799199419047e-06	5.32311295645694e-05	59	NA
CDC20	Other	-1.72346981920826	10	1.00912698226161e-07	4.42799199419047e-06	5.32311295645694e-05	60	NA
USP16	Other	0.615935257987388	10	1.06105969823857e-07	4.42799199419047e-06	5.32311295645694e-05	NA	14
RPS26	Essential	-1.77313667843544	10	1.08546019259365e-07	4.42799199419047e-06	5.32311295645694e-05	61	NA
RPLP0	Essential	-1.3834649213273	10	1.58496117001672e-07	4.42799199419047e-06	5.32311295645694e-05	62	NA
XPO1	Essential	-1.11434895456706	10	1.77198269978774e-07	4.42799199419047e-06	5.32311295645694e-05	63	NA
EIF3A	Essential	-1.0477938890025	10	1.8633025001986e-07	4.42799199419047e-06	5.32311295645694e-05	64	NA
BUB1B	Other	-1.20525220049225	10	2.34213413170765e-07	4.42799199419047e-06	5.32311295645694e-05	65	NA
ARID1A	Other	0.629297467538905	10	2.51924200211453e-07	4.42799199419047e-06	5.32311295645694e-05	NA	15
RPL23	Other	-1.65008409919614	10	2.69732042132676e-07	4.42799199419047e-06	5.32311295645694e-05	66	NA
CDC5L	Essential	-0.72898839595921	10	2.7100541153427e-07	4.42799199419047e-06	5.32311295645694e-05	67	NA
RPL18A	Essential	-1.32218586373036	10	2.79607480007371e-07	4.42799199419047e-06	5.32311295645694e-05	68	NA
HIRA	Other	-0.824523824146417	10	3.18695086816045e-07	4.42799199419047e-06	5.32311295645694e-05	69	NA
CDK13	Other	0.484022869783754	10	3.32550674916643e-07	4.42799199419047e-06	5.32311295645694e-05	NA	16
RPL13A	Essential	-1.30382394206755	10	3.73805606514744e-07	4.42799199419047e-06	5.32311295645694e-05	70	NA
TAF1	Other	-1.23246419644646	10	4.09015615030947e-07	4.42799199419047e-06	5.32311295645694e-05	71	NA
DMAP1	Other	-1.08469020236994	10	4.10947417985853e-07	4.42799199419047e-06	5.32311295645694e-05	72	NA
FTSJ3	Essential	-0.917668058749482	10	4.38852981374726e-07	4.42799199419047e-06	5.32311295645694e-05	73	NA
RPS11	Essential	-1.5361970256086	10	4.55540278306928e-07	4.42799199419047e-06	5.32311295645694e-05	74	NA
WDR5	Other	-0.828606428664102	10	4.84394956077917e-07	4.42799199419047e-06	5.32311295645694e-05	75	NA
TRRAP	Other	-0.622548214716361	10	5.15832913594197e-07	4.42799199419047e-06	5.32311295645694e-05	76	NA
PSMB2	Essential	-1.70110215279269	10	6.2817955000357e-07	4.42799199419047e-06	5.32311295645694e-05	77	NA
PSMD7	Essential	-1.41261457016661	10	7.06869074484421e-07	1.32839759825714e-05	0.00015470297029703	78	NA
RPL37A	Essential	-1.45280671403337	10	7.21529578846022e-07	1.32839759825714e-05	0.00015470297029703	79	NA
RPL37	Essential	-1.1933685124727	10	7.4511070466759e-07	1.32839759825714e-05	0.00015470297029703	80	NA
PRMT5	Other	-0.745324168797887	10	7.84628389229146e-07	2.21399599709524e-05	0.00023133154436939	81	NA
EIF3D	Essential	-0.707047806614649	10	7.8614133191862e-07	2.21399599709524e-05	0.00023133154436939	82	NA
RPL27	Essential	-1.32714497317031	10	7.94277886716549e-07	2.21399599709524e-05	0.00023133154436939	83	NA
RPL5	Essential	-1.20517677379048	10	9.54871152764772e-07	2.21399599709524e-05	0.00023133154436939	84	NA
UBE2I	Other	-1.07356571120474	10	1.00922765719281e-06	2.21399599709524e-05	0.00023133154436939	85	NA
ANAPC4	Other	-1.07879427594114	10	1.07987017273217e-06	2.21399599709524e-05	0.00023133154436939	86	NA
RNF138	Other	0.472109573283193	10	1.10289617061811e-06	2.21399599709524e-05	0.00023133154436939	NA	17
FUBP1	Other	-0.69953876936101	10	1.12910980621188e-06	2.21399599709524e-05	0.00023133154436939	87	NA
EEF2	Essential	-1.07734794901212	10	1.17429631995548e-06	2.21399599709524e-05	0.00023133154436939	88	NA
HDAC2	Other	0.576877460262712	10	1.19830549012667e-06	2.21399599709524e-05	0.00023133154436939	NA	18
ANAPC2	Other	-1.29914120455614	10	1.2310851650421e-06	2.21399599709524e-05	0.00023133154436939	89	NA
CCT7	Essential	-0.926771751269063	10	1.38682874532213e-06	3.09959439593333e-05	0.000315031503150315	90	NA
CXXC1	Other	-0.739691943262545	10	1.49310396361816e-06	3.09959439593333e-05	0.000315031503150315	91	NA
MGEA5	Other	0.556726789588924	10	1.52121606763688e-06	3.09959439593333e-05	0.000315031503150315	NA	19
RPS27A	Essential	-1.26995256948847	10	1.5967032517488e-06	3.98519279477143e-05	0.000397807637906648	92	NA
CLTC	Essential	-1.27383925611943	10	1.64345827454849e-06	3.98519279477143e-05	0.000397807637906648	93	NA
SMNDC1	Other	-1.115249017163	10	1.66110313388547e-06	4.87079119360952e-05	0.000465431158500465	94	NA
SMARCAD1	Other	0.538696669641169	10	1.71205855570239e-06	4.87079119360952e-05	0.000465431158500465	NA	20
RTF1	Other	-0.782553898822299	10	1.7226644293407e-06	4.87079119360952e-05	0.000465431158500465	95	NA
PTPN23	Other	-0.612342619707022	10	1.84340692186112e-06	4.87079119360952e-05	0.000465431158500465	96	NA
SUPT6H	Essential	-0.93689409396218	10	1.85071537859333e-06	4.87079119360952e-05	0.000465431158500465	97	NA
RPS7	Essential	-1.22416816718078	10	1.9913718779022e-06	5.75638959244762e-05	0.000510765362250511	98	NA
CHD4	Essential	-1.48380966493838	10	2.03251048862977e-06	5.75638959244762e-05	0.000510765362250511	99	NA
SETD6	Other	-0.631915654661057	10	2.20523912550868e-06	5.75638959244762e-05	0.000510765362250511	100	NA
POLR2I	Essential	-1.27726038553091	10	2.2244540585818e-06	5.75638959244762e-05	0.000510765362250511	101	NA
WEE1	Other	-1.49691126648047	10	2.52156429199917e-06	5.75638959244762e-05	0.000510765362250511	102	NA
SF3B4	Essential	-1.02601455824024	10	2.58669849222236e-06	5.75638959244762e-05	0.000510765362250511	103	NA
CDH2	Other	0.474716520680406	10	2.76482865719909e-06	5.75638959244762e-05	0.000510765362250511	NA	21
INTS9	Essential	-0.653439358779343	10	2.92660537243087e-06	5.75638959244762e-05	0.000510765362250511	104	NA
RPL13	Essential	-1.29561837135048	10	3.51041452214824e-06	5.75638959244762e-05	0.000510765362250511	105	NA
BARD1	Other	-0.896250189848817	10	4.1788222650559e-06	6.64198799128571e-05	0.000580136138613861	106	NA
SAP130	Other	-0.868213738644189	10	4.39396044752693e-06	6.64198799128571e-05	0.000580136138613861	107	NA
CDC34	Other	0.484098359367936	10	5.4308149078556e-06	8.4131847889619e-05	0.000718010732370947	NA	22
APOBEC1	Nonessential	-1.02321702585519	10	5.78582233123416e-06	8.4131847889619e-05	0.000718010732370947	108	NA
RPL36	Essential	-1.107795962857	10	6.43067491567453e-06	8.4131847889619e-05	0.000718010732370947	109	NA
PRPF18	Essential	-1.11110328013166	10	6.71735997951394e-06	9.2987831878e-05	0.000787578757875788	110	NA
RAD21	Other	-1.29151361227556	10	7.30909014854317e-06	0.000110699799854762	0.000923599822668834	111	NA
KDM2A	Other	-0.560093528549054	10	7.35391926201115e-06	0.000110699799854762	0.000923599822668834	112	NA
KAT5	Other	-1.11661970320464	10	7.64426220844109e-06	0.000119555783843143	0.00099009900990099	113	NA
PHF13	Other	0.588793211901704	10	8.31879375064003e-06	0.000128411767831524	0.00104791501047915	NA	23
RPL12	Essential	-1.09299940109392	10	9.05075115554508e-06	0.000128411767831524	0.00104791501047915	114	NA
SRSF2	Other	-1.5195234620972	10	9.53540953541956e-06	0.000137267751819905	0.0011040672412565	115	NA
CENPA	Other	-0.601901697509063	10	9.60122698281014e-06	0.000137267751819905	0.0011040672412565	116	NA
CDK7	Other	-0.751022070942535	10	9.75326410300108e-06	0.000146123735808286	0.00115862650094797	117	NA
CUL2	Other	-0.898780696278023	10	9.91883452490226e-06	0.000146123735808286	0.00115862650094797	118	NA
PSMA3	Essential	-1.22518053217363	10	1.00136713113456e-05	0.000154979719796667	0.00121165962750121	119	NA
HEATR1	Essential	-0.7552463843229	10	1.09630919863548e-05	0.000154979719796667	0.00121165962750121	120	NA
SF3B2	Essential	-0.891222775023159	10	1.32786222702486e-05	0.000199259639738571	0.00152583751525838	121	NA
CTR9	Other	-0.908934951365084	10	1.34761763411982e-05	0.000199259639738571	0.00152583751525838	122	NA
PHF6	Other	0.460526772598071	10	1.36784531871802e-05	0.000199259639738571	0.00152583751525838	NA	24
ARID4B	Other	-0.500548738492114	10	1.41381259719025e-05	0.000208115623726952	0.00158281134235873	123	NA
INO80	Other	-0.974433807867715	10	1.47508533660702e-05	0.000216971607715333	0.00162801515050834	124	NA
TRIM28	Other	0.454123260722924	10	1.48475393959575e-05	0.000216971607715333	0.00162801515050834	NA	25
SETD8	Other	-1.17973072783499	10	1.50395197940407e-05	0.000225827591703714	0.00167202150678644	125	NA
U2AF2	Essential	-0.872711309497627	10	1.53492614889179e-05	0.000225827591703714	0.00167202150678644	126	NA
DTL	Other	-0.856861956525168	10	1.62528867301569e-05	0.000252395543668857	0.00185643564356436	127	NA
USP37	Other	-0.962103170597584	10	1.70848648873856e-05	0.000270107511645619	0.00197372678444315	128	NA
HDAC3	Other	-0.534846576420058	10	1.98727502679781e-05	0.000340955383552667	0.0024592781858831	129	NA
RPL10	Essential	-1.05232124061464	10	1.99053008233634e-05	0.000340955383552667	0.0024592781858831	130	NA
SCML2	Other	0.53708809723946	10	2.09024995325112e-05	0.000358667351529428	0.00257044935262757	NA	26
SNRPD2	Essential	-0.99054640379045	10	2.21442692793418e-05	0.00037637931950619	0.0026299504950495	131	NA
NUP93	Essential	-0.801783711166532	10	2.23794445522465e-05	0.00037637931950619	0.0026299504950495	132	NA
BRD7	Other	0.557267672965103	10	2.23870680784904e-05	0.00037637931950619	0.0026299504950495	NA	27
UBE3D	Other	0.496688926206972	10	2.24734633096919e-05	0.00037637931950619	0.0026299504950495	NA	28
UBE2A	Other	-0.604823833273788	10	2.340059102464e-05	0.000394091287482952	0.00273660906463317	133	NA
HMGN5	Other	0.541205951777039	10	2.44425115229726e-05	0.000447227191413238	0.00303030303030303	NA	29
SIN3A	Other	-0.769693699806645	10	2.46529199674774e-05	0.000447227191413238	0.00303030303030303	134	NA
ACTL6A	Other	-0.490022108797479	10	2.46749911802117e-05	0.000447227191413238	0.00303030303030303	135	NA
SKP2	Other	-1.27109045592718	10	2.47184972744982e-05	0.000447227191413238	0.00303030303030303	136	NA
YY1	Essential	-0.944116482860634	10	2.70492619941343e-05	0.000482651127366762	0.00325062626744602	137	NA
DNMT3A	Other	-0.381481240395876	10	2.87424564328542e-05	0.000500363095343524	0.00334973617122191	138	NA
NEDD4L	Other	0.418097792658325	10	2.96937712753743e-05	0.000518075063320286	0.00344508135024029	NA	30
SDAD1	Essential	-0.792724990624871	10	3.0003627540238e-05	0.000526931047308666	0.00344508135024029	139	NA
PTPN6	Other	-0.541524522465319	10	3.14632825763192e-05	0.000526931047308666	0.00344508135024029	140	NA
UBR5	Other	-0.573823558661213	10	3.25346334811291e-05	0.000526931047308666	0.00344508135024029	141	NA
CABIN1	Other	-0.542827013846534	10	3.44925792384454e-05	0.000535787031297047	0.00348261570343081	142	NA
VHL	Other	-0.898298365200781	10	3.5492231229305e-05	0.00056235498326219	0.00363417844674641	143	NA
HIST1H3B	Other	-0.821990289795301	10	4.07968835847395e-05	0.000642058839157619	0.00412541254125413	144	NA
BAZ1B	Other	-0.503096057256007	10	4.55234000371845e-05	0.000695194743087904	0.00444130127298444	145	NA
ACTR8	Other	-0.523259436903633	10	4.63527719882633e-05	0.000721762695053047	0.00455893046931812	146	NA
SRSF1	Essential	-0.842834226156753	10	4.66431969326447e-05	0.000721762695053047	0.00455893046931812	147	NA
MYB	Other	0.499898117680606	10	5.0247405077029e-05	0.000792610566960095	0.00497830681944599	NA	31
PHC1	Other	0.504272249125529	10	5.15929372763289e-05	0.000819178518925238	0.0051164334310526	NA	32
PHF23	Other	0.506438978122183	10	5.5233200757893e-05	0.000890026390832285	0.00552805280528053	NA	33
PBRM1	Other	0.445792063141134	10	5.66752102415437e-05	0.000907738358809047	0.00560691428258848	NA	34
CHAF1B	Other	-0.969838958686878	10	5.69285130672436e-05	0.000916594342797428	0.00563050810575563	148	NA
RAD51	Other	-0.434458695995132	10	5.76832488827624e-05	0.00093430631077419	0.00570794784396472	149	NA
TLK2	Other	-0.460272888353182	10	6.7450762377753e-05	0.00111142599054181	0.00675312096427034	150	NA
SRSF3	Essential	-1.21426769235695	10	7.08711672368505e-05	0.00116456189447209	0.00703773080010704	151	NA
ERCC2	Other	-0.404765929088778	10	7.28582765789448e-05	0.00119998583042562	0.00721281805599915	152	NA
TAF5	Other	-0.78179648942643	10	7.45386088602054e-05	0.0012531217343559	0.00749192566315455	153	NA
RPL7A	Essential	-1.26953671785147	10	8.02790352003414e-05	0.00133282559025133	0.00792605856330314	154	NA
SMN1	Other	-1.0173482088614	10	8.47439223914589e-05	0.00137710551019324	0.00801877062706271	155	NA
CHD7	Other	-0.599025523657077	10	8.53995704928296e-05	0.00137710551019324	0.00801877062706271	156	NA
USP1	Other	0.447257185846313	10	8.62663299214838e-05	0.00137710551019324	0.00801877062706271	NA	35
WDR77	Other	-0.338777368259597	10	8.68668499614876e-05	0.00137710551019324	0.00801877062706271	157	NA
SIN3B	Other	-0.630579705218971	10	0.000100622617936153	0.00153651322198409	0.00890063099574206	158	NA
RPL6	Essential	-0.936754820106259	10	0.000104778906521873	0.00159850510990276	0.00921200367459426	159	NA
PRKDC	Other	-0.478972735315415	10	0.000105502985831342	0.00161621707787952	0.00926631124650927	160	NA
ANAPC5	Other	-0.978989447544985	10	0.000107848063129758	0.00164278502984467	0.00937057991513437	161	NA
KMT2E	Other	-0.347866309632845	10	0.000109207796380528	0.00168706494978657	0.00957430768457556	162	NA
GATAD2A	Other	-0.639002723389189	10	0.000109430623882894	0.00170477691776333	0.00962596259625963	163	NA
SMARCA5	Other	-0.43596937980723	10	0.000109970867587068	0.00171363290175171	0.00962734464401214	164	NA
BRPF1	Other	0.496124737298265	10	0.000117125520213605	0.00183761667758905	0.0102211713708684	NA	36
HACE1	Other	0.434439497416555	10	0.000117692424518983	0.00183761667758905	0.0102211713708684	NA	37
ELL	Other	-0.843920059436567	10	0.000120077030650997	0.00191732053348448	0.0106117047348299	165	NA
SUDS3	Other	-0.690098465894854	10	0.000143442159457055	0.00224499194105457	0.0123034362259755	166	NA
CDC73	Other	-0.846795905468465	10	0.000145621162411786	0.00224499194105457	0.0123034362259755	167	NA
SPEN	Other	-0.550698178718255	10	0.000148763656981559	0.00227155989301971	0.0123883120019319	168	NA
RPL14	Essential	-0.965485100408208	10	0.000152396351945982	0.00235126374891514	0.0127607420936268	169	NA
H3F3A	Other	-1.03377920544774	10	0.000156373876557842	0.00243096760481057	0.0131140517897944	170	NA
POLR2D	Essential	-0.969966448587828	10	0.000157380738324215	0.00243982358879895	0.0131140517897944	171	NA
SNRNP70	Other	-0.808568071557943	10	0.000163126593276369	0.00258151933261305	0.0138092756644085	172	NA
RBM10	Other	-0.697705217764387	10	0.000196651433976559	0.00316601427584619	0.0168222983435784	173	NA
USP8	Other	-0.605466959131858	10	0.000197249997484254	0.00317487025983457	0.0168222983435784	174	NA
EPC2	Other	-0.459563445898406	10	0.000203489424903367	0.00326343009971838	0.0172099757145526	175	NA
CHMP2A	Essential	-0.898572024339696	10	0.000208947166035757	0.00335198993960219	0.017594012922419	176	NA
CDYL2	Other	0.392144724165266	10	0.000217239266950711	0.00347597371543952	0.0181595262329971	NA	38
FBXO25	Other	0.451875297889082	10	0.000254906808694655	0.00405161267468428	0.0210683859083583	NA	39
INO80B	Other	-0.749454307639782	10	0.000260170644537369	0.00414902849855647	0.0214673541086828	177	NA
SPIN2B	Other	0.415110225768416	10	0.000260721076741642	0.00416674046653324	0.0214673541086828	NA	40
HELLS	Other	0.462443179929696	10	0.000293998762696764	0.00463610761791743	0.0237760014533563	NA	41
SAP18	Other	-0.321102549652629	10	0.000295402198389491	0.00467153155387095	0.0238482752384828	178	NA
PSMD6	Other	-0.90237959751318	10	0.000297938463945102	0.00471581147381286	0.023964896489649	179	NA
METTL22	Other	0.356718897846248	10	0.000305783144960667	0.0047866593457199	0.0242148649254066	NA	42
RBBP5	Other	-0.430303056110367	10	0.000313172978808825	0.00496377902548752	0.0248856724237446	180	NA
ASH2L	Other	-0.446901357079218	10	0.000313231007264304	0.00496377902548752	0.0248856724237446	181	NA
HNRNPU	Essential	-0.526741301699081	10	0.000328436763223761	0.00520289059317381	0.0259679985855728	182	NA
UTY	Other	0.325494165748655	10	0.000347606116743439	0.00545085814484847	0.0270847084708471	NA	43
HUS1	Other	-0.342035966122453	10	0.000359034907968539	0.00563683380860447	0.027884868132831	183	NA
WWP2	Other	0.391590698496089	10	0.000384435926422959	0.00609734497600028	0.0300300955205653	NA	44
BRMS1	Other	-0.389517683394993	10	0.000391150614881008	0.00620361678386086	0.0304194893173528	184	NA
PRPF19	Essential	-0.527983517780406	10	0.000394428279805729	0.00624789670380276	0.0305028319425829	185	NA
PIAS1	Other	-0.418064764909271	10	0.000400761558744463	0.00632760055969819	0.0307576409814895	186	NA
METTL5	Other	0.350463550134908	10	0.00042229993854782	0.00665527196726828	0.0322103638935322	NA	45
ZRSR2	Other	-0.529159793286217	10	0.000426386868399887	0.00669955188721019	0.0322849095254353	187	NA
CCT4	Essential	-0.649783359459824	10	0.000436465008750863	0.00685895959900105	0.0329112310372668	188	NA
ELP2	Other	0.284557895596267	10	0.000455288928749146	0.00711578313466409	0.033997630532284	NA	46
USP39	Essential	-0.899165284805026	10	0.000458298947214242	0.00719548699055952	0.0342321466189172	189	NA
MYBL2	Other	-0.66251933355991	10	0.000461834771547931	0.00723091092651305	0.0342549085417016	190	NA
NAT10	Other	-0.42799120344918	10	0.000469097264375601	0.00731061478240847	0.0344863600284079	191	NA
ARID4A	Other	-0.40097364693519	10	0.000486115428816847	0.00754087036610638	0.0354230801231384	192	NA
EPC1	Other	0.335383985186311	10	0.000500821511020191	0.00770027807789724	0.0360205476614607	NA	47
TAF8	Other	-0.556318193288035	10	0.000515926791675845	0.00784197382171133	0.0365305280528053	193	NA
SMC1A	Other	-0.408333751987959	10	0.000525002589630725	0.00801909350147895	0.0372006080276077	194	NA
SF3B5	Essential	-0.865796126123346	10	0.000598151708922729	0.00911723551603819	0.0421201211030194	195	NA
PAF1	Other	-0.806006010667049	10	0.000602245436426679	0.00917037141996847	0.0421912561626533	196	NA
MSL2	Other	-0.229936827550631	10	0.000605020181257317	0.00921465133991038	0.0422212303197533	197	NA
TADA2B	Other	0.325707476532907	10	0.000617607932556263	0.00937405905170123	0.0427763184481713	NA	48
USP22	Other	0.439804966015123	10	0.000648213147547731	0.00986999415505057	0.0448563148997827	NA	49
USP3	Other	-0.318762588697474	10	0.000662262900921521	0.0101268176907136	0.0456523474928138	198	NA
TUBGCP3	Other	-0.891427695129502	10	0.000662781004094002	0.0101268176907136	0.0456523474928138	199	NA
CHD8	Other	-0.506495269400279	10	0.000675265356062155	0.0103127933544696	0.0463040279931608	200	NA
STAT3	Other	0.279552227809459	10	0.000682024869813525	0.0103570732744115	0.0463168316831683	NA	50
SIRT1	Other	0.33177699045425	10	0.000730799619070039	0.0110478400255052	0.04920910417735	NA	51
SMN2	Other	-0.645186577356554	10	0.000761010833358176	0.0114463593049824	0.0507818639006758	201	NA
ZMYND11	Other	0.406968464052762	10	0.000790697564832492	0.0119334384243433	0.052642862711468	NA	52
PHF12	Other	-0.45609371309934	10	0.000794049613628122	0.0119600063763085	0.052642862711468	202	NA
SENP3	Other	0.338522777174868	10	0.00081346135780273	0.0122611098319134	0.0535465655940594	NA	53
NCOA6	Other	0.365020375528383	10	0.000813578051106981	0.0122611098319134	0.0535465655940594	NA	54
USP9X	Other	-0.392206377163768	10	0.000849951736465222	0.0126596291113906	0.0550718495974111	203	NA
BRCA1	Other	-0.490250731114659	10	0.000868711571862939	0.0129518765830071	0.0561247985263643	204	NA
MLLT10	Other	0.362558131838289	10	0.000874503547207021	0.0130315804389026	0.0562521503115562	NA	55
LUC7L3	Other	-0.471257922333106	10	0.000879566441437083	0.0131201402787864	0.0564166031987814	205	NA
TRIM24	Other	0.301751634197532	10	0.000884018625872508	0.0132087001186702	0.0565797959106255	NA	56
TAF10	Other	-0.520454891512677	10	0.000938273353440414	0.013926034821729	0.0594248356133323	206	NA
ITCH	Other	0.327527147617246	10	0.000949086426922939	0.0140854425335199	0.0598765199713888	NA	57
SF3A2	Essential	-0.7297057264389	10	0.00096780307907378	0.0142625622132875	0.0603997899789979	207	NA
PTEN	Other	0.413417423858281	10	0.000982510106838651	0.0144573938610319	0.0609938352325799	NA	58
SUPT20H	Other	0.375428123582558	10	0.00103878493247856	0.0149356169964045	0.0627745105337601	NA	59
LSM4	Essential	-0.768411587121	10	0.0010527126896996	0.0151481606121256	0.0634293766455297	208	NA
SUPT16H	Other	-0.473836518712601	10	0.00107192166903387	0.0153695602118351	0.0641162996896705	209	NA
HMGN3	Other	0.29380866653722	10	0.0011485279305321	0.016458846242406	0.0684051676543119	NA	60
DOT1L	Other	0.343962322940892	10	0.00120817747466961	0.0171673249614765	0.0710854418775211	NA	61
MAK	Other	0.309880972322501	10	0.00123035095611196	0.0174772844010698	0.0721018596324577	NA	62
DYRK3	Other	0.341509759672743	10	0.0013237803486029	0.0187082661754548	0.0767598737895768	NA	63
PIK3R1	Other	0.35898334454064	10	0.00132752558852792	0.0187436901114083	0.0767598737895768	NA	64
KMT2A	Other	0.297244803389	10	0.00136555513361028	0.0192839051346995	0.0785058505850585	NA	65
PARP2	Other	-0.290451005964099	10	0.00136872834648063	0.0193104730866647	0.0785058505850585	210	NA
DR1	Other	0.346437291730291	10	0.00147500838598284	0.0204617510051542	0.0828849189266753	NA	66
CHD2	Other	-0.442076201715993	10	0.00149282106736966	0.020621158716945	0.0831790013533727	211	NA
BUB1	Other	-0.386216212933014	10	0.0014986003092481	0.0206831506048637	0.0831790013533727	212	NA
EHMT1	Other	0.276812359974874	10	0.00156716269033696	0.0215333250677483	0.0862876610241669	NA	67
CREBBP	Other	0.239917380055101	10	0.00166367853179549	0.0226580350342727	0.090470297029703	NA	68
RBL2	Other	0.365458914440053	10	0.00177618194852242	0.0240749924724136	0.095785913110884	NA	69
HDGFRP2	Other	-0.413582905060868	10	0.00178764486377447	0.0241989762482509	0.0959377852678885	213	NA
POLE4	Other	0.309904236765678	10	0.00184979819200829	0.0249251669352982	0.0984676206136515	NA	70
DAXX	Other	-0.40859230212079	10	0.00198061966118582	0.0263598363414159	0.103751954142783	214	NA
MAP3K19	Other	-0.211208120781939	10	0.00198981660722437	0.0264483961812997	0.103751954142783	215	NA
CBLL1	Other	0.378774841836279	10	0.0020340208368209	0.0269708992366142	0.105431697015855	NA	71
PPM1G	Other	-0.485730076248892	10	0.00208053699952578	0.027617386067766	0.107582709490461	216	NA
BRPF3	Other	-0.247827617805838	10	0.00211703380459623	0.028246160930941	0.10965002750275	217	NA
PARP10	Other	-0.22288473556208	10	0.00213180185821557	0.0283967126587435	0.109853026825174	218	NA
DZIP3	Other	0.24513081568722	10	0.00218453200915789	0.0290343435059069	0.111932400136565	NA	72
CLOCK	Other	0.282207053616596	10	0.00223423229426552	0.029547990577233	0.113521145929026	NA	73
SMARCE1	Other	0.129545670617179	10	0.00227297932904812	0.0299553658406986	0.114692119896921	NA	74
ANAPC11	Other	-0.560052885353384	10	0.00232701604732333	0.0305044368479782	0.11639576926976	219	NA
KANSL1	Other	-0.590023236310407	10	0.00233989557616113	0.0306904125117342	0.116445712367847	220	NA
HDAC9	Other	0.251263540956448	10	0.00234376614412904	0.0307258364476877	0.116445712367847	NA	75
CUL3	Other	-0.318201630544454	10	0.00246903658767453	0.0322047857737473	0.121638346267059	221	NA
SIAH2	Other	-0.415614159461351	10	0.00250063758856467	0.0326033050532245	0.122728939560623	222	NA
YEATS4	Other	-0.363443371133323	10	0.00251142708366556	0.0327627127650153	0.12291514386338	223	NA
RNF8	Other	-0.578218629734176	10	0.00259042456044629	0.0336217432118883	0.125528052805281	224	NA
TRIM33	Other	0.315674370606392	10	0.00259485446976032	0.0336837350998069	0.125528052805281	NA	76
EHMT2	Other	0.352927792638023	10	0.00277933713503217	0.0357471793690997	0.132775237656656	NA	77
FRK	Other	0.287167325737394	10	0.00286701519359342	0.0367479055597867	0.136040259655105	NA	78
KRAS	Other	0.338091720387781	10	0.00294241807332781	0.0375095201827875	0.138401463908767	NA	79
PADI1	Other	0.214056425867811	10	0.00295779484189405	0.0376423599426132	0.138434731631058	NA	80
YWHAB	Other	0.296177579990059	10	0.00299983869101184	0.0381914309498928	0.139993507547476	NA	81
ATRX	Other	-0.251148978518506	10	0.00309956051421809	0.0392452930445102	0.143386397463276	225	NA
CCT8	Essential	-0.418566916819895	10	0.00312253213899697	0.0394224127242778	0.143564356435644	226	NA
TAF12	Other	-0.39867420356156	10	0.00315535296311846	0.0398120760197666	0.14451266555227	227	NA
