Gene	Category	PRMT5	Size	rho	p	FDR	depleted	enriched
STAT5B	Other	-0.0701601002937254	10	0.0493480263615426	0.373638392461786	0.705316147129047	326	NA
FBXO6	Other	0.183811219151886	10	0.0494226892839319	0.374107759613171	0.705316147129047	NA	267
WEE2	Other	0.184956810822735	10	0.0496676357489272	0.375498149099346	0.706745674567457	NA	268
RAG2	Other	0.0305544757293068	10	0.0498743011422367	0.376755698825697	0.70717448629285	NA	269
UCHL5	Other	0.0283660356647752	10	0.0499890882314295	0.377402185656848	0.70717448629285	NA	270
PHC2	Other	0.250869280724694	10	0.050043399258075	0.377623585256558	0.70717448629285	NA	271
BCORL1	Other	0.175321956858105	10	0.0503884223321028	0.379545333782037	0.709584754462068	NA	272
MRGBP	Other	0.21382201650596	10	0.0505478528989185	0.38045750013284	0.710099996710635	NA	273
USP11	Other	-0.0385575441132213	10	0.0507447039483574	0.381582210099364	0.710099996710635	327	NA
FBXO4	Other	0.20882615639697	10	0.0508534061325268	0.382210984962539	0.710099996710635	NA	274
PAGR1	Other	0.0639116886411024	10	0.0508852382558921	0.382361536690342	0.710099996710635	NA	275
RNF40	Other	-0.22493920836746	10	0.0512352964668296	0.38450468481553	0.712895916457317	328	NA
CUL1	Other	-0.0790487245835376	10	0.0517171772151124	0.387232327883951	0.716764474460691	329	NA
POT1	Other	0.276855980605609	10	0.0519072417084947	0.388241910058627	0.717439095883273	NA	276
KDM6B	Other	0.135171114393183	10	0.0521645036250832	0.389871411112489	0.717439095883273	NA	277
LEO1	Other	0.203045923114243	10	0.0521720664111788	0.389906835048442	0.717439095883273	NA	278
SETD2	Other	-0.118078195346828	10	0.0522275836405142	0.390163658584105	0.717439095883273	330	NA
UBR2	Other	-0.116951522518011	10	0.0531221399807776	0.395096441665633	0.725316620331984	331	NA
BRD9	Other	-0.175971648980938	10	0.0534890768800153	0.397177597902903	0.727941892549911	332	NA
CD79B	Other	-0.046036300558446	10	0.0543143081519547	0.402021821144547	0.735614396136831	333	NA
USP15	Other	-0.23579329267223	10	0.0551829090390168	0.405989301971342	0.74098590640823	334	NA
PPARGC1A	Other	0.190467309295963	10	0.0553215263973558	0.406573796914575	0.74098590640823	NA	279
NEK9	Other	0.201881204186484	10	0.0554280717794696	0.406945748242087	0.74098590640823	NA	280
PHF8	Other	0.244363860116811	10	0.0556578552484117	0.40802617828867	0.741745150124769	NA	281
CHD3	Other	-0.0323332629280218	10	0.0563347753975771	0.411134628668591	0.746182653979684	335	NA
MBD4	Other	0.151265884654007	10	0.0564789656615538	0.41185196337165	0.746273087600494	NA	282
ALKBH6	Other	0.136392017763819	10	0.0577100184437194	0.417094705892772	0.754549969560063	NA	283
ELL2	Other	-0.0723755638436968	10	0.0585982976157986	0.420761083263961	0.759952974295814	336	NA
KDM4E	Other	0.197403234649062	10	0.0592024078289454	0.423630422076197	0.763085728862741	NA	284
TDRD3	Other	0.226460395103074	10	0.0592522651787972	0.423860677659895	0.763085728862741	NA	285
NUAK2	Other	0.191261350271868	10	0.0593959396554042	0.424560300394977	0.763116424182611	NA	286
ZZZ3	Other	-0.250771047571451	10	0.0595929915616718	0.425357338953931	0.763321837801758	337	NA
TADA2A	Other	-0.20937254976323	10	0.0598493149284898	0.426269505304734	0.763732863670982	338	NA
ALKBH8	Other	0.199348675589575	10	0.060285978756049	0.428093838006341	0.765774257425743	NA	287
DNMT1	Other	-0.146240643121844	10	0.061680847278068	0.434319594750173	0.775669819378104	339	NA
STK17B	Other	0.165202442494013	10	0.0621023599315045	0.436338759099524	0.778033066464541	NA	288
KMT2D	Other	-0.0731812536367842	10	0.0624431972743516	0.437631732761827	0.779095982846692	340	NA
PHIP	Other	0.18356377858795	10	0.0626782113499316	0.438623602968526	0.779620330872515	NA	289
KDM4D	Other	0.152908295126059	10	0.0628877023641751	0.43964204112719	0.78019016187333	NA	290
PHF7	Other	0.137001801404647	10	0.0632154845480275	0.441014718645389	0.781385824794841	NA	291
TUBB	Other	-0.418311178183913	10	0.0635455645904903	0.442307692307692	0.78243670886076	341	NA
SUPT7L	Other	-0.0377460679183901	10	0.0647981469823519	0.44773641049257	0.788250309405941	342	NA
PRMT8	Other	-0.0451587206039694	10	0.0648669968028104	0.448081793868117	0.788250309405941	343	NA
ETNK1	Other	0.0321312993842413	10	0.0653589760529606	0.450056678297526	0.788250309405941	NA	292
KMT2B	Other	-0.216812889989606	10	0.0654343215422361	0.450348925769142	0.788250309405941	344	NA
WWP1	Other	0.20508198354243	10	0.0654890400004874	0.450676597176712	0.788250309405941	NA	293
ZBTB16	Other	0.105160968513445	10	0.0654931885141678	0.450703165128677	0.788250309405941	NA	294
ZNF292	Other	0.166407052683781	10	0.0655289123803252	0.450836004888503	0.788250309405941	NA	295
CSRP2BP	Other	0.1689904569891	10	0.0656278581323353	0.45123452416798	0.788250309405941	NA	296
CLK4	Other	0.18980634128382	10	0.0667410995693673	0.455954763633787	0.794940008019493	NA	297
SMURF2	Other	-0.0013467985030943	10	0.0668868513895896	0.45648612267309	0.794940008019493	345	NA
ARID1B	Other	0.22687692599717	10	0.0671748765392882	0.45791193609522	0.79618280646105	NA	298
METTL25	Other	0.235834527844757	10	0.0674911839943582	0.459196053773535	0.797175757948466	NA	299
FBXO3	Other	0.103068078681167	10	0.0685430172851537	0.46332294231212	0.803093100007675	NA	300
HDAC10	Other	-0.137839412175603	10	0.0690960155273319	0.465412954533378	0.80546700180854	346	NA
TAF1L	Other	-0.0454355965149956	10	0.069457211630473	0.466794488035566	0.806609331721426	347	NA
TADA3	Other	-0.168965426662303	10	0.0696703843162722	0.467724366354346	0.806968891333578	348	NA
NAA50	Other	0.0460278710836539	10	0.0700317462106809	0.469141323792487	0.807197258187357	NA	301
ZCWPW1	Other	-0.168637464279067	10	0.0700645014341818	0.469300731504277	0.807197258187357	349	NA
METTL23	Other	0.214757367632144	10	0.0703459842537853	0.470593705166581	0.808177822390534	NA	302
HIST1H4E	Other	-0.0721706225926918	10	0.0716530830627917	0.475597336120016	0.814375388534259	350	NA
HMGN2	Other	-0.23953762895555	10	0.0716729369964287	0.475659328007935	0.814375388534259	351	NA
NEK11	Other	0.0444634425823727	10	0.0721725671934713	0.477731628261216	0.816672722318103	NA	303
INO80C	Other	-0.1843315056856	10	0.0726227618878206	0.479573672930799	0.818570024941426	352	NA
RNF17	Nonessential	0.227107306967957	10	0.0730281226163764	0.48121202996865	0.819634703196347	NA	304
GADD45B	Other	0.150298171570444	10	0.0731906946398323	0.481663685152057	0.819634703196347	NA	305
RNF125	Other	0.235749880902303	10	0.0737129980703992	0.483877681149152	0.822150832104487	NA	306
UBE2D3	Other	-0.265785799110564	10	0.0744923660885373	0.487012699481039	0.82622184828498	353	NA
SHPRH	Other	0.0220945012881487	10	0.0750778864733953	0.489315255318018	0.828870387038704	NA	307
PTPN14	Other	0.176389319563406	10	0.0754779712381503	0.490714500788183	0.82998307395036	NA	308
WT1	Other	-0.0792879671326955	10	0.0759622622381127	0.492529977505801	0.831795339654811	354	NA
HMG20B	Other	0.171964743984225	10	0.0762570702791874	0.493636975504348	0.832257246809018	NA	309
NCOA2	Other	0.161624194049997	10	0.0764264186920055	0.494292318319488	0.832257246809018	NA	310
H1F0	Other	0.126906089650791	10	0.0770191086209266	0.496400042508723	0.834549244398124	NA	311
ACTR3B	Other	-0.159849962400851	10	0.0775956870368645	0.498366070954144	0.836314993774827	355	NA
ZGPAT	Other	0.157444158049187	10	0.0777525501181607	0.499047981721249	0.836314993774827	NA	312
ZNF592	Other	-0.0654881422173133	10	0.0779882694894136	0.499694468552401	0.836314993774827	356	NA
UBE2D1	Other	-0.0754190978888222	10	0.0794930263942657	0.50538886625693	0.844581094880789	357	NA
SBK2	Other	0.1129721558426	10	0.0802932658745054	0.508470748684886	0.848463129895079	NA	313
SCMH1	Other	-0.123637077497207	10	0.0806379251675543	0.509834570219097	0.849471012675038	358	NA
ZNF532	Other	-0.0379647048203199	10	0.0808331308286069	0.510631608778051	0.849532944365865	359	NA
MDM4	Other	0.142051844570613	10	0.0817481285772517	0.513996882693636	0.852797946461313	NA	314
FGFR3	Other	-0.160280071192747	10	0.0819109289995211	0.514625657556811	0.852797946461313	360	NA
USP29	Nonessential	0.168458756026741	10	0.0819924155765823	0.514882481092474	0.852797946461313	NA	315
TAF3	Other	-0.148320413059472	10	0.0824007128417464	0.516396854354487	0.854040951432421	361	NA
NAA11	Other	-0.0571598485647252	10	0.083095077059733	0.51906250553499	0.857181508401948	362	NA
CCND1	Other	-0.0523317313612238	10	0.0837997251789328	0.521781292619423	0.860400420573031	363	NA
PTPN18	Other	-0.0522092735177498	10	0.0843776464198727	0.52376503303282	0.862399568380991	364	NA
YEATS2	Other	-0.252309070616331	10	0.0850002848648114	0.526156148709683	0.865062609202097	365	NA
TP53BP1	Other	-0.247906282151347	10	0.0858033546573962	0.529105191377814	0.867936135718835	366	NA
FBXO11	Other	0.200670254676436	10	0.0859187140276692	0.529547990577233	0.867936135718835	NA	316
L3MBTL3	Other	0.152869683218331	10	0.0861195411624833	0.53027418126428	0.867936135718835	NA	317
JAK2	Other	0.256657423695185	10	0.0863095099511422	0.531009227935316	0.867936135718835	NA	318
FBXL19	Other	-0.0860083113999096	10	0.0867329151364317	0.532718432845073	0.868884045838986	367	NA
SMARCD3	Other	0.0469736136730419	10	0.0868664478330922	0.533143520076516	0.868884045838986	NA	319
CBX5	Other	0.164820616690981	10	0.0878516798307405	0.536499938008112	0.873081412944788	NA	320
METTL7A	Other	0.203089232123038	10	0.08888244184887	0.540263731203174	0.8758937398805	NA	321
KDM3A	Other	0.107097462647856	10	0.0889860422836894	0.540617970562709	0.8758937398805	NA	322
RCHY1	Other	0.234270936462179	10	0.0891311201095647	0.541184753537966	0.8758937398805	NA	323
BRD8	Other	0.0935800981300181	10	0.0891934646604232	0.541361873217733	0.8758937398805	NA	324
METTL9	Other	0.156695411639171	10	0.0895051520647806	0.542442303264316	0.875959425913773	NA	325
APOBEC3B	Other	0.059385569926048	10	0.0898085514142168	0.543522733310898	0.875959425913773	NA	326
H1FX	Other	0.046254314681602	10	0.0898608921300578	0.543752988894596	0.875959425913773	NA	327
KLF4	Other	0.166253070590819	10	0.0905489115172661	0.546179528507412	0.877781097075225	NA	328
MUM1	Other	0.0426376787473597	10	0.0906394040486207	0.546454064011052	0.877781097075225	NA	329
JADE2	Other	0.0976450679932585	10	0.0915756430450183	0.549996457606405	0.8822037870932	NA	330
SMAD2	Other	0.213530883863592	10	0.0919168477220334	0.551094599620964	0.882698799965956	NA	331
TDRD10	Other	-0.211342939020188	10	0.0924031386854002	0.552874652402628	0.883048943192192	368	NA
PHF19	Other	0.095658033932894	10	0.0925487433085937	0.55324660373014	0.883048943192192	NA	332
BRCC3	Other	0.217962550588561	10	0.0927264463758432	0.553901946545281	0.883048943192192	NA	333
RFC4	Other	-0.172930881337002	10	0.0929934491686225	0.55477868896013	0.883048943192192	369	NA
LNX1	Other	0.156329002760443	10	0.0932904521184188	0.555965390814573	0.883048943192192	NA	334
GATAD1	Other	-0.149927691854314	10	0.0934161534372739	0.556470181901911	0.883048943192192	370	NA
METTL16	Other	-0.0910166725702107	10	0.0935290698344357	0.556842133229423	0.883048943192192	371	NA
METTL14	Other	0.135076546835377	10	0.0946067835524462	0.560783046104253	0.887987172125982	NA	335
PIK3CA	Other	0.000390955848994665	10	0.0948526575927823	0.561544660727253	0.887987172125982	NA	336
RPS3A	Essential	-0.259614473809526	10	0.0955391014502267	0.563670096884465	0.890089220786485	372	NA
TRIM16	Other	0.11644183663929	10	0.0957840718521123	0.564644255123187	0.890369925568015	NA	337
SQSTM1	Other	0.18022695694151	10	0.0960571995095563	0.565512141554048	0.890482498954121	NA	338
SMYD5	Other	0.192152380507541	10	0.0967441803019309	0.567726137551143	0.892711423041038	NA	339
PADI3	Other	0.20736531133799	10	0.0977996357454885	0.571126835402682	0.896797474691289	NA	340
CDK3	Other	-0.0913348934512687	10	0.0997108011848466	0.577910519137781	0.90617666254704	373	NA
RPN2	Essential	0.143660795577262	10	0.100313404295572	0.580115659150888	0.906581814170275	NA	341
TLK1	Other	0.173543169188615	10	0.100407359476908	0.580416762606493	0.906581814170275	NA	342
STK19	Other	0.0928170709061203	10	0.100595452991859	0.581010113533715	0.906581814170275	NA	343
NRAS	Other	-0.0020784443253955	10	0.10078379080738	0.581559184540994	0.906581814170275	374	NA
H1FNT	Other	0.0974765015531497	10	0.100972373040256	0.582223383340123	0.906581814170275	NA	344
PHF20L1	Other	0.199178016877122	10	0.101539587406561	0.58415398784959	0.907078327531796	NA	345
GSG2	Other	-0.119886222745192	10	0.102013949472797	0.585925184647266	0.907078327531796	375	NA
NOTCH2	Other	0.0465041034587387	10	0.10229307046657	0.586739935174197	0.907078327531796	NA	346
GFI1B	Other	-0.0674707264563629	10	0.102299302105758	0.586739935174197	0.907078327531796	376	NA
HJURP	Other	-0.0930639555194232	10	0.102735795656802	0.588210028516268	0.907078327531796	377	NA
HMGN1	Other	-0.216065702904981	10	0.102960848381432	0.588900795267362	0.907078327531796	378	NA
FGFR2	Other	0.137327754525308	10	0.103158673649553	0.589573850050479	0.907078327531796	NA	347
APOBEC3H	Other	0.200002589557434	10	0.10333404088903	0.590193768929666	0.907078327531796	NA	348
ATXN7	Other	0.0960258299013891	10	0.103542213985973	0.590849111744806	0.907078327531796	NA	349
PRKAA1	Other	-0.0581662071996771	10	0.103734353215013	0.591424750704051	0.907078327531796	379	NA
RAD54B	Other	0.161167759358897	10	0.104023023700427	0.592505180750633	0.907078327531796	NA	350
LIN9	Other	-0.0932514499717336	10	0.104119370356018	0.592868276094157	0.907078327531796	380	NA
ASXL2	Other	-0.02380980659648	10	0.104183400975581	0.593089675693866	0.907078327531796	381	NA
ASCL1	Other	0.181802792862498	10	0.104705709550824	0.594958288315415	0.908693123410702	NA	351
MBD5	Other	-0.038167204464903	10	0.105923194526102	0.598730937494465	0.913207623627301	382	NA
PARP12	Other	0.15451629999923	10	0.107038477666965	0.602043075506119	0.913831910931283	NA	352
USP46	Other	0.172466897550768	10	0.107094704646943	0.602326466993748	0.913831910931283	NA	353
METTL3	Other	-0.184092610091601	10	0.107235065206101	0.602795834145132	0.913831910931283	383	NA
HDAC7	Other	0.0736500278345693	10	0.107431900904703	0.603654864592005	0.913831910931283	NA	354
SNRK	Other	0.0408348421776814	10	0.107488019723363	0.603947112063621	0.913831910931283	NA	355
NF2	Other	0.0230957318204813	10	0.107530411847098	0.604044527887494	0.913831910931283	NA	356
LMO7	Other	-0.113949407496597	10	0.108372544303987	0.60702013850759	0.915131552995937	384	NA
PRKAR1A	Other	0.139957688971326	10	0.108606033420942	0.607799465098567	0.915131552995937	NA	357
SH2B3	Other	0.15830581576185	10	0.10870537453916	0.607994296746311	0.915131552995937	NA	358
IDH1	Other	-0.0585344933154317	10	0.109015532949981	0.608782479321277	0.915131552995937	385	NA
USP17L2	Nonessential	-0.137167027149336	10	0.109895518123761	0.611616394197559	0.915131552995937	386	NA
DPF1	Other	-0.083675217323602	10	0.10991332866328	0.611687242069466	0.915131552995937	387	NA
NAT16	Other	0.134291128722378	10	0.110235290984724	0.612537416532351	0.915131552995937	NA	359
PTCH1	Other	-0.154638988962674	10	0.11051466623285	0.613414158947201	0.915131552995937	388	NA
PHF21A	Other	0.129503521193204	10	0.110730841220435	0.614078357746329	0.915131552995937	NA	360
MIB2	Other	0.0404684920873497	10	0.11101749866113	0.614928532209214	0.915131552995937	NA	361
SETDB2	Other	0.146210983672054	10	0.111265931889532	0.615610442976319	0.915131552995937	NA	362
PWWP2B	Other	0.11773887115564	10	0.111369194254864	0.615849554544005	0.915131552995937	NA	363
CTBP1	Other	0.112698100885887	10	0.111518221301542	0.616336633663366	0.915131552995937	NA	364
GNAQ	Other	0.145128776997512	10	0.111521894399695	0.616363201615331	0.915131552995937	NA	365
HDGFRP3	Other	-0.159444214422721	10	0.112055567787569	0.618391221948671	0.916153017660875	389	NA
AXIN1	Other	-0.108635187500943	10	0.112332183174199	0.619303388299474	0.916153017660875	390	NA
FBXO21	Other	-0.0848827594678332	10	0.11284065082344	0.620888609433394	0.916153017660875	391	NA
RAC1	Other	-0.0555964526204817	10	0.112942532571688	0.621331408632813	0.916153017660875	392	NA
SUPT3H	Other	-0.026293125754849	10	0.113555141615792	0.623332861014187	0.916153017660875	393	NA
KDR	Other	0.0541560623354004	10	0.113742074994732	0.624005915797304	0.916153017660875	NA	366
SP100	Other	-0.0348986502889793	10	0.113759847228401	0.624076763669211	0.916153017660875	394	NA
MLLT3	Other	0.211758199698124	10	0.114009045953221	0.624625834676491	0.916153017660875	NA	367
CBX2	Other	-0.0355334251539391	10	0.114057996692389	0.62479409837227	0.916153017660875	395	NA
USP18	Other	-0.0771118878010993	10	0.114221396157474	0.625245753555678	0.916153017660875	396	NA
CDYL	Other	0.183257571270752	10	0.115303161225603	0.628717299279123	0.920033953657146	NA	368
MBTD1	Other	-0.0891255757772929	10	0.117069400232332	0.634119449512035	0.925406947474408	397	NA
USP36	Other	-0.135112751289008	10	0.1170763574798	0.634137161480012	0.925406947474408	398	NA
TSSK6	Other	-0.127675806085439	10	0.117297816195309	0.634872208151048	0.925406947474408	399	NA
TDRD5	Other	0.1786008754938	10	0.117906892068667	0.636687684868666	0.925858450604488	NA	369
TAF6L	Other	-0.123728453166039	10	0.117963776132347	0.636838236596468	0.925858450604488	400	NA
MAX	Other	-0.0643919405241705	10	0.1185755764479	0.638715705202005	0.927382023916677	401	NA
AEBP2	Other	0.175486192419517	10	0.11895945725148	0.640194654528065	0.927954906889653	NA	370
SRC	Other	0.197192098652073	10	0.11917073123095	0.640770293487309	0.927954906889653	NA	371
SMURF1	Other	-0.147858165563185	10	0.119594040837661	0.642328946669264	0.929008748222817	402	NA
H3F3C	Other	-0.0836089940919411	10	0.120018366556438	0.643621920331568	0.929676107145598	403	NA
PRKAA2	Other	0.145107240070826	10	0.121830186388254	0.649201190244248	0.935330968663877	NA	372
RAG1	Other	-0.0205645388864071	10	0.121833102870453	0.649210046228236	0.935330968663877	404	NA
RING1	Other	0.0530949918836757	10	0.122693466330742	0.652185656848332	0.938408705735438	NA	373
MSH2	Other	0.0426519303905698	10	0.123557913837763	0.654629908429126	0.940638373300246	NA	374
IKZF1	Other	0.138749876036813	10	0.12417924763906	0.656498521050674	0.940638373300246	NA	375
MLLT1	Other	-0.0141008446457546	10	0.124208932756339	0.656569368922581	0.940638373300246	405	NA
SSRP1	Other	0.0420831825710693	10	0.124426450593397	0.65723356772171	0.940638373300246	NA	376
PELI1	Other	0.0888329523990263	10	0.12466986478467	0.65794204644078	0.940638373300246	NA	377
ELL3	Other	-0.0533114742305659	10	0.126372922896813	0.663043093218087	0.946720534122378	406	NA
WHSC1	Other	0.0467781645688416	10	0.127529677148845	0.666496926973556	0.950438219842392	NA	378
PRDM16	Other	-0.0172529621720656	10	0.128274505316241	0.668675499034698	0.952330201172983	407	NA
JAK1	Other	0.106442925812011	10	0.129723825218346	0.672961795285074	0.953430298782091	NA	379
SMARCD2	Other	-0.143183456641548	10	0.129723825218346	0.672961795285074	0.953430298782091	408	NA
FLT3	Other	-0.00669004414236613	10	0.12983576208128	0.673298322676633	0.953430298782091	409	NA
PARP9	Other	0.145442643842666	10	0.129885314744258	0.673484298340389	0.953430298782091	NA	380
RNF5	Other	0.0087433633417184	10	0.130059829113232	0.673962521475761	0.953430298782091	NA	381
RBL1	Other	0.154586942982507	10	0.130284153945032	0.674564728386971	0.953430298782091	NA	382
SETD5	Other	-0.148302074175792	10	0.13129680782306	0.677620042862963	0.956539403940394	410	NA
CDK9	Other	-0.0118839961123243	10	0.131864745053667	0.679205263996883	0.957309773798538	411	NA
PRKAB2	Essential	0.120172476905774	10	0.13208804168766	0.67987831878	0.957309773798538	NA	383
ENY2	Other	-0.0786380876525023	10	0.133794206029085	0.684811101861528	0.963042530668161	412	NA
ZNF541	Other	-0.315541232711042	10	0.134251641644706	0.686095219539843	0.963636250559729	413	NA
NAPA	Essential	0.104998396070731	10	0.13466131545283	0.687237641474344	0.96387627484553	NA	384
PDIK1L	Other	0.0818287789196611	10	0.134939737950912	0.687990400113357	0.96387627484553	NA	385
IKBKB	Other	-0.158204931715963	10	0.135824371003305	0.690310667918312	0.965916554108477	414	NA
FBXL6	Other	0.0475005602130964	10	0.136897816019831	0.69305602295471	0.968545792079208	NA	386
METTL21B	Other	0.121481523119672	10	0.137366457843847	0.694269292761119	0.968624231500457	NA	387
HERC5	Other	0.159453437356917	10	0.137614678258085	0.694844931720363	0.968624231500457	NA	388
CDKN1B	Other	0.132085999362532	10	0.13845517529302	0.697023503781505	0.970451154704511	NA	389
FOXL2	Other	0.0202099852807752	10	0.139383393520097	0.699538603234205	0.972741490566967	NA	390
GATA3	Other	0.181721920690513	10	0.14047017080701	0.702567349758232	0.974376433925921	NA	391
UIMC1	Other	0.196278135323336	10	0.140646658751512	0.702948157069732	0.974376433925921	NA	392
APOBEC2	Other	0.177433594004587	10	0.140764752649564	0.703328964381232	0.974376433925921	NA	393
HCFC2	Other	-0.0302748717989308	10	0.141593234814145	0.705720080058095	0.975586848770556	415	NA
ZMYM3	Other	0.0445723562032312	10	0.141830530765133	0.706375422873235	0.975586848770556	NA	394
SPIN4	Other	0.130359722108434	10	0.142617728516454	0.708589418870331	0.975586848770556	NA	395
TBL1XR1	Other	0.130373552753816	10	0.142656137657548	0.708713402646168	0.975586848770556	NA	396
NAA40	Other	-0.138659913135042	10	0.142663121321274	0.708722258630156	0.975586848770556	416	NA
PADI4	Other	0.0718494631730836	10	0.143140322993133	0.709953240404541	0.975586848770556	NA	397
CBL	Other	0.217685921754531	10	0.143280899105754	0.710360615668007	0.975586848770556	NA	398
HERC2	Other	-0.087418617096458	10	0.143618569254888	0.711361341858694	0.975586848770556	417	NA
MIB1	Other	-0.00065986391662666	10	0.144042365372763	0.712787155280823	0.975586848770556	418	NA
PARP1	Other	0.158433853400977	10	0.144097860489566	0.712928851024637	0.975586848770556	NA	399
PRKAG2	Other	0.163526701381259	10	0.144698444599257	0.714540640110523	0.976142119706476	NA	400
ALDH7A1	Other	-0.129138290847505	10	0.144886788890053	0.715080855133814	0.976142119706476	419	NA
ASH1L	Other	-0.159946977191073	10	0.14681082174329	0.720252749783028	0.981265300707903	420	NA
SMYD3	Other	0.0397189158671764	10	0.146938075238458	0.720589277174587	0.981265300707903	NA	401
HDAC1	Other	-0.0568043981969696	10	0.147969853239173	0.723556031810694	0.984106622341066	421	NA
FOXA1	Other	-0.126667688493204	10	0.14871250227938	0.725371508528313	0.985377091779652	422	NA
FBXO9	Other	0.0401628247210662	10	0.150732168913313	0.73074709080926	0.990128940342644	NA	402
APOBEC3F	Other	0.107185542614632	10	0.150757843894646	0.730782514745213	0.990128940342644	NA	403
METTL20	Other	0.15903161415819	10	0.151302904942971	0.732155192263412	0.990128940342644	NA	404
SIRT5	Other	0.103629545452031	10	0.151412866525741	0.732412015799075	0.990128940342644	NA	405
TDRD12	Other	0.151355140908522	10	0.1520011123406	0.73381126126924	0.990271563214014	NA	406
NAP1L1	Other	0.0513275058518956	10	0.152602684138461	0.735485042243044	0.990271563214014	NA	407
VCPKMT	Other	0.0105709400850734	10	0.15265498035682	0.735617882002869	0.990271563214014	NA	408
UBE3A	Other	0.0214033542090809	10	0.153028895090698	0.736556616305638	0.990271563214014	NA	409
HDGF	Other	0.103832636643303	10	0.15315366471526	0.736946279601126	0.990271563214014	NA	410
UBR1	Other	0.102594346129342	10	0.154028891809457	0.739160275598222	0.992054247441551	NA	411
HAT1	Other	0.0814439902027085	10	0.155284803033248	0.742321861882074	0.995102927558943	NA	412
SMARCD1	Other	0.0816765282191721	10	0.155746348191564	0.743473139800563	0.995452659038359	NA	413
SETD3	Other	0.13970648948201	10	0.158070959796082	0.749176393489081	0.99796466613486	NA	414
WDR82	Other	-0.0212483795822252	10	0.158070959796082	0.749176393489081	0.99796466613486	423	NA
MEN1	Other	-0.124569856608437	10	0.158325826209737	0.749884872208151	0.99796466613486	424	NA
ERBB3	Other	-0.113039794130353	10	0.158413429530435	0.750185975663756	0.99796466613486	425	NA
