Gene	Category	DMSO	plasmid	PRMT5
INO80C	Other	0.110796461736929	0.21327004565252	0.0289385399669197
INO80D	Other	-0.276123136357685	-0.10942751545673	-0.415844664286344
INO80E	Other	0.66570898652671	0.644951783464538	0.601168775418806
INTS12	Other	0.203485459449602	0.301287829544712	0.285846258067955
INTS9	Essential	-0.493208113475165	0.182634194754282	-0.470805164025061
ITCH	Other	0.315476770938875	-0.0470611232524367	0.280466024364809
JADE1	Other	0.335126929462867	0.197207810219404	0.446066231586094
JADE2	Other	0.391202589067697	0.322015103029427	0.419660171022685
JADE3	Other	0.160625691794422	0.13054802534902	0.203445917513528
JAK1	Other	0.113188221483051	0.178319231372201	0.284762157184213
JAK2	Other	-0.0670428839934155	-0.306746834925617	-0.0500894112304322
JAK3	Other	0.0323831092556222	0.162609299005961	-0.0870737163309628
JARID2	Other	-0.188928305381901	-0.273220333728894	-0.220095085983952
JMJD1C	Other	-0.406935610846308	-0.310373770181238	-0.297424521356095
JMJD4	Other	0.219250818831522	0.1562129681635	0.448675229098224
JMJD6	Other	0.292530734737479	0.351972817091082	0.367455756947267
JMJD7	Other	0.361343675768204	0.343009276756678	0.290653507297274
JMJD8	Other	0.0961459704309849	-0.0141345521442411	-0.00408430763322029
KANSL1	Other	-0.0233105678322559	0.472858734729376	-0.11716450158103
KANSL2	Other	-0.187408139189859	-0.0556376933485908	-0.332654637057163
KANSL3	Other	0.0811338389767667	0.424708222045124	-0.0477442105461801
KAT2A	Other	0.43197426003031	0.271420219310555	0.438267851921424
KAT2B	Other	0.631806005295375	0.225955332926184	0.448743014825098
KAT5	Other	-1.07509069033102	0.241157730464064	-0.875461972740571
KAT6A	Other	0.160180581797574	-0.418310904316389	-0.00615824516342038
KAT6B	Other	0.094634665009989	0.0535832660804416	0.0796629578109812
KAT7	Other	0.59518782255867	0.163381857936042	0.3874161751134
KAT8	Other	-0.415629955550689	-0.00861041586236135	-0.253968884948253
KDM1A	Other	0.183767611490175	0.0254961115803953	0.245953224881364
KDM1B	Other	0.223234614901181	-0.0413283189174386	0.276714542760347
KDM2A	Other	-0.467813344230874	-0.0208045893860909	-0.580898117935145
KDM2B	Other	0.262910366025247	0.0702380974754649	0.0815950792543714
KDM3A	Other	0.109308019061845	-0.0122738111741512	0.0948236514737047
KDM3B	Other	-0.00695084111509139	0.102682687441027	0.0059007142553192
KDM4A	Other	0.555590492876409	0.215753953927687	0.405200947814687
KDM4B	Other	0.556032233720658	0.407303816458766	0.438256163551259
KDM4C	Other	0.543872469751479	0.277906055862972	0.535385992555805
KDM4D	Other	0.621511969446547	0.378274559099279	0.531182854225337
KDM4E	Other	0.526680035695399	0.382991654914373	0.580394889563436
KDM5A	Other	-0.687761065515052	-0.362444012170414	-0.727378113048652
KDM5B	Other	0.0811499331288603	0.0376901533561199	0.111816146773974
KDM5C	Other	0.506277283111252	0.0611294452699343	0.387861391585148
KDM5D	Other	0.379496891976422	0.0107430300609341	0.272297900056981
KDM6A	Other	-0.143818399422016	-0.123946417439849	0.123452962445094
KDM6B	Other	-0.0237963593817935	-0.121865546918266	0.0133055674749165
KDM7A	Other	-0.20247868008085	-0.342325274078653	-0.0894435676164566
KDM8	Other	0.694823463504183	0.326542331586063	0.588233716522418
KDR	Other	-0.455570929782783	-0.336189924690626	-0.282033862355225
KEAP1	Other	0.375668957636837	0.538495224117175	0.273941579579941
KLF4	Other	0.110670866384231	-0.05405653583877	0.112196534752049
KMT2A	Other	0.22320509391109	-0.181277934578572	0.115966868810428
KMT2B	Other	-0.19770583678003	0.0498008433643054	-0.1670120466253
KMT2C	Other	-0.0131651269672831	-0.158186851844172	0.0599568125027519
KMT2D	Other	0.127638280330575	0.248513087864673	0.175331834227888
KMT2E	Other	-0.653887703526976	-0.30563995207215	-0.653506261704995
KPNB1	Essential	-1.97420353417577	0.359351158706549	-1.90964581725106
KRAS	Other	0.310084399467078	0.0473778847720858	0.385469605159867
L3MBTL1	Other	-0.0290059799970574	-0.11064525888209	-0.0732143399075977
L3MBTL2	Other	0.438095214557304	0.352583568692049	0.410046263714789
L3MBTL3	Other	0.469952790893671	0.287839306411159	0.44070898962949
L3MBTL4	Other	0.254821406590493	-0.0449020308386585	0.189257243503708
LBR	Other	0.0123398520736771	-0.10821554050103	-0.0416991607165502
LEO1	Other	0.178260932666675	-0.150255326439451	0.0527905966747927
LIN54	Other	-0.0167494962197612	0.252243656383977	0.223832767436178
LIN9	Other	-0.57704852120616	-0.20709560592049	-0.300347055892223
LMO7	Other	-0.331978747561437	-0.24507168785086	-0.359021095347457
LNX1	Other	0.811437366241274	0.515987540323938	0.672316543084381
LRWD1	Other	0.09975469155917	0.186191235176456	0.192933714730791
LSM4	Essential	-0.15755562155436	0.498896774758487	-0.269514812362513
LUC7L3	Other	-1.10924032163827	-0.369992595603257	-0.841250517936363
MAK	Other	0.557843242894947	0.271984364686264	0.581865337008765
MALT1	Other	0.603594631578373	0.455891360486098	0.648388691243364
MAP2K1	Other	-0.0790238231060231	0.121331375015035	-0.0699745104494129
MAP2K2	Other	0.779949824402509	0.448084826949221	0.610394484083312
MAP2K4	Other	0.58117652357898	0.308750024486017	0.562555797170049
MAP3K1	Other	0.0796850631316739	-0.0629641197570528	0.118283515427372
MAP3K19	Other	-0.0780105190362238	-0.0455679199498358	-0.256776040731774
MAP3K7	Other	0.321838023202599	0.192509046270286	0.331031159234407
MAPKAPK2	Other	0.201691926777855	0.135674864979679	0.0981803216641261
MAPKAPK3	Other	0.089842700509452	0.223416689777073	0.0949831926085134
MAX	Other	-0.441083645558326	-0.446341535663326	-0.510733476187497
MBD1	Other	-0.129664779939399	0.303119963473625	0.0194099110155402
MBD2	Other	0.12416468244043	0.095612525457418	0.140215319346262
MBD3	Other	0.20907110465883	0.341172781024243	0.133830459470279
MBD4	Other	-0.153904568768935	-0.248984576392304	-0.097718691738297
MBD5	Other	-0.171422128383817	-0.171171374149838	-0.209338578614741
MBD6	Other	0.157190542086201	0.0898188898583532	0.118939081489946
MBIP	Other	0.365552240815343	0.275793531155662	0.356991527157005
MBTD1	Other	0.306651817037327	0.0981165493202142	0.00899097354292122
MDM2	Other	0.263096702974563	0.030683049371883	0.324244606048501
MDM4	Other	0.0145689674705884	-0.12290563219044	0.0191462123801729
MEAF6	Other	0.00679741743256226	-0.259371737441202	0.0678217814978282
MECP2	Other	-0.0854642033962742	-0.0736664266859999	-0.0393872632586733
MED12	Other	0.503240019218539	-0.168490179397822	0.408979571031311
MED19	Other	0.991098570825416	-0.0714903694859853	0.818529191903935
MEN1	Other	0.20885682724597	0.354477746889748	0.229907890281311
MET	Other	0.354559987463017	0.180461281895476	0.27019228914317
METTL1	Other	0.229884910643623	-0.0342357383428779	0.137138468764759
METTL10	Other	-0.161930534945755	-0.271326197575632	-0.0557703230126929
METTL12	Other	0.300577080317342	0.155478725426422	0.27863040159972
METTL13	Other	-0.0289077751605625	-0.0111966848542496	-0.0103652756100519
METTL14	Other	-0.278432755748039	0.0340683392283867	0.169144886063763
METTL15	Other	0.47523601543566	0.192105690401617	0.483656866404856
METTL16	Other	-0.351826591217839	-0.352568052446864	-0.443584725017075
METTL17	Other	0.0615588306938606	0.102815648288342	-0.0144785901217462
METTL18	Other	0.221215883523461	0.0593097921983269	0.277887310189999
METTL20	Other	0.253059858703169	0.188293852999982	0.347325467158172
METTL21A	Other	0.0328165292032968	0.00791228016727978	0.107482198841947
METTL21B	Other	0.354835708040432	0.281285133161764	0.402766656281436
METTL21C	Other	0.296237951117831	0.132107238647479	0.264995073680288
METTL22	Other	0.375343005331148	0.151124273803607	0.507843171649855
METTL23	Other	0.470227676608903	0.287691566651244	0.502448934283388
METTL24	Other	0.253031044124624	0.228372575983205	0.287226525401253
METTL25	Other	0.259052023069974	0.0834619197704995	0.319296447615256
METTL2A	Other	0.349940880478079	0.485745968317893	0.466105647110863
METTL3	Other	-0.541523229355255	0.0176731573050434	-0.166419452786558
METTL4	Other	0.440792414506694	0.122250894445995	0.453352643536253
METTL5	Other	0.575400903970411	0.302123314421411	0.652586864556319
METTL6	Other	-0.25309611802416	-0.158744365406105	-0.310136927352588
METTL7A	Other	0.287915887594527	0.233659302198412	0.43674853432145
METTL8	Other	-0.134367873827177	-0.416808079441124	-0.254821260263619
METTL9	Other	0.844619140766123	0.617559390788317	0.774254802427488
MGEA5	Other	0.956502520254314	0.34285698614252	0.899583775731444
MGRN1	Other	0.367615487511131	0.3572222459326	0.398095335976931
MIB1	Other	0.0598715218602168	0.0262663304884715	0.0256064665718445
MIB2	Other	0.150330114808321	0.306796755784531	0.347265247871881
MINA	Other	-0.114129213427756	-0.204783765196619	-0.119511159262579
MLH1	Other	-0.0379310567462904	0.0127009281967369	0.0726180870624087
MLLT1	Other	0.19050732566138	0.13313985898138	0.119039014335626
MLLT10	Other	0.249099387780569	-0.0968106336911489	0.26574749814714
MLLT3	Other	0.200189749039531	-0.0821313976758306	0.129626802022293
MLLT6	Other	-0.590836150102514	-0.380551901234833	-0.818898127717384
MORF4L1	Other	-0.109553832872043	-0.000333077716574029	0.183747683110893
MORF4L2	Other	0.0716129566126423	0.150671089091906	0.17189972761097
MPHOSPH8	Other	0.0982780605450951	0.401035854615678	0.178499851414844
MRGBP	Other	0.58500851561198	0.373651891177715	0.587473907683675
MSH2	Other	0.304669720130985	0.187152331984294	0.229804262374864
MSH6	Other	-0.169595372846459	-0.283650769605864	-0.185941990093937
MSL1	Other	-0.27643587942906	-0.0504757751838589	-0.223654800886706
MSL2	Other	0.0324104732142107	0.271316148704715	0.0413793211540842
MSL3	Other	0.260532734349144	0.00538505748616072	0.185956309950872
MTA1	Other	0.0966680657723833	-0.00580730190913274	0.0278112327541109
MTA2	Other	-0.0894173986619696	0.039711295634033	0.143930340784881
MTA3	Other	0.274834800510623	0.0565410850062687	0.254253796185301
MTF2	Other	0.463750713095056	0.114269080892853	0.370651428806035
MUM1	Other	0.122864831331348	0.0422277786986206	0.0848654574459802
MYB	Other	0.235921403383879	-0.251786208668412	0.248111909012195
MYBL1	Other	0.653355559057207	0.288375976460762	0.49318233823137
MYBL2	Other	-0.815761879319755	-0.172042587065644	-0.834561920625553
MYC	Other	-1.05711194270462	0.130655282314172	-0.834511289384115
MYCBP2	Other	-0.186507332619156	-0.012687663034126	-0.0685941034407788
MYCL	Other	-0.060592559786895	0.0941783797937462	0.116233085857176
MYCN	Other	-0.00461715421617468	0.0601041695816288	0.0966614413925671
MYD88	Other	0.326551579210483	0.215589469273155	0.339984362370557
MYOD1	Other	0.393583947992142	0.313039054927595	0.393593431999739
MYSM1	Other	-0.286908179600373	-0.129874649407323	-0.178244406343051
NAA11	Other	-0.349638992245324	-0.22208317558161	-0.279243024146335
NAA30	Other	-0.21733525175552	0.209583257869498	-0.219947908510767
NAA40	Other	-0.0659090686371112	0.165560672096657	0.0269007589616153
NAA50	Other	0.517032492977021	0.567285657345682	0.613313528429336
NAA60	Other	0.406244481610273	0.363090224224076	0.375279473923512
NAP1L1	Other	0.186931931702269	0.14982419618837	0.201151702040266
NAP1L2	Other	0.34040815572583	0.152222600571274	0.383895632100246
NAP1L4	Other	0.120948285257336	-0.0181075237125203	0.193767051892666
NAPA	Essential	0.0927027697555764	-0.0683831602134687	0.0366152358572624
NAT1	Other	0.429551358829377	0.320183486623675	0.256724503542562
NAT10	Other	-0.139142627034414	0.472681082640902	0.0446898791917214
NAT16	Other	-0.281421578037799	-0.341209828505882	-0.206918699783504
NAT2	Other	0.267545159844531	0.133042635901631	0.114022651118783
NAT6	Other	0.0313888333620829	0.148904183150171	-0.0554524913987313
NAT8	Other	0.56225171960521	0.400826307807592	0.626095413961762
NAT9	Other	0.917527723784849	0.753661297405286	0.780195163650093
NCOA1	Other	-0.0566818984131411	-0.168703139923541	-0.0926200996820496
NCOA2	Other	0.742480387123908	0.467871180050167	0.629495374100164
NCOA3	Other	0.33230843835325	0.301838958996282	0.337077203429027
NCOA6	Other	0.374838578941895	0.0965470387200876	0.46156741424847
NCOR1	Other	0.363729839881834	0.0764824810135873	0.272540349468219
NCOR2	Other	-0.507153195319229	-0.434503307943323	-0.440931086176653
NEDD4	Other	0.143149545984258	0.050745030185773	0.0505655699820351
NEDD4L	Other	0.644373996580401	0.347503625813877	0.765601418472203
NEK11	Other	-0.139777297591379	-0.140195435009905	-0.095731992427532
NEK6	Other	0.213331415200134	0.23279584386477	0.222174492153493
NEK9	Other	0.422333507449099	0.30096549922977	0.502846703416254
NEUROD1	Other	0.300000580942313	-0.086964344251025	0.20741081903961
NF1	Other	-0.102935740473558	-0.430758694665701	-0.0774665587206255
NF2	Other	-0.0662055943229888	-0.06704116457071	-0.0439454327502283
NFE2L2	Other	0.391852239209972	0.296403714416334	0.329799975389142
NFKBIE	Other	0.160179164504533	0.182592307509434	0.0882285867201399
NLK	Other	0.658425823890283	0.449704774665402	0.752178744902312
NOTCH1	Other	0.235930404054714	0.261842301900992	0.114569141727141
NOTCH2	Other	0.523393197446278	0.376849251453352	0.423353354912091
NOTCH3	Other	-0.0513172231087565	0.145631361971172	-0.174872615070567
NPM1	Other	0.0758953533900132	0.353341389729377	0.108428003556018
NRAS	Other	0.169715593593725	0.162951122440155	0.16087267811476
NSD1	Other	-0.165778543335123	-0.230301290201162	-0.196238925552616
NTMT1	Other	0.0842816264451911	0.0569476124491741	0.166953317195193
NTRK3	Other	-0.0286649238151653	-0.0884552279627017	-0.083044904797026
NUAK2	Other	0.690520432001705	0.553235974461424	0.744497324733292
NUP93	Essential	-1.23308763711178	-0.133333254806258	-0.93511696597279
OGT	Other	-1.18298051825331	0.298712605363956	-1.27269000502065
ORC1	Other	-1.43541477967756	0.155977880949346	-1.41065792418898
ORC4	Other	0.461886000899775	0.333434676615589	0.392237354806398
PADI1	Other	0.212399374126508	-0.00680418685954339	0.207252239008268
PADI2	Other	0.139452552122009	-0.0331639980040432	0.177443744586613
PADI3	Other	0.353467188985722	0.183980083758401	0.39134539509639
PADI4	Other	0.301970138524545	0.289510241857865	0.361359705030949
PAF1	Other	-1.24233120291991	-0.365905250757582	-1.17191126142463
PAGR1	Other	0.613896978955033	0.545226621525672	0.609138310166774
PARK2	Other	0.450690994793275	0.259688478988252	0.488058993447227
PARP1	Other	0.0661167308896424	-0.0403057443888177	0.11812810901216
PARP10	Other	0.0991522030023632	0.27608534773698	0.0532006121749001
PARP12	Other	0.490460211626679	0.293917680678709	0.448433980677939
PARP15	Other	0.371986779579585	0.494925210038945	0.556860141420202
PARP16	Other	0.195211228187274	0.286271529908972	0.0843280704753482
PARP2	Other	-0.296094648991038	-0.0992415921247235	-0.389692598088823
PARP3	Other	-0.218849691486925	-0.287309782500166	-0.277148834976236
PARP4	Other	0.290683880358319	0.0339833260272321	0.288807843143422
PARP9	Other	-0.0189852147268579	-0.09677328526561	0.0486693585770557
PAX5	Other	0.479369086186776	0.305265952206858	0.550029988461381
PAXIP1	Other	0.249671377903948	-0.0534872637056111	0.203952872843518
PBRM1	Other	0.312075071641104	-0.100218276772719	0.345573786368415
PCGF1	Other	0.4395125784188	0.281209382499241	0.390960077200498
PCGF2	Other	0.722340665253993	0.502937521977374	0.651877193355386
PCGF3	Other	0.513486522221084	0.237286154071557	0.343313161347556
PCGF5	Other	0.656635345237696	0.353939816216418	0.693890244882486
PCGF6	Other	0.188751162877451	0.267273721685174	0.200519057868477
PDGFRA	Other	0.205853814748048	0.267949809339908	0.194948919594857
PDGFRB	Other	0.212349515449117	0.0880617606839414	0.105463936929499
PDIK1L	Other	0.457778313758375	0.350737031122568	0.432565810042229
PELI1	Other	0.389624379891668	0.295291719937323	0.384124672336349
PELP1	Other	0.353229917845864	0.333932660141805	0.284694562089335
PHB	Essential	-0.664293638974536	0.69805631522279	-0.523314665719725
PHC1	Other	0.955857288964446	0.627029254613979	1.13130150373951
PHC2	Other	0.710715545618949	0.391015623893997	0.641884904618691
PHC3	Other	0.240809101463245	0.163862955937484	0.248950374645868
PHF1	Other	-0.619304913862307	-0.0148705640417528	-0.577169792026031
PHF10	Other	0.229587086595765	0.0767025578450878	0.259491698247143
PHF11	Other	0.36561311667247	0.191768741551316	0.341850858707361
PHF12	Other	-0.250321667043573	0.181355839817196	-0.274737873282145
PHF13	Other	0.626830687216561	0.199752683963925	0.788545895865629
PHF14	Other	-0.237977628201509	-0.24258018592015	-0.280550594080419
PHF19	Other	0.121362648131747	0.0808864856542767	0.176544519587171
PHF2	Other	0.394138392977124	0.438084274956653	0.302382236972822
PHF20	Other	0.120235043455711	-0.0969538716094597	0.171377544011258
PHF20L1	Other	-0.00810766066507198	-0.174447454158411	0.0247305627187104
PHF21A	Other	-0.0430616082170424	-0.0623927540782661	0.067110767114938
PHF21B	Other	0.203649279044056	0.254174309432644	0.284618984818218
PHF23	Other	0.380827880521224	-0.169292043523524	0.337146934598659
PHF3	Other	-0.127401456090228	-0.200677035750215	-0.128400131716346
PHF5A	Essential	-1.27904963294631	0.503209594502294	-1.30027710417118
PHF6	Other	0.230003245066649	-0.200713927649514	0.259812844948557
PHF7	Other	0.0504553354168256	-0.0660324080837293	0.0709693933209176
PHF8	Other	0.128059897547012	-0.0581707212377676	0.186193138879044
PHIP	Other	0.359372491320508	0.0798247101717673	0.263388488759718
PHOX2B	Other	0.472800056193633	0.267993823683649	0.468096373328634
PIAS1	Other	-0.498183659926813	-0.244516279999709	-0.662581044908981
PIAS2	Other	0.372501051993581	0.167552602912522	0.441499479787952
PIAS3	Other	-0.0215289721286034	-0.0890910450931671	-0.0889610704656869
PIAS4	Other	0.386872176837072	0.341643660793336	0.310550971339242
PIK3CA	Other	-0.0789464740422196	0.107311049096871	0.107702004945866
PIK3CB	Other	0.105626707437654	-0.0775478102083089	0.144405850645007
PIK3R1	Other	0.342558477137325	-0.0136320661042278	0.345351278436412
PJA1	Other	-0.0749621989094066	-0.326977015665655	-0.0355446024840782
PJA2	Other	0.21313160593463	0.103246588921833	0.215210674010881
PLCG1	Other	0.0671411115989216	-0.171827656179129	0.131587595910058
POLE	Other	-1.96789634294973	0.0859150204047082	-1.67980813507094
POLE3	Other	0.387258502126491	0.35390618707006	0.410696332644648
POLE4	Other	0.453258729374556	0.203886684188577	0.513790920954254
POLR2A	Other	-1.59529838846624	0.0266416637998233	-1.66389360813395
POLR2D	Essential	-0.53978413874695	0.440976059658812	-0.528990388929018
POLR2I	Essential	-0.650289437142931	0.487230287080499	-0.79003009845041
POT1	Other	0.530762629974476	0.228770298876898	0.505626279482507
PPARGC1A	Other	0.387700987663566	0.113009773532149	0.303477082828112
PPM1G	Other	-0.72900287400749	-0.159600493893918	-0.64533057014281
PPP2CA	Other	-0.794128226944558	0.387626172022534	-0.803498313813057
PPP2R1A	Essential	-1.73424486394824	0.122426932892953	-1.74155815921208
PPP4C	Other	-0.556746477888982	0.36375922509101	-1.02795274652235
PPP4R2	Other	0.136038183149728	0.335558551563357	0.131301360824978
PRDM1	Other	0.223536884616801	0.0925134028180091	0.0554952024169308
PRDM10	Other	0.0904219948455172	0.252210219095487	0.0660469218961022
PRDM11	Other	-0.0760228797056743	-0.127314937928971	-0.212773533714482
PRDM12	Other	0.161103665769804	0.368276150298523	0.225525320135536
PRDM13	Nonessential	0.191764457629428	-0.0559387673829109	0.274955422474461
PRDM14	Nonessential	0.557120880582251	0.352844090089439	0.636781330439836
PRDM15	Other	0.0377550114657769	0.0808019716143372	0.0496414141590491
PRDM16	Other	0.0584872318934649	0.148921207935733	0.131668245763667
PRDM2	Other	-0.221759531467569	-0.391572218867683	-0.184171769102081
PRDM4	Other	0.467392585631258	0.342100143117112	0.408838575837426
PRDM5	Other	0.302132993366122	-0.0353556761161737	0.223433383684274
PRDM6	Other	0.747600729893023	0.54171419616434	0.789899407812039
PRDM7	Nonessential	0.23811304602861	0.0925527564765116	0.339374525311241
PRDM8	Other	-0.186945293496925	-0.160791761248687	-0.188253639656114
PRDM9	Nonessential	0.390219349380548	0.432226547210883	0.341608871525545
PRKAA1	Other	0.14066977453871	0.183030560449285	0.124864353249608
PRKAA2	Other	0.409948621724036	0.108166950692409	0.253274190763235
PRKAB1	Other	0.319680437097162	0.290302983980491	0.325077067198709
PRKAB2	Essential	0.592145490973615	0.467323669803139	0.587496146708912
PRKAG1	Other	0.280953605311111	0.104950028102862	0.0815714858515244
PRKAG2	Other	0.0823186110303099	-0.126629273424586	0.0368974279566732
PRKAG3	Other	0.228181570485911	0.317660476998121	0.139810935992699
PRKAR1A	Other	0.135535284353409	0.114236267670107	0.254193956641433
PRKCA	Other	0.644129452699549	0.341804607446107	0.62398356154612
PRKCB	Other	-0.0768717722059356	-0.214741900776361	-0.0262906848948878
PRKCD	Other	0.0620421953752959	-0.0236444238741946	0.0478282623772369
PRKDC	Other	-0.577642664394101	-0.0620975392642744	-0.541070274579689
PRMT1	Other	0.322857344256594	0.296721689101006	-0.0520408960581468
PRMT2	Other	0.179493803091609	0.0386348279727883	0.150377782905561
PRMT3	Other	0.487558857831229	0.388117588910803	0.385659610813386
PRMT5	Other	-0.226314878671764	0.0406301734094156	-0.704693995388471
PRMT6	Other	0.167117137271457	0.0631851868477167	-0.0323212418819643
PRMT7	Other	0.188493374081749	0.0284897825221271	0.288635762649575
PRMT8	Other	0.31006653867421	0.327453443226568	0.282294722622599
PRMT9	Other	1.08694686011482	0.78459680173716	1.08234508073645
PRPF18	Essential	-1.03528072441611	0.121572203860859	-0.989531076270802
PRPF19	Essential	-0.801212465821715	0.0170043009329133	-0.510979216847493
PRPF31	Essential	-0.892225493337823	0.389811468962575	-1.07368205766061
PSIP1	Other	-0.198896026620844	-0.542470780516811	-0.325121798981038
PSMA1	Essential	-0.177805284388795	0.44919306853788	-0.0842339629891708
PSMA2	Essential	-1.69726830969604	0.128865345447213	-1.73716202303418
PSMA3	Essential	-1.31390378813927	0.0327038785734541	-1.19247665360018
PSMB2	Essential	-1.55844873568157	0.111421528745448	-1.58968062404724
PSMB3	Essential	-1.7917071940035	0.460192641622505	-1.72755021815052
PSMC4	Essential	-1.8302823678945	0.273613174563806	-1.69899443933515
PSMD1	Essential	-1.85587287855756	-0.0895832620139189	-1.8566224692693
PSMD11	Essential	-0.878054936317476	-0.128339539366238	-0.836333165630732
PSMD6	Other	-0.649638669207893	0.211812199071105	-0.690567398442074
PSMD7	Essential	-1.30205174537298	0.0267872230206841	-1.38582734714593
PTCH1	Other	-0.108742657907347	0.0250925301335832	-0.129546458829091
PTEN	Other	1.05452865798975	0.544143353172264	0.957560777030545
PTPN11	Other	-0.111305736931413	0.117351307184832	0.0520489916820766
PTPN13	Other	0.156159438384891	-0.0993464993637135	0.209083960999425
PTPN14	Other	-0.296118347653354	-0.382478033949855	-0.206088714386449
PTPN18	Other	0.324650377383324	0.289817452749361	0.237608179231612
PTPN2	Other	0.366817882860145	0.0748798976157497	0.327470514215217
PTPN22	Other	0.153446295254029	0.172609901482818	0.00859461236742246
PTPN23	Other	-1.13156315112657	-0.330705345848527	-0.943047965555549
PTPN6	Other	-0.324441087120646	0.281432145130685	-0.260092377334633
PWWP2B	Other	0.373859819694262	0.234957983594286	0.352696854749926
PYGO1	Other	0.43366830820597	0.226542276763926	0.44327137308481
PYGO2	Other	-0.313032510371357	-0.228426029147346	-0.280284740762247
RAC1	Other	0.476368947624164	0.397274270592155	0.341677817971673
RAD21	Other	-1.17636330525907	0.03511076857873	-1.25640284369683
RAD51	Other	-0.205107561022473	0.280370916041895	-0.154087779953238
RAD54B	Other	-0.31879496010926	-0.320328446881662	-0.159160687522765
RAD54L	Other	-0.0376517720767018	0.0102191127459447	-0.0630960593822727
RAD54L2	Other	0.351408406970525	0.196932162300514	0.362553916345675
RAG1	Other	-0.256281906330909	-0.0566889696600512	-0.0772535085464581
RAG2	Other	0.184354110416913	0.0654821584315911	0.0960366341608981
RAI1	Other	0.60890725584908	0.719159108806416	0.653986905063872
RAN	Essential	-1.77211448121839	0.458034556589952	-1.77083819287318
RB1	Other	0.301775944381021	-0.0533717493542811	0.297412838176333
RBBP4	Other	0.134393657146701	0.25911771858716	0.301166968623997
RBBP5	Other	-0.206752542680663	0.29544066487887	-0.134862391231498
RBBP7	Other	0.320005876074798	0.126952676233228	0.342192925900931
RBL1	Other	0.0344346566219754	0.0115693787190375	0.166156321701545
RBL2	Other	0.535131064083438	0.203022531232894	0.568481445672946
RBM10	Other	-0.835930302847294	-0.306560529641075	-1.00426574740546
RCHY1	Other	0.380136785333588	0.263208472270183	0.497479408732361
RCOR3	Other	0.202710564066718	0.176047917888732	0.153139921451703
RFC4	Other	-0.0790242580966991	0.161022888700532	-0.0119079926364706
RFFL	Other	0.667852423839758	0.538357694762773	0.650037930347306
RFWD2	Other	-0.0533000052620383	-0.0475455089269727	0.00885483006933449
RHEB	Other	1.0055830690356	0.727567029179209	0.965983238333661
RHOA	Other	-0.0297060967424388	-0.181142554380129	-0.00426229151280627
RICTOR	Other	-0.0294905647443216	0.227129435414548	-0.0145741342489937
RING1	Other	0.235381303530154	0.129879758157421	0.182974750041096
RNF125	Other	0.719453903990144	0.568111559073485	0.803861439975788
RNF138	Other	0.857094445155054	0.274376247295822	0.746485820579015
RNF168	Other	-0.0931008287598201	-0.290381171779606	-0.264548658620358
RNF17	Nonessential	0.257101476860812	0.00277114140444475	0.229878448372401
RNF2	Other	0.296419219472655	-0.0250001409070317	0.267958795507386
RNF20	Other	-0.0182420432995194	-0.0566969608361616	-0.28414041885897
RNF216	Other	-0.489248826817224	-0.470958199732593	-0.441473657920473
RNF34	Other	0.250034592288211	-1.5055786153681e-05	0.134262144918844
RNF40	Other	-0.123512514092013	-0.0487532796089213	-0.273692487976381
RNF43	Other	-0.211251421429081	-0.266510691632879	-0.266690445185915
RNF5	Other	0.269059250564088	0.24247315471926	0.251216518060978
RNF8	Other	-0.648377813084264	-0.056333436609266	-0.634552066343442
RPA1	Essential	-2.39922991224952	-0.0592105170014535	-2.18975280546334
RPA2	Essential	-0.689190106943596	0.0356042516354883	-0.61867632046416
RPL10	Essential	-0.71079714479727	0.486561950913924	-0.565759289700715
RPL10A	Essential	-1.59506229756028	0.114767866449444	-1.5669463146217
RPL11	Essential	-1.64788891236334	0.125768813199108	-1.63397879038513
RPL12	Essential	-1.06926028439336	0.445575793295132	-0.647423607798786
RPL13	Essential	-0.989346203105002	0.335569811937537	-0.96004855941294
RPL13A	Essential	-1.2449703759809	0.0295949559579019	-1.27422898610965
RPL14	Essential	-0.472365939350953	0.521721434277858	-0.443763666130349
RPL18	Essential	-1.44799170971869	0.53843347422745	-1.34183037550889
RPL18A	Essential	-1.17856510313585	0.130393006515858	-1.1917928572145
RPL23	Other	-1.53158168662274	0.12007118580379	-1.53001291339235
RPL26	Essential	-1.16105711697272	0.349794590415929	-1.16490193337292
RPL27	Essential	-0.667432272993189	0.718165730766696	-0.608979242403615
RPL31	Essential	-0.0249557520041857	0.174493735889136	-0.0917308179088411
RPL32	Essential	-1.75865364642382	0.343901379365733	-1.65303362813256
RPL34	Essential	-1.54117814798671	0.449713751451484	-1.41060402582675
RPL35A	Essential	-1.35896685488948	0.382064730986829	-1.15668782752722
RPL36	Essential	-0.40661585198415	0.767342483456108	-0.340453479400893
RPL37	Essential	-0.78563396775601	0.53544923699091	-0.65791927548179
RPL37A	Essential	-1.18887973814864	0.465811504138808	-0.986995209894558
RPL4	Essential	-1.514192448844	0.158434458983727	-1.57817221137325
RPL5	Essential	-0.885130185938786	0.502680279811628	-0.702496493978849
RPL6	Essential	-0.900660829576018	0.141859991125846	-0.794894828980414
RPL7	Essential	-1.40352536494422	0.262066311394306	-1.35809835264498
RPL7A	Essential	-0.972127447496147	0.346127228173244	-0.923409489678226
RPLP0	Essential	-0.98337987416972	0.440111430595693	-0.943353490731611
