Gene	Category	PRMT5_biased	DMSO_biased	PRMT5	DMSO	Z	P(-)	FDR(-)	P(+)	FDR(+)	P(replicates)	FDR(replicates)	P(sgRNAs)	FDR(sgRNAs)
PRKCD	Other	0.0714726862514315	0.0856866192494905	0.0715858915231086	0.0832293603759099	-0.114476430165033	0.454430064779716	0.979807827996889	0.545569935220284	0.980468687337744	0.908690656384566	0.993075419196427	0.553379443489966	0.971058107221159
ALKBH4	Other	-0.0316682189478661	-0.0122201067397036	-0.0296140754627407	-0.0180840761438082	-0.113364566444872	0.454870765228184	0.979807827996889	0.545129234771816	0.980468687337744	0.91935994474274	0.994019034632178	0.955733364034078	0.997549572641859
RNF5	Other	0.0087433633417184	0.0265860958448278	0.0113171966313795	0.0221156755139256	-0.10619655397454	0.457713202508543	0.979807827996889	0.542286797491457	0.980468687337744	0.914697309888083	0.994019034632178	0.621986751447953	0.975289183897352
PHF23	Other	0.506438978122183	0.550119924044748	0.525386626502681	0.535703393721205	-0.101476364294158	0.459586159627056	0.979807827996889	0.540413840372944	0.980468687337744	0.953424325070332	0.999827585782701	0.516202022706743	0.96831184796332
APOBEC3B	Other	0.059385569926048	0.0786106455567383	0.062090877232983	0.0723723421568782	-0.101130444651262	0.459723455296864	0.979807827996889	0.540276544703136	0.980468687337744	0.907443048734941	0.993075419196427	0.896017464000425	0.997549572641859
KDM4C	Other	0.257479936692833	0.265966413888507	0.254303711709898	0.264442362362949	-0.0997310381228473	0.460278929259794	0.979807827996889	0.539721070740206	0.980468687337744	0.845105713909814	0.990048407563554	0.973728723498468	0.997549572641859
TLK2	Other	-0.460272888353182	-0.467395920078633	-0.47205550856045	-0.462094359014144	-0.0979917427001052	0.460969425090993	0.979807827996889	0.539030574909007	0.980468687337744	0.882925471759173	0.990048407563554	0.880165252661223	0.997549572641859
H3F3C	Other	-0.0836089940919411	-0.0732361590416541	-0.0839615944523161	-0.0741780617150474	-0.0962513135353236	0.461660488825288	0.979807827996889	0.538339511174712	0.980468687337744	0.934529835714125	0.995539238319807	0.848965621070157	0.997549572641859
PRKAA1	Other	-0.0581662071996771	-0.0423607859105746	-0.0525686510279742	-0.0435524947047385	-0.0887319560004893	0.464647467739283	0.979807827996889	0.535352532260717	0.980468687337744	0.920191926924652	0.994019034632178	0.526731787668928	0.970145320983711
HMGN2	Other	-0.23953762895555	-0.229645998581058	-0.240422000283379	-0.231770486094366	-0.085158905631282	0.466067530205613	0.979807827996889	0.533932469794387	0.980468687337744	0.930048212267571	0.995539238319807	0.905006287748632	0.997549572641859
CDKN1A	Other	0.00761376415062703	0.0244499533305201	0.0120126155970079	0.0206507018402436	-0.0850273280594222	0.466119832363216	0.979807827996889	0.533880167636784	0.980468687337744	0.865139981510671	0.990048407563554	0.130966719212172	0.701779376050813
UBE3B	Other	-0.0302396316609753	-0.0171507812049184	-0.0252515032496629	-0.0166215235645265	-0.0849478936285338	0.466151407876755	0.979807827996889	0.533848592123245	0.980468687337744	0.93365923400602	0.995539238319807	0.980671814945359	0.998400886494473
SMYD3	Other	0.0397189158671764	0.0530510446906197	0.0423330816927367	0.0504525447409436	-0.079945450172683	0.468140320738	0.979807827996889	0.531859679262	0.980468687337744	0.918007029140371	0.994019034632178	0.848221718415133	0.997549572641859
TSC1	Other	0.149829358355015	0.166223900626172	0.148071488359646	0.156066333540122	-0.0787243463107911	0.468625940009778	0.979807827996889	0.531374059990222	0.980468687337744	0.957228446263759	0.999827585782701	0.669277705945908	0.984134482150505
CHD7	Other	-0.599025523657077	-0.624256437062328	-0.622227025190714	-0.614786937836533	-0.0732883928922687	0.470788313995756	0.979807827996889	0.529211686004244	0.980468687337744	0.963824748341304	0.999827585782701	0.779189323225704	0.997549572641859
SRSF2	Other	-1.5195234620972	-1.57056766651861	-1.54166021207456	-1.53443172328546	-0.0712149837600663	0.471613328189486	0.979807827996889	0.528386671810514	0.980468687337744	0.948985249205632	0.999827585782701	0.977527940629483	0.997549572641859
KAT6B	Other	0.0260796917305397	0.0410513989295475	0.0292908398581432	0.0363553001145294	-0.0696077032118985	0.472252952769407	0.979807827996889	0.527747047230593	0.980468687337744	0.921293086721783	0.994019034632178	0.668250411803256	0.984134482150505
UBE2T	Other	0.146287534200717	0.159608099361298	0.151099683932518	0.157686938284687	-0.0649316645092184	0.474114204575037	0.979807827996889	0.525885795424963	0.980468687337744	0.946114182547342	0.999769051122806	0.814019908252006	0.997549572641859
ERBB3	Other	-0.113039794130353	-0.102615115673433	-0.109838647969272	-0.103480683874489	-0.0626848982638481	0.475008711590723	0.979807827996889	0.524991288409277	0.980468687337744	0.921718143632896	0.994019034632178	0.722298482084344	0.990492868136263
DPF3	Other	-0.0205927911811417	-0.00678400993621503	-0.0157600030053753	-0.0094375072938745	-0.0623373511537178	0.475147092191555	0.979807827996889	0.524852907808445	0.980468687337744	0.870417629961415	0.990048407563554	0.830908269717848	0.997549572641859
PRKAB2	Essential	0.120172476905774	0.124821821170476	0.119954527235436	0.125999376209553	-0.0596167500919844	0.476230438726456	0.979807827996889	0.523769561273544	0.980468687337744	0.917019670855725	0.994019034632178	0.960125932092315	0.997549572641859
NAA30	Other	-0.429531166380265	-0.426918509625018	-0.431441302305689	-0.425749224919342	-0.0561600166713814	0.477607166470095	0.979807827996889	0.522392833529905	0.980468687337744	0.913462888536445	0.994019034632178	0.796378788147151	0.997549572641859
HERC3	Other	0.316659908679446	0.326062241236494	0.322359172305734	0.327981546045096	-0.0554770055264125	0.477879224332047	0.979807827996889	0.522120775667953	0.980468687337744	0.944861906073443	0.999390360444757	0.917280681556528	0.997549572641859
FBXL19	Other	-0.0860083113999096	-0.0720845000683964	-0.0808569899178611	-0.0752990693227162	-0.0548454429363387	0.478130798316766	0.979807827996889	0.521869201683234	0.980468687337744	0.926472830470124	0.995539238319807	0.686095219539843	0.984134482150505
KLF4	Other	0.166253070590819	0.164727402223001	0.162080503501461	0.167301376895934	-0.0515427894254659	0.479446503056952	0.979807827996889	0.520553496943048	0.980468687337744	0.962525302430221	0.999827585782701	0.445974069678882	0.93022203339737
PPP4R2	Other	-0.20425719073838	-0.199520368413629	-0.204835752207149	-0.199654129766079	-0.0511581777188475	0.479599738762591	0.979807827996889	0.520400261237409	0.980468687337744	0.972296127869962	0.999827585782701	0.522064684107051	0.970145320983711
RPL18	Essential	-1.88026384973634	-1.98642518394614	-1.93463326933725	-1.92960757581715	-0.0496302635356391	0.480208514764055	0.979807827996889	0.519791485235945	0.980468687337744	0.933944892931103	0.995539238319807	0.863817106218672	0.997549572641859
EYA4	Other	0.281279004210746	0.300580505147355	0.280879407957116	0.285827526899651	-0.0488701268235993	0.480511397873383	0.979807827996889	0.519488602126617	0.980468687337744	0.969300093798101	0.999827585782701	0.945610974335358	0.997549572641859
SETD7	Other	0.177124316555882	0.181276056116766	0.17528122181288	0.179765436611347	-0.0443244292267649	0.482322899550258	0.979807827996889	0.517677100449742	0.980468687337744	0.959756832768586	0.999827585782701	0.870777909633539	0.997549572641859
NRAS	Other	-0.0020784443253955	0.00676447115357037	0.00237628110937971	0.0063705585250875	-0.0395236374858702	0.484236454124684	0.979807827996889	0.515763545875316	0.980468687337744	0.951574589313929	0.999827585782701	0.973206220443153	0.997549572641859
DR1	Other	0.346437291730291	0.349304780014285	0.337319402342968	0.341066451763037	-0.037101103175679	0.485202196214276	0.979807827996889	0.514797803785724	0.980468687337744	0.977430412966762	0.999827585782701	0.908894064719531	0.997549572641859
USP1	Other	0.447257185846313	0.468020490121724	0.454550717343512	0.458187415853859	-0.0360197981872509	0.485633286263057	0.979807827996889	0.514366713736943	0.980468687337744	0.968313395602138	0.999827585782701	0.963083830744434	0.997549572641859
MBIP	Other	0.0811979960013428	0.0897587096596809	0.0825311907181436	0.0861033523561851	-0.0353874151635219	0.485885409836258	0.979807827996889	0.514114590163742	0.980468687337744	0.967021852585173	0.999827585782701	0.676681308560194	0.984134482150505
FBXO6	Other	0.183811219151886	0.191934020413779	0.184398244664785	0.187923712598462	-0.0349298735303334	0.486067829754949	0.979807827996889	0.513932170245051	0.980468687337744	0.970143592920269	0.999827585782701	0.968760516480986	0.997549572641859
WEE2	Other	0.184956810822735	0.191748944202573	0.181455969376081	0.184512805610696	-0.0303378516321417	0.487898804609469	0.979807827996889	0.512101195390531	0.980468687337744	0.973586816523765	0.999827585782701	0.814205883915762	0.997549572641859
USP27X	Other	-0.0637512894253281	-0.0611468268348983	-0.063571649831499	-0.0605282263993825	-0.0302064224460341	0.487951213249447	0.979807827996889	0.512048786750553	0.980468687337744	0.978570060673644	0.999827585782701	0.411674843691883	0.902727625703747
MINA	Other	0.0852726059340393	0.090654551768863	0.0878793575952472	0.0906838189297783	-0.0278648839048956	0.488884958072772	0.979807827996889	0.511115041927228	0.980468687337744	0.983103090381396	0.999827585782701	0.923621566092208	0.997549572641859
EPC1	Other	0.335383985186311	0.336949254182505	0.33428786758893	0.336840488226818	-0.0253971507230396	0.489869091884955	0.979807827996889	0.510130908115045	0.980468687337744	0.979616620818589	0.999827585782701	0.960621867195664	0.997549572641859
BRAP	Other	0.109159330833888	0.126972991034668	0.112874299727352	0.1153302492003	-0.0244498906311247	0.490246876617297	0.979807827996889	0.509753123382703	0.980468687337744	0.987530247727509	0.999827585782701	0.912215058715174	0.997549572641859
PDGFRA	Other	-0.0730008897450509	-0.06209599459186	-0.0681334258335406	-0.0659491421254365	-0.0217878958415012	0.491308574807842	0.979807827996889	0.508691425192158	0.980468687337744	0.975709712428838	0.999827585782701	0.718508120937317	0.989275959615666
PHOX2B	Other	0.200102549644984	0.204806232509983	0.203375272565006	0.205293062508223	-0.0191765803744839	0.492350120160685	0.979807827996889	0.507649879839315	0.980468687337744	0.988442383781148	0.999827585782701	0.909744239182416	0.997549572641859
SMN1	Other	-1.0173482088614	-1.10140293678745	-1.06775717983017	-1.06617188210967	-0.0159185601194189	0.49364968152209	0.979807827996889	0.50635031847791	0.980468687337744	0.99483192978837	0.999827585782701	0.604859278414425	0.971058107221159
TRIM27	Other	0.147744417851447	0.149120697723248	0.143009501219071	0.14436473334591	-0.0136641965195575	0.494548943909185	0.979807827996889	0.505451056090815	0.980468687337744	0.992423915730715	0.999827585782701	0.917307249508493	0.997549572641859
UBR2	Other	-0.116951522518011	-0.106760112964827	-0.110601593132546	-0.109286112421287	-0.0132746808909959	0.494704324065691	0.979807827996889	0.505295675934309	0.980468687337744	0.989665053986245	0.999827585782701	0.886019058077543	0.997549572641859
HMGN3	Other	0.29380866653722	0.301607747165422	0.302484399280576	0.3037779568523	-0.0130598607304601	0.49479001748129	0.979807827996889	0.50520998251871	0.980468687337744	0.990238055685853	0.999827585782701	0.757013939318798	0.997549572641859
PRDM8	Other	-0.0274618784074271	-0.0261535322482373	-0.0279243833946733	-0.0267141319952803	-0.012243561345754	0.495115647748098	0.979807827996889	0.504884352251902	0.980468687337744	0.995860626139553	0.999827585782701	0.648908942772631	0.984134482150505
ASH2L	Other	-0.446901357079218	-0.45147138975079	-0.449275909339956	-0.448195187020107	-0.0109743335685654	0.495621962219338	0.979807827996889	0.504378037780662	0.980468687337744	0.991374833311798	0.999827585782701	0.970823960750279	0.997549572641859
ESR1	Other	-0.0130216570033282	-0.00425065368055763	-0.00906587620447631	-0.00830872088149154	-0.00780376969482453	0.496886777920844	0.979807827996889	0.503113222079156	0.980468687337744	0.992613299941365	0.999827585782701	0.929422235604598	0.997549572641859
USP12	Other	0.336770273453135	0.350926926450578	0.349248679617616	0.350003381555485	-0.00777972949822332	0.496896368280571	0.979807827996889	0.503103631719429	0.980468687337744	0.995228351985712	0.999827585782701	0.78867408207726	0.997549572641859
PADI1	Other	0.214056425867811	0.219203560986051	0.214323974860808	0.214634368691783	-0.00342604928305738	0.498633206760111	0.979807827996889	0.501366793239889	0.980468687337744	0.997254112973731	0.999827585782701	0.973702155546503	0.997549572641859
SF3B4	Essential	-1.02601455824024	-1.09899644137257	-1.06425867579528	-1.06404043481506	-0.00252306318657954	0.498993444486679	0.979807827996889	0.501006555513321	0.980468687337744	0.997731827394463	0.999827585782701	0.855288793637861	0.997549572641859
INTS9	Essential	-0.653439358779343	-0.675842308229447	-0.665637475395949	-0.665554396321759	-0.00119864054602188	0.499521811721694	0.979807827996889	0.500478188278306	0.980468687337744	0.999385072641142	0.999827585782701	0.747927699746719	0.997549572641859
H1F0	Other	0.126906089650791	0.12176725941751	0.12217418984664	0.122145049025153	-9.90217635268072e-05	0.499960496031914	0.979807827996889	0.500039503968086	0.980468687337744	0.999827585782701	0.999827585782701	0.541662976673338	0.971058107221159
FBXL6	Other	0.0475005602130964	0.0552860571679852	0.0503583108957619	0.0503089590481451	9.90217635268072e-05	0.500039503968086	0.979807827996889	0.499960496031914	0.980468687337744	0.999235126615115	0.999827585782701	0.973073380683328	0.997549572641859
PJA2	Other	0.111964085089048	0.109885017012797	0.110785050381358	0.110607206790012	0.00135808490868833	0.500541797323903	0.979807827996889	0.499458202676097	0.980468687337744	0.997869153017241	0.999827585782701	0.767632264120866	0.997549572641859
TBX3	Other	0.0791817361679453	0.0890640947786461	0.0836854479423948	0.0832846097298367	0.00354316156021732	0.501413513995122	0.979807827996889	0.498586486004878	0.980468687337744	0.996627612045551	0.999827585782701	0.710794558883438	0.986130025641969
CDH2	Other	0.474716520680406	0.499236204689804	0.487734459115892	0.487254015388697	0.00432319899081458	0.501724701491564	0.979807827996889	0.498275298508436	0.980468687337744	0.995773253980743	0.999827585782701	0.931352840114065	0.997549572641859
PELI1	Other	0.0888329523990263	0.0943326599543453	0.0908004714029468	0.0896241667194959	0.0111417918338184	0.504444839878366	0.979807827996889	0.495555160121634	0.980468687337744	0.983694716205488	0.999827585782701	0.830456614534441	0.997549572641859
KMT2E	Other	-0.347866309632845	-0.348247751454826	-0.34425674747302	-0.345887698403274	0.0155967732732597	0.506221960037204	0.979807827996889	0.493778039962796	0.980468687337744	0.987179207208755	0.999827585782701	0.0539550824492109	0.546026224244046
PRMT9	Other	0.297748278999285	0.302350058377663	0.306705902610635	0.305024575407614	0.0160903996074554	0.506418863735777	0.979807827996889	0.493581136264223	0.980468687337744	0.985288322408742	0.999827585782701	0.837638817549018	0.997549572641859
MRGBP	Other	0.21382201650596	0.211356624434266	0.211113471260983	0.209351744279555	0.0168782198590416	0.506733115836215	0.979807827996889	0.493266884163785	0.980468687337744	0.988031790490847	0.999827585782701	0.881927593474911	0.997549572641859
ALDH1A2	Other	0.019590845232318	0.0232315646534973	0.0239773409777644	0.0218172168886514	0.020782028001623	0.508290232889545	0.979807827996889	0.491709767110455	0.980468687337744	0.984629756512037	0.999827585782701	0.640194654528065	0.983585909611369
USP7	Other	0.0912612864099887	0.10053188163821	0.0944896633580041	0.0919352493564889	0.0246455906151105	0.509831172860943	0.979807827996889	0.490168827139057	0.980468687337744	0.983585828640781	0.999827585782701	0.279729538248995	0.816303114686469
PAGR1	Other	0.0639116886411024	0.0686703574293617	0.0672921061102401	0.0644198498698809	0.0277600588080794	0.511073238935216	0.979807827996889	0.488926761064784	0.980468687337744	0.916701869407534	0.994019034632178	0.0474370782337626	0.519947582993593
ALKBH7	Other	-0.0467148085885096	-0.0472155265393735	-0.0432635503922312	-0.0461872140741848	0.0282637893453108	0.511274119514591	0.979807827996889	0.488725880485409	0.980468687337744	0.976184102983595	0.999827585782701	0.684598558245807	0.984134482150505
CDC6	Other	-1.636181228933	-1.71233469977763	-1.67220365645404	-1.67513482463144	0.0283373242929235	0.51130344396863	0.979807827996889	0.48869655603137	0.980468687337744	0.989312455587615	0.999827585782701	0.991484971395172	0.99881666770079
CHD6	Other	0.185243724012558	0.192634459666579	0.187585815711807	0.184265090708242	0.0321545084055374	0.512825582782216	0.979807827996889	0.487174417217784	0.980468687337744	0.981628611184266	0.999827585782701	0.619427372075311	0.974008160309702
MAP2K1	Other	-0.191305885464447	-0.200355198121058	-0.198129283891212	-0.201591901234326	0.0335448811261673	0.513379962004666	0.979807827996889	0.486620037995334	0.980468687337744	0.980836783287315	0.999827585782701	0.701088400432172	0.985104980347281
PIK3R1	Other	0.35898334454064	0.356190543241553	0.359625469489434	0.355583018445129	0.0392265476854595	0.515645116035573	0.979807827996889	0.484354883964427	0.980468687337744	0.968297406363616	0.999827585782701	0.991210435891532	0.99881666770079
CBL	Other	0.217685921754531	0.214069430620251	0.223133128532619	0.218859681064945	0.0414900322867765	0.516547380451995	0.979807827996889	0.483452619548005	0.980468687337744	0.967944485736724	0.999827585782701	0.62041924228201	0.974197630437201
TP53RK	Other	0.0704929074841747	0.0716084850281029	0.0731620914526974	0.0686846295732957	0.0434891259206013	0.517344183707631	0.979807827996889	0.482655816292369	0.980468687337744	0.962707601491925	0.999827585782701	0.972497741724083	0.997549572641859
TAF5L	Other	0.226466793656677	0.236207369704235	0.232725257049254	0.228006359896443	0.0458548985832569	0.518287048973786	0.979807827996889	0.481712951026214	0.980468687337744	0.975596071904764	0.999827585782701	0.952430082006412	0.997549572641859
KAT2A	Other	0.166847632610869	0.160554040719755	0.164788522933341	0.159992003456643	0.0466155031513978	0.51859016213262	0.979807827996889	0.48140983786738	0.980468687337744	0.93966737434872	0.995936584526735	0.836177580190935	0.997549572641859
RRM1	Essential	-2.83100150665088	-3.03272386905732	-2.90648228712207	-2.91140251224981	0.0478276683968964	0.519073207204168	0.979807827996889	0.480926792795832	0.980468687337744	0.914139909559434	0.994019034632178	0.211184222178926	0.781801193364369
GADD45G	Other	0.0191511461489342	0.0247122606537347	0.0234140318842816	0.0179474881678844	0.0531809275287494	0.521206124132247	0.979807827996889	0.478793875867753	0.980468687337744	0.937395256744292	0.995539238319807	0.974924281336899	0.997549572641859
EID2B	Other	0.0680936659555483	0.0641898656485917	0.0714313051148724	0.0658197469151095	0.0546018934696036	0.521772184879769	0.979807827996889	0.478227815120232	0.980468687337744	0.972073263215602	0.999827585782701	0.838427000123984	0.997549572641859
SETD6	Other	-0.631915654661057	-0.66648261804062	-0.643157928630698	-0.64881104265709	0.0550090901365377	0.521934389060874	0.979807827996889	0.478065610939126	0.980468687337744	0.968852970620908	0.999827585782701	0.756641987991286	0.997549572641859
RPS24	Essential	-0.644295856404587	-0.67656644147926	-0.660097924078615	-0.666310111280877	0.0604873287436069	0.524116246215401	0.979807827996889	0.475883753784599	0.980468687337744	0.967870430306506	0.999827585782701	0.881227970739829	0.997549572641859
METTL15	Other	0.29155117600324	0.283130325034043	0.286479848086726	0.2802431701803	0.0607273079213834	0.524211808382607	0.979807827996889	0.475788191617393	0.980468687337744	0.923494616204091	0.994669538454888	0.956043323473671	0.997549572641859
PHC3	Other	0.0850874187083833	0.0769461455257612	0.0823377585012491	0.0758904901669971	0.0627908385320164	0.525033469366717	0.979807827996889	0.474966530633283	0.980468687337744	0.969063865295345	0.999827585782701	0.952828601285889	0.997549572641859
PHF3	Other	0.0722769040338689	0.0732755796599865	0.0772407138377201	0.0707894827001139	0.0628296691954502	0.525048930032884	0.979807827996889	0.474951069967116	0.980468687337744	0.957868613344933	0.999827585782701	0.317163782567881	0.832368800260308
HIRA	Other	-0.824523824146417	-0.861489825727836	-0.831217679753691	-0.837826750706231	0.0643763078202737	0.525664702746067	0.979807827996889	0.474335297253933	0.980468687337744	0.958511833166129	0.999827585782701	0.205410120618502	0.776413715197023
STK31	Other	0.0903760725682437	0.0894739395153199	0.0928473557049667	0.0861552008233846	0.065190429490472	0.525988809459395	0.979807827996889	0.474011190540605	0.980468687337744	0.932379616052756	0.995539238319807	0.971399599709524	0.997549572641859
PARP4	Other	0.25482451711619	0.256700554331087	0.255137804293041	0.248302027206897	0.0665977527887775	0.526549032604743	0.979807827996889	0.473450967395257	0.980468687337744	0.957237050293044	0.999827585782701	0.602043075506119	0.971058107221159
AXIN2	Other	-0.147749490496965	-0.159504367372586	-0.155874432965553	-0.162746286289344	0.0669512561339652	0.526689745975903	0.979807827996889	0.473310254024097	0.980468687337744	0.963484950223025	0.999827585782701	0.808662037939035	0.997549572641859
PSMD11	Essential	-0.707993626264495	-0.749715396951239	-0.726908640810231	-0.734323676689367	0.0722737859454614	0.528807987043877	0.979807827996889	0.471192012956123	0.980468687337744	0.960971126328677	0.999827585782701	0.524668343399635	0.970145320983711
APOBEC3G	Other	0.183490536511288	0.173043237246525	0.183471742060332	0.175761894769955	0.0751625799791702	0.529957321523383	0.979807827996889	0.470042678476617	0.980468687337744	0.905980423445511	0.993075419196427	0.904209249189677	0.997549572641859
SMARCA1	Other	0.0735598357387347	0.0710446527431901	0.0743446928912603	0.066120589362281	0.0802016669928664	0.531961567816859	0.979807827996889	0.468038432183141	0.980468687337744	0.940705754257811	0.995936584526735	0.708589418870331	0.986130025641969
ALDH6A1	Other	0.0874915626931995	0.0825832456973591	0.0899462472522097	0.0810183926136237	0.0870975737628668	0.53470302304235	0.979807827996889	0.46529697695765	0.980468687337744	0.856493520966306	0.990048407563554	0.997923271754725	0.99881666770079
RB1	Other	0.350784587530614	0.355147693735302	0.351901031331131	0.342898510720997	0.0878292096660397	0.534993789243682	0.979807827996889	0.465006210756318	0.980468687337744	0.934168501853199	0.995539238319807	0.33806390478046	0.838038681916972
UCHL5	Other	0.0283660356647752	0.0267075682192283	0.0319879492397946	0.0228192138835863	0.0894579124518418	0.535640999787274	0.979807827996889	0.464359000212726	0.980468687337744	0.896134504023135	0.991545978655025	0.449011672186897	0.933076300195075
MAP3K7	Other	0.138522112964121	0.129328976932312	0.14130420067126	0.132093653752703	0.0898676150184621	0.535803791769548	0.979807827996889	0.464196208230452	0.980468687337744	0.92130412977611	0.994019034632178	0.805500451655183	0.997549572641859
HMGN4	Other	0.200307820375856	0.211472532119059	0.210827391697395	0.201496916725956	0.0910427643865928	0.536270694467019	0.979807827996889	0.463729305532981	0.980468687337744	0.960780051272125	0.999827585782701	0.533869710763563	0.970145320983711
MSL2	Other	-0.229936827550631	-0.238905675490504	-0.231150458436163	-0.240782258878576	0.0939953882999355	0.537443589939083	0.979807827996889	0.462556410060917	0.980468687337744	0.935995939112322	0.995539238319807	0.998888574009458	0.998888574009458
MAPKAPK3	Other	-0.128433497168559	-0.13357398926762	-0.125561011453557	-0.135285882880622	0.0949073709943673	0.53780579912819	0.979807827996889	0.46219420087181	0.980468687337744	0.841927349783097	0.990048407563554	0.8712649887529	0.997549572641859
SRC	Other	0.197192098652073	0.19023011497979	0.197658964824515	0.187713509466392	0.0970688258081114	0.538664131337814	0.979807827996889	0.461335868662186	0.980468687337744	0.824826764874097	0.990048407563554	0.798451088400432	0.997549572641859
PYGO1	Other	0.216729096320884	0.207126031442045	0.214750135984627	0.204656528065573	0.0985205411006032	0.539240519067685	0.979807827996889	0.460759480932315	0.980468687337744	0.887631241726007	0.991380347901774	0.795528613684266	0.997549572641859
CTRL_ZHANG	Nontargeting	0.401596043045277	0.403702267803347	0.40827551705226	0.398092342006518	0.0993981902394216	0.539588940185433	0.979807827996889	0.460411059814567	0.980468687337744	0.546203684969035	0.989625021370983	0.994991941054571	0.99881666770079
FBXO25	Other	0.451875297889082	0.461120904772262	0.463270074845824	0.452994756981698	0.100301078030908	0.539947349167453	0.979807827996889	0.460052650832547	0.980468687337744	0.827194019009626	0.990048407563554	0.930298978019448	0.997549572641859
MYOD1	Other	0.0805543770721433	0.0805448930645467	0.085304109340264	0.0748914337716595	0.101647016831276	0.540481570671397	0.979807827996889	0.459518429328603	0.980468687337744	0.920726593560805	0.994019034632178	0.99209603429037	0.99881666770079
STK4	Other	-0.0485013469467029	-0.0571183540457993	-0.0444740492000658	-0.0551057835396207	0.103793526926967	0.541333398255857	0.979807827996889	0.458666601744143	0.980468687337744	0.935772769696507	0.995539238319807	0.944964487504207	0.997549572641859
NCOA3	Other	0.0352382444327454	0.0304694793569687	0.0394099018592747	0.0286049463541814	0.10549088412021	0.54200684847583	0.979807827996889	0.457993151524169	0.980468687337744	0.872986714298473	0.990048407563554	0.995744699693583	0.99881666770079
RPL32	Essential	-1.9969350074983	-2.10255502578955	-2.05045488382341	-2.06178882962618	0.110674347030913	0.544062705455922	0.979807827996889	0.455937294544078	0.980468687337744	0.937659050045399	0.995539238319807	0.56927593474911	0.971058107221159
FBXO4	Other	0.20882615639697	0.194282346986823	0.204920165832559	0.192740749509168	0.11895893203177	0.547346053915816	0.979807827996889	0.452653946084184	0.980468687337744	0.89658534989534	0.991545978655025	0.886568129084823	0.997549572641859
CDC73	Other	-0.846795905468465	-0.90895105303171	-0.870965449813645	-0.883449066321846	0.121939724651819	0.548526622680874	0.979807827996889	0.451473377319126	0.980468687337744	0.880720571346896	0.990048407563554	0.452483217910342	0.934955744203305
JAK2	Other	0.256657423695185	0.239703950932201	0.258753777891543	0.246208156575674	0.122547296515125	0.548767204485439	0.979807827996889	0.451232795514561	0.980468687337744	0.898981889807228	0.991850740584631	0.856103544164792	0.997549572641859
DYRK3	Other	0.341509759672743	0.333475548472934	0.345471054996977	0.332850377572404	0.123282755288951	0.549058402028609	0.979807827996889	0.450941597971391	0.980468687337744	0.886347987512491	0.990937050038965	0.68791955224145	0.984134482150505
ELP2	Other	0.284557895596267	0.277902964815477	0.290132498811254	0.277504815405412	0.123351405402612	0.549085582009436	0.979807827996889	0.450914417990564	0.980468687337744	0.804289111939572	0.990048407563554	0.996152074957048	0.99881666770079
USP29	Nonessential	0.168458756026741	0.160456081374334	0.165816780266391	0.153156921046082	0.123666689334363	0.549210406393727	0.979807827996889	0.450789593606273	0.980468687337744	0.939919116609503	0.995936584526735	0.634987335942897	0.982149459759254
PRKAB1	Other	0.0347740832182186	0.029377453116671	0.0381729424490855	0.0255088126321319	0.12370853599849	0.549226973583794	0.979807827996889	0.450773026416206	0.980468687337744	0.820878238763102	0.990048407563554	0.941448661860819	0.997549572641859
METTL4	Other	0.331101749090259	0.318541520060699	0.326955364467577	0.314041961014278	0.126151115104926	0.550193846689667	0.979807827996889	0.449806153310333	0.980468687337744	0.891279939896567	0.991545978655025	0.664575178448077	0.984134482150505
CXXC1	Other	-0.739691943262545	-0.786440116519365	-0.753116011889243	-0.766426426885778	0.130041346397495	0.551733142642653	0.979807827996889	0.448266857357347	0.980468687337744	0.927082882198743	0.995539238319807	0.551873926211941	0.971058107221159
MLLT10	Other	0.362558131838289	0.345910021471718	0.360203357524349	0.34678521317076	0.1310969633514	0.552150698336768	0.979807827996889	0.447849301663232	0.980468687337744	0.932631093949239	0.995539238319807	0.997259072955596	0.99881666770079
SUPT7L	Other	-0.0377460679183901	-0.0402486686409837	-0.0329485363090367	-0.0464399644845365	0.131815055865574	0.552434711195688	0.979807827996889	0.447565288804312	0.980468687337744	0.839753621632408	0.990048407563554	0.872637666271099	0.997549572641859
RAD54L2	Other	0.165621754045161	0.15447624467001	0.162466340701016	0.148389321276652	0.137553139404442	0.554703203648214	0.979807827996889	0.445296796351786	0.980468687337744	0.9304971995449	0.995539238319807	0.566309180113002	0.971058107221159
AAVS1	Nonessential	0.205925313610131	0.188205493791187	0.204091181746192	0.189973536743955	0.137951220762562	0.55486051548084	0.979807827996889	0.44513948451916	0.980468687337744	0.566093729517566	0.989625021370983	0.827658123594113	0.997549572641859
XPO1	Essential	-1.11434895456706	-1.21444730511515	-1.15733261993392	-1.17186341993213	0.141999638299557	0.556459854306683	0.979807827996889	0.443540145693317	0.980468687337744	0.741657861636773	0.989625021370983	0.0626782266777662	0.579005031650706
RICTOR	Other	-0.241703569663542	-0.25662000015887	-0.239228464993247	-0.25456856512208	0.149929797376417	0.559589998740474	0.979807827996889	0.440410001259526	0.980468687337744	0.767994812803715	0.990048407563554	0.883229423121203	0.997549572641859
PCGF6	Other	-0.066754663816697	-0.0785225588077228	-0.0654309753144485	-0.0810290294545775	0.152457433622482	0.560586919518947	0.979807827996889	0.439413080481053	0.980468687337744	0.907454946444824	0.993075419196427	0.875453869179404	0.997549572641859
