Gene	Category	DMSO	PRMT5
MSH6	Other	0.114055396759405	0.0977087795119266
MSL1	Other	-0.225960104245201	-0.173179025702847
MSL2	Other	-0.238905675490504	-0.229936827550631
MSL3	Other	0.255147676862983	0.180571252464711
MTA1	Other	0.102475367681516	0.0336185346632436
MTA2	Other	-0.129128694296003	0.104219045150848
MTA3	Other	0.218293715504354	0.197712711179033
MTF2	Other	0.349481632202203	0.256382347913182
MUM1	Other	0.0806370526327271	0.0426376787473596
MYB	Other	0.487707612052291	0.499898117680606
MYBL1	Other	0.364979582596445	0.204806361770608
MYBL2	Other	-0.643719292254111	-0.66251933355991
MYC	Other	-1.1877672250188	-0.965166571698287
MYCBP2	Other	-0.17381966958503	-0.0559064404066528
MYCL	Other	-0.154770939580641	0.0220547060634302
MYCN	Other	-0.0647213237978035	0.0365572718109383
MYD88	Other	0.110962109937328	0.124394893097402
MYOD1	Other	0.0805448930645469	0.0805543770721433
MYSM1	Other	-0.15703353019305	-0.0483697569357277
NAA11	Other	-0.127555816663714	-0.0571598485647251
NAA30	Other	-0.426918509625018	-0.429531166380265
NAA40	Other	-0.231469740733769	-0.138659913135042
NAA50	Other	-0.0502531643686613	0.0460278710836538
NAA60	Other	0.0431542573861967	0.0121892496994357
NAP1L1	Other	0.0371077355138988	0.0513275058518957
NAP1L2	Other	0.188185555154555	0.231673031528972
NAP1L4	Other	0.139055808969856	0.211874575605187
NAPA	Essential	0.161085929969045	0.104998396070731
NAT1	Other	0.109367872205702	-0.0634589830811124
NAT10	Other	-0.611823709675316	-0.42799120344918
NAT16	Other	0.0597882504680828	0.134291128722378
NAT2	Other	0.1345025239429	-0.0190199847828476
NAT6	Other	-0.117515349788088	-0.204356674548902
NAT8	Other	0.161425411797617	0.22526910615417
NAT9	Other	0.163866426379563	0.0265338662448068
NCOA1	Other	0.1120212415104	0.0760830402414917
NCOA2	Other	0.274609207073741	0.161624194049997
NCOA3	Other	0.0304694793569686	0.0352382444327454
NCOA6	Other	0.278291540221808	0.365020375528383
NCOR1	Other	0.287247358868247	0.196057868454632
NCOR2	Other	-0.0726498873759063	-0.00642777823333029
NEDD4	Other	0.0924045157984849	-0.00017946020373788
NEDD4L	Other	0.296870370766524	0.418097792658325
NEK11	Other	0.000418137418525755	0.0444634425823726
NEK6	Other	-0.0194644286646362	-0.0106213517112772
NEK9	Other	0.121368008219329	0.201881204186484
NEUROD1	Other	0.386964925193339	0.294375163290635
NF1	Other	0.327822954192144	0.353292135945076
NF2	Other	0.000835570247721233	0.0230957318204817
NFE2L2	Other	0.0954485247936382	0.0333962609728075
NFKBIE	Other	-0.0224131430049012	-0.0943637207892943
NLK	Other	0.208721049224881	0.302473970236911
NOTCH1	Other	-0.0259118978462781	-0.147273160173851
NOTCH2	Other	0.146543945992926	0.0465041034587388
NOTCH3	Other	-0.196948585079928	-0.320503977041739
NPM1	Other	-0.277446036339364	-0.244913386173359
NRAS	Other	0.00676447115357033	-0.00207844432539549
NSD1	Other	0.0645227468660391	0.0340623646485467
NTMT1	Other	0.027334013996017	0.110005704746019
NTRK3	Other	0.0597903041475364	0.00541032316567566
NUAK2	Other	0.137284457540281	0.191261350271868
NUP93	Essential	-1.09975438230553	-0.801783711166532
OGT	Other	-1.48169312361727	-1.5714026103846
ORC1	Other	-1.5913926606269	-1.56663580513832
ORC4	Other	0.128451324284185	0.0588026781908085
PADI1	Other	0.219203560986051	0.214056425867811
PADI2	Other	0.172616550126052	0.210607742590656
PADI3	Other	0.169487105227321	0.20736531133799
PADI4	Other	0.0124598966666805	0.0718494631730836
PAF1	Other	-0.876425952162325	-0.80600601066705
PAGR1	Other	0.0686703574293618	0.0639116886411025
PARK2	Other	0.191002515805023	0.228370514458975
PARP1	Other	0.10642247527846	0.158433853400977
PARP10	Other	-0.176933144734617	-0.22288473556208
PARP12	Other	0.19654253094797	0.15451629999923
PARP15	Other	-0.122938430459359	0.0619349313812576
PARP16	Other	-0.0910603017216982	-0.201943459433624
PARP2	Other	-0.196853056866315	-0.2904510059641
PARP3	Other	0.0684600910132417	0.0101609475239299
PARP4	Other	0.256700554331086	0.25482451711619
PARP9	Other	0.0777880705387522	0.145442643842666
PAX5	Other	0.174103133979919	0.244764036254524
PAXIP1	Other	0.30315864160956	0.257440136549129
PBRM1	Other	0.412293348413824	0.445792063141134
PCGF1	Other	0.158303195919559	0.109750694701257
PCGF2	Other	0.219403143276619	0.148939671378012
PCGF3	Other	0.276200368149527	0.106027007276
PCGF5	Other	0.302695529021278	0.339950428666068
PCGF6	Other	-0.0785225588077226	-0.0667546638166969
PDGFRA	Other	-0.06209599459186	-0.073000889745051
PDGFRB	Other	0.124287754765176	0.0174021762455573
PDIK1L	Other	0.107041282635807	0.0818287789196611
PELI1	Other	0.0943326599543454	0.0888329523990263
PELP1	Other	0.0192972577040593	-0.0492380980524695
PHB	Essential	-1.36234995419733	-1.22137098094251
PHC1	Other	0.328828034350468	0.504272249125529
PHC2	Other	0.319699921724952	0.250869280724694
PHC3	Other	0.0769461455257611	0.0850874187083835
PHF1	Other	-0.604434349820554	-0.562299227984278
PHF10	Other	0.152884528750677	0.182789140402055
PHF11	Other	0.173844375121153	0.150082117156044
PHF12	Other	-0.431677506860768	-0.45609371309934
PHF13	Other	0.427078003252637	0.588793211901705
PHF14	Other	0.00460255771864108	-0.0379704081602691
PHF19	Other	0.0404761624774699	0.095658033932894
PHF2	Other	-0.0439458819795288	-0.135702037983831
PHF20	Other	0.217188915065171	0.268331415620718
PHF20L1	Other	0.166339793493339	0.199178016877122
PHF21A	Other	0.0193311458612237	0.129503521193204
PHF21B	Other	-0.0505250303885882	0.0304446753855736
PHF23	Other	0.550119924044748	0.506438978122183
PHF3	Other	0.0732755796599866	0.0722769040338687
PHF5A	Essential	-1.7822592274486	-1.80348669867347
PHF6	Other	0.430717172716163	0.460526772598071
PHF7	Other	0.116487743500555	0.137001801404647
PHF8	Other	0.18623061878478	0.244363860116812
PHIP	Other	0.279547781148741	0.18356377858795
PHOX2B	Other	0.204806232509983	0.200102549644984
PIAS1	Other	-0.253667379927104	-0.418064764909271
PIAS2	Other	0.204948449081059	0.273946876875429
PIAS3	Other	0.0675620729645636	0.000129974627480188
PIAS4	Other	0.0452285160437361	-0.0310926894540945
PIK3CA	Other	-0.186257523139091	0.000390955848994771
PIK3CB	Other	0.183174517645963	0.221953660853316
PIK3R1	Other	0.356190543241552	0.358983344540639
PJA1	Other	0.252014816756249	0.291432413181577
PJA2	Other	0.109885017012797	0.111964085089048
PLCG1	Other	0.238968767778051	0.303415252089187
POLE	Other	-2.05381136335443	-1.76572315547565
POLE3	Other	0.0333523150564317	0.0567901455745884
POLE4	Other	0.249372045185979	0.309904236765678
POLR2A	Other	-1.62194005226606	-1.69053527193377
POLR2D	Essential	-0.980760198405761	-0.96996644858783
POLR2I	Essential	-1.13751972422343	-1.27726038553091
POT1	Other	0.301992331097578	0.276855980605609
PPARGC1A	Other	0.274691214131418	0.190467309295963
PPM1G	Other	-0.569402380113572	-0.485730076248891
PPP2CA	Other	-1.18175439896709	-1.19112448583559
PPP2R1A	Essential	-1.8566717968412	-1.86398509210503
PPP4C	Other	-0.920505702979992	-1.39171197161336
PPP4R2	Other	-0.199520368413629	-0.204257190738379
PRDM1	Other	0.131023481798791	-0.0370182004010783
PRDM10	Other	-0.16178822424997	-0.186163297199385
PRDM11	Other	0.0512920582232962	-0.0854585957855111
PRDM12	Other	-0.207172484528718	-0.142750830162987
PRDM13	Nonessential	0.247703225012339	0.330894189857372
PRDM14	Nonessential	0.204276790492811	0.283937240350397
PRDM15	Other	-0.0430469601485603	-0.0311605574552882
PRDM16	Other	-0.0904339760422682	-0.0172529621720658
PRDM2	Other	0.169812687400115	0.207400449765602
PRDM4	Other	0.125292442514145	0.0667384327203133
PRDM5	Other	0.337488669482296	0.258789059800448
PRDM6	Other	0.205886533728683	0.248185211647699
PRDM7	Nonessential	0.145560289552098	0.24682176883473
PRDM8	Other	-0.0261535322482373	-0.027461878407427
PRDM9	Nonessential	-0.0420071978303353	-0.0906176756853386
PRKAA1	Other	-0.0423607859105747	-0.0581662071996771
PRKAA2	Other	0.301781671031627	0.145107240070826
PRKAB1	Other	0.029377453116671	0.0347740832182186
PRKAB2	Essential	0.124821821170476	0.120172476905774
PRKAG1	Other	0.17600357720825	-0.0233785422513374
PRKAG2	Other	0.208947884454895	0.163526701381259
PRKAG3	Other	-0.0894789065122097	-0.177849541005421
PRKAR1A	Other	0.021299016683302	0.139957688971326
PRKCA	Other	0.302324845253442	0.282178954100013
PRKCB	Other	0.137870128570426	0.188451215881473
PRKCD	Other	0.0856866192494906	0.0714726862514315
PRKDC	Other	-0.515545125129826	-0.478972735315415
PRMT1	Other	0.0261356551555879	-0.348762585159153
PRMT2	Other	0.140858975118821	0.111742954932773
PRMT3	Other	0.0994412689204264	-0.00245797809741712
PRMT5	Other	-0.26694505208118	-0.745324168797887
PRMT6	Other	0.103931950423741	-0.0955064287296811
PRMT7	Other	0.160003591559622	0.260145980127448
PRMT8	Other	-0.0173869045523579	-0.0451587206039695
PRMT9	Other	0.302350058377663	0.297748278999285
PRPF18	Essential	-1.15685292827697	-1.11110328013166
PRPF19	Essential	-0.818216766754629	-0.527983517780406
PRPF31	Essential	-1.2820369623004	-1.46349352662318
PSIP1	Other	0.343574753895967	0.217348981535772
PSMA1	Essential	-0.626998352926675	-0.533427031527051
PSMA2	Essential	-1.82613365514325	-1.86602736848139
PSMA3	Essential	-1.34660766671273	-1.22518053217363
PSMB2	Essential	-1.66987026442702	-1.70110215279269
PSMB3	Essential	-2.251899835626	-2.18774285977302
PSMC4	Essential	-2.10389554245831	-1.97260761389895
PSMD1	Essential	-1.76628961654364	-1.76703920725538
PSMD11	Essential	-0.749715396951239	-0.707993626264495
PSMD6	Other	-0.861450868278999	-0.902379597513179
PSMD7	Essential	-1.32883896839366	-1.41261457016661
PTCH1	Other	-0.13383518804093	-0.154638988962674
PTEN	Other	0.510385304817488	0.413417423858281
PTPN11	Other	-0.228657044116245	-0.0653023155027554
PTPN13	Other	0.255505937748605	0.308430460363138
PTPN14	Other	0.0863596862965008	0.176389319563406
PTPN18	Other	0.0348329246339624	-0.0522092735177499
PTPN2	Other	0.291937985244396	0.252590616599467
PTPN22	Other	-0.0191636062287895	-0.164015289115396
PTPN23	Other	-0.800857805278046	-0.612342619707022
PTPN6	Other	-0.605873232251332	-0.541524522465319
PWWP2B	Other	0.138901836099976	0.11773887115564
PYGO1	Other	0.207126031442044	0.216729096320884
PYGO2	Other	-0.0846064812240102	-0.0518587116149008
RAC1	Other	0.0790946770320091	-0.0555964526204819
RAD21	Other	-1.2114740738378	-1.29151361227556
RAD51	Other	-0.485478477064368	-0.434458695995132
RAD54B	Other	0.00153348677240247	0.161167759358897
RAD54L	Other	-0.0478708848226465	-0.0733151721282174
RAD54L2	Other	0.154476244670011	0.165621754045161
RAG1	Other	-0.199592936670858	-0.0205645388864068
RAG2	Other	0.118871951985322	0.0305544757293069
RAI1	Other	-0.110251852957336	-0.065172203742544
RAN	Essential	-2.23014903780834	-2.22887274946313
RB1	Other	0.355147693735302	0.350784587530614
RBBP4	Other	-0.124724061440459	0.042049250036837
RBBP5	Other	-0.502193207559533	-0.430303056110367
RBBP7	Other	0.19305319984157	0.215240249667703
RBL1	Other	0.0228652779029379	0.154586942982507
RBL2	Other	0.332108532850544	0.365458914440053
RBM10	Other	-0.529369773206218	-0.697705217764387
RCHY1	Other	0.116928313063406	0.234270936462179
RCOR3	Other	0.0266626461779856	-0.0229079964370293
RFC4	Other	-0.240047146797231	-0.172930881337003
RFFL	Other	0.129494729076984	0.111680235584533
RFWD2	Other	-0.00575449633506563	0.0564003389963071
RHEB	Other	0.278016039856392	0.238416209154452
RHOA	Other	0.15143645763769	0.176880262867323
RICTOR	Other	-0.25662000015887	-0.241703569663542
RING1	Other	0.105501545372734	0.0530949918836756
RNF125	Other	0.151342344916659	0.235749880902303
RNF138	Other	0.582718197859232	0.472109573283193
RNF168	Other	0.197280343019786	0.0258325131592484
RNF17	Nonessential	0.254330335456368	0.227107306967957
RNF2	Other	0.321419360379686	0.292958936414418
RNF20	Other	0.0384549175366422	-0.227443458022809
RNF216	Other	-0.0182906270846302	0.0294845418121207
RNF34	Other	0.250049648074365	0.134277200704998
RNF40	Other	-0.0747592344830915	-0.22493920836746
RNF43	Other	0.0552592702037983	-0.000179753553035298
RNF5	Other	0.0265860958448278	0.00874336334171836
RNF8	Other	-0.592044376474998	-0.578218629734176
RPA1	Essential	-2.34001939524806	-2.13054228846189
RPA2	Essential	-0.724794358579084	-0.654280572099648
RPL10	Essential	-1.19735909571119	-1.05232124061464
RPL10A	Essential	-1.70983016400972	-1.68171418107114
RPL11	Essential	-1.77365772556245	-1.75974760358424
RPL12	Essential	-1.51483607768849	-1.09299940109392
RPL13	Essential	-1.32491601504254	-1.29561837135048
RPL13A	Essential	-1.2745653319388	-1.30382394206755
RPL14	Essential	-0.994087373628811	-0.965485100408207
RPL18	Essential	-1.98642518394614	-1.88026384973634
RPL18A	Essential	-1.30895810965171	-1.32218586373036
RPL23	Other	-1.65165287242653	-1.65008409919614
RPL26	Essential	-1.51085170738865	-1.51469652378885
RPL27	Essential	-1.38559800375988	-1.32714497317031
RPL31	Essential	-0.199449487893322	-0.266224553797977
RPL32	Essential	-2.10255502578955	-1.9969350074983
RPL34	Essential	-1.9908918994382	-1.86031777727823
RPL35A	Essential	-1.74103158587631	-1.53875255851405
RPL36	Essential	-1.17395833544026	-1.107795962857
RPL37	Essential	-1.32108320474692	-1.1933685124727
RPL37A	Essential	-1.65469124228745	-1.45280671403337
RPL4	Essential	-1.67262690782772	-1.73660667035697
RPL5	Essential	-1.38781046575041	-1.20517677379048
RPL6	Essential	-1.04252082070186	-0.93675482010626
RPL7	Essential	-1.66559167633853	-1.62016466403929
RPL7A	Essential	-1.31825467566939	-1.26953671785147
RPLP0	Essential	-1.42349130476541	-1.3834649213273
RPLP2	Essential	-0.826786237490808	-0.640699452303075
RPN2	Essential	-0.048363172705784	0.143660795577262
RPS11	Essential	-1.93744905083974	-1.5361970256086
RPS13	Essential	-2.14274352474338	-2.113633016094
RPS14	Essential	-1.86724540133121	-1.79831214469679
RPS15A	Essential	-2.11846517692335	-1.96766921778949
RPS17	Essential	-0.169288991334189	-0.0165196805372948
RPS24	Essential	-0.676566441479259	-0.644295856404586
RPS26	Essential	-1.916763077505	-1.77313667843544
RPS27A	Essential	-1.31180355990384	-1.26995256948847
RPS3A	Essential	-0.388944829728153	-0.259614473809526
RPS7	Essential	-1.48926027907092	-1.22416816718078
RPS9	Essential	-1.96315817033759	-1.89040938099135
RPTOR	Other	-0.490916553601589	-0.4192633462829
RRM1	Essential	-3.03272386905732	-2.83100150665088
RSF1	Other	-0.165879959042342	-0.131775530736253
RTF1	Other	-0.981324521291921	-0.782553898822299
RUNX1	Other	0.191447420334173	0.26885685415687
RUVBL1	Essential	-1.74402949055775	-1.70927564844458
RUVBL2	Essential	-1.90342016396457	-1.70188944825978
SAP130	Other	-1.02163245718632	-0.868213738644188
SAP18	Other	-0.577422899371419	-0.321102549652629
SAP25	Other	-0.0124731584830639	0.108065519353415
SAP30	Other	-0.0799036316151999	-0.0448594777112416
SAP30L	Other	0.21978979889486	0.17144858354496
SBK2	Other	0.047489603866994	0.1129721558426
SCMH1	Other	-0.0729472787552449	-0.123637077497207
SCML2	Other	0.510155888641994	0.53708809723946
SCML4	Other	-0.167378643564403	-0.012396112807253
SDAD1	Essential	-1.04978219714349	-0.792724990624871
SENP1	Other	0.0772820645571735	0.0526465146143899
SENP3	Other	0.359140095959926	0.338522777174868
SETBP1	Other	-0.0163589017115607	0.0838626746548363
SETD1A	Other	-0.451955723106198	-0.282338375389822
SETD1B	Other	0.104634591827281	-0.0886505431009764
SETD2	Other	-0.140451886912626	-0.118078195346828
SETD3	Other	0.289438112430747	0.13970648948201
SETD4	Other	0.174999619409355	0.386955840388107
SETD5	Other	-0.19260832860943	-0.148302074175792
SETD6	Other	-0.66648261804062	-0.631915654661057
SETD7	Other	0.181276056116766	0.177124316555883
SETD8	Other	-1.16517670559536	-1.17973072783499
SETDB1	Other	-0.372989052992904	-0.313870319487274
SETDB2	Other	0.167313712300999	0.146210983672054
SETMAR	Other	0.081426613036486	-0.0439097733037656
SF3A2	Essential	-0.6971846583767	-0.7297057264389
SF3B1	Essential	-1.95693995564068	-1.93205585065703
SF3B2	Essential	-0.829732872191669	-0.891222775023159
SF3B3	Essential	-2.23771737081398	-2.30191256275835
SF3B4	Essential	-1.09899644137257	-1.02601455824024
SF3B5	Essential	-0.885404926002874	-0.865796126123346
SFMBT1	Other	0.140437356978096	0.11112112517843
SFMBT2	Other	0.216594557559192	0.0400569619258804
SH2B3	Other	0.23530382374847	0.15830581576185
SHPRH	Other	-0.0565895511106417	0.0220945012881487
SIAH1	Other	0.19824105744743	0.22687877524976
SIAH2	Other	-0.277042390269801	-0.415614159461351
SIN3A	Other	-0.968325129112856	-0.769693699806645
SIN3B	Other	-0.479453891877184	-0.630579705218971
SIRT1	Other	0.372725861494276	0.33177699045425
SIRT2	Other	0.0631176430834824	-0.0438912745184086
SIRT3	Other	0.0280034044822726	-0.00237496425214588
SIRT4	Other	0.0156229068468242	-0.0920194899362073
SIRT5	Other	0.183223917931167	0.103629545452031
SIRT6	Other	0.0140430598974631	-0.0972135157702492
SIRT7	Other	-0.0507152115185428	-0.0800290959893828
SKP1	Other	0.136747603703328	-0.00984988112492899
SKP2	Other	-1.33804763100557	-1.27109045592718
SLC38A4	Other	0.244661492925821	0.173962187224577
SMAD2	Other	0.141905556702982	0.213530883863592
SMAD3	Other	-0.0956836842624635	-0.191199532672679
SMAD4	Other	0.24994210614772	0.356416206682869
SMARCA1	Other	0.0710446527431901	0.0735598357387348
SMARCA2	Other	0.1079907365051	0.240059012800649
SMARCA4	Other	0.769272534121929	0.79318364938662
SMARCA5	Other	-0.344438082621269	-0.435969379807231
SMARCAD1	Other	0.421668475290525	0.538696669641169
SMARCAL1	Other	0.0358721611821819	0.0867656659722312
SMARCB1	Other	0.773134979347972	0.928176100146985
SMARCC1	Other	0.655124026226026	0.764001473899077
SMARCC2	Other	0.27950139463946	0.314559446899912
SMARCD1	Other	0.172831833767655	0.0816765282191722
SMARCD2	Other	0.0750664669569389	-0.143183456641548
SMARCD3	Other	-0.0530646251956865	0.046973613673042
SMARCE1	Other	0.186596457426499	0.129545670617179
SMC1A	Other	-0.782851314376161	-0.408333751987959
SMEK1	Other	0.0737184984754673	0.0335173725116108
SMEK2	Other	-0.00326131364139393	-0.0448176773462181
SMN1	Other	-1.10140293678745	-1.0173482088614
SMN2	Other	-0.592675390790221	-0.645186577356553
SMNDC1	Other	-0.787404497910528	-1.115249017163
SMO	Other	0.0490263862133802	0.164794617478896
SMURF1	Other	-0.217820358095349	-0.147858165563184
SMURF2	Other	0.047500980231056	-0.00134679850309426
SMYD1	Other	0.193399251013792	0.277359698055657
SMYD2	Other	0.168682294489645	0.115230121853727
SMYD3	Other	0.0530510446906197	0.0397189158671763
SMYD4	Other	0.162525049861116	0.106204962441714
SMYD5	Other	0.239402274119292	0.192152380507541
SND1	Other	0.223891765087733	0.207681885711169
SNRK	Other	0.00813080170577054	0.0408348421776813
SNRNP200	Essential	-1.70929848485041	-1.55687274671843
SNRNP70	Other	-0.826265034990366	-0.808568071557944
SNRPD2	Essential	-1.01262973457721	-0.990546403790451
SOCS1	Other	-0.126393190475443	-0.105348567594686
SOX17	Other	-0.123625032346943	0.00920172385479828
SP100	Other	0.00988298707652407	-0.0348986502889793
SP110	Other	-0.115617921044619	-0.00977067333156744
SP140	Other	0.0700218107671117	0.16768041919611
SP140L	Other	0.351558070400762	0.23301702449867
SPEG	Other	-0.0880385522135467	0.000511343582273819
SPEN	Other	-0.528695026708855	-0.550698178718255
SPIN1	Other	-0.12992477679235	0.0698816590288652
SPIN2A	Other	0.326119568564348	0.272940929217372
SPIN2B	Other	0.350707261044219	0.415110225768416
SPIN3	Other	0.133055762351318	0.240954083911039
SPIN4	Other	0.329745248778382	0.130359722108434
SPOP	Other	0.369727243891808	0.228122871596398
SQSTM1	Other	0.124880718596263	0.18022695694151
SRC	Other	0.190230114979791	0.197192098652073
SRCAP	Essential	-0.0867258390400991	0.0523426690663953
SRSF1	Essential	-0.926097685509699	-0.842834226156753
SRSF2	Other	-1.57056766651861	-1.51952346209721
SRSF3	Essential	-0.955974221448781	-1.21426769235695
SSRP1	Other	-0.156318518914408	0.0420831825710693
STAG2	Other	0.21484037111146	0.317606922205087
STAT3	Other	0.196234975980629	0.27955222780946
STAT5B	Other	-0.100183433455337	-0.0701601002937253
STK11	Other	-0.0387526083985091	-0.252832746202404
STK17A	Other	0.316139779916012	0.280324385023291
STK17B	Other	0.270925608576074	0.165202442494013
STK19	Other	0.0593501320954218	0.0928170709061202
STK31	Other	0.08947393951532	0.0903760725682438
STK38	Other	0.0282312555002323	0.0748611301914371
STK4	Other	-0.0571183540457993	-0.0485013469467029
STUB1	Other	-0.0903411665694058	-0.124506022066167
SUDS3	Other	-0.843124775741737	-0.690098465894854
SUFU	Other	-0.0458388374826482	0.0226910541211739
SUPT16H	Other	-0.683052550532037	-0.473836518712601
SUPT20H	Other	0.31296477151089	0.375428123582558
SUPT3H	Other	0.152523621331947	-0.0262931257548491
SUPT6H	Essential	-0.803616946723758	-0.936894093962181
SUPT7L	Other	-0.0402486686409835	-0.0377460679183901
SUV39H1	Other	0.294625706588583	0.27054328772127
SUV39H2	Other	0.254205544391712	0.305041281869438
SUV420H1	Other	0.337981577594821	0.31177962991695
SUV420H2	Other	-0.201384728143586	-0.245222243895306
SUZ12	Other	0.47237040250158	0.235700480655823
TADA1	Other	0.334503814359479	0.168156332026083
TADA2A	Other	-0.175387218085055	-0.20937254976323
TADA2B	Other	0.35377333765532	0.325707476532907
TADA3	Other	-0.294412319561295	-0.168965426662303
TAF1	Other	-1.41538169226889	-1.23246419644646
TAF10	Other	-0.520354973968386	-0.520454891512676
TAF12	Other	-0.634734972363083	-0.39867420356156
TAF1L	Other	-0.0803625348650041	-0.0454355965149955
TAF2	Other	-0.473150691022395	-0.145845115210726
TAF3	Other	-0.159219222948153	-0.148320413059472
TAF4	Other	-0.23279991025718	-0.136975093708458
TAF5	Other	-1.00013875869668	-0.78179648942643
TAF5L	Other	0.236207369704235	0.226466793656677
TAF6	Other	-0.673438551491564	-0.520381294280842
TAF6L	Other	0.0520570728626461	-0.123728453166039
TAF7	Other	-0.522228231745822	-0.597290732145158
TAF8	Other	-0.681108430930625	-0.556318193288035
TAF9	Other	0.148852220830931	0.252870281731972
TAF9B	Other	0.235464521276369	0.170507039622836
TBL1XR1	Other	0.233773655476103	0.130373552753815
TBX3	Other	0.0890640947786461	0.0791817361679454
TDRD1	Other	0.305667108029484	0.298051168496256
TDRD10	Other	-0.0155191022889496	-0.211342939020188
TDRD12	Other	0.229619836227024	0.151355140908522
TDRD3	Other	0.237823449773825	0.226460395103075
TDRD5	Other	0.0958535688686786	0.1786008754938
TDRD6	Other	0.0121548734836422	0.0992007029711368
TDRD7	Other	0.0873880903434511	-0.00367329227902766
TDRD9	Other	0.0362788329877326	0.0694353496735865
TDRKH	Other	-0.130173835269001	-0.00387499002798585
TERT	Other	-0.162260750051417	-0.121427945649456
TESK2	Other	0.0681280569757011	0.114882310308812
TET1	Other	0.348664674141512	0.257009788668935
TET2	Other	0.223682500844859	0.305793237592336
TET3	Other	0.0401633225426453	-0.0750412401171519
TLK1	Other	0.11578948278528	0.173543169188615
TLK2	Other	-0.467395920078633	-0.460272888353182
TNFAIP3	Other	0.138071464300354	0.189413746903998
TOPORS	Other	0.0177250248125979	0.138553041330974
TP53	Other	0.149729437817575	0.162280503597886
TP53BP1	Other	-0.329828769398873	-0.247906282151347
TP53RK	Other	0.0716084850281029	0.0704929074841747
TP63	Other	0.0712235666237867	0.231493498828714
TP73	Other	0.474361856169843	0.672572296181376
TRAF6	Other	0.0752111518729777	0.0291398544124292
TRAF7	Other	-0.0836143336258639	-0.276189375267614
TRIB3	Other	0.0322098940528471	0.059126561539993
TRIM16	Other	0.218321687686967	0.11644183663929
TRIM23	Other	0.232108419929586	0.0838920904821236
TRIM24	Other	0.26999799935574	0.301751634197532
TRIM27	Other	0.149120697723248	0.147744417851447
TRIM28	Other	0.501503246536203	0.454123260722924
TRIM33	Other	0.263203119024682	0.315674370606392
TRIM63	Other	0.0366252046168547	0.0670315348968338
TRIM66	Other	-0.0569604687533764	-0.090451091409696
TRMT44	Other	0.0732908452404965	0.136753195282768
TRRAP	Other	-0.768263628472439	-0.622548214716361
TSC1	Other	0.166223900626172	0.149829358355015
TSC2	Other	-0.332135325785975	-0.274102587315719
TSSK6	Other	-0.0646137047513501	-0.127675806085439
TUBB	Other	-0.253617771635149	-0.418311178183913
TUBGCP3	Other	-0.978112037055897	-0.891427695129503
U2AF1	Essential	-1.90111336192332	-1.7076517895959
U2AF2	Essential	-1.1598081929763	-0.872711309497627
UBE2A	Other	-0.368366959888517	-0.604823833273788
UBE2B	Other	0.239148815020819	0.265852431868849
UBE2D1	Other	-0.0180446722678327	-0.0754190978888222
UBE2D3	Other	-0.242550195456098	-0.265785799110564
UBE2E1	Other	0.13332482909405	0.26526175495333
UBE2H	Other	-0.335785760402403	-0.287694927374106
UBE2I	Other	-1.24814599470275	-1.07356571120474
UBE2K	Other	-0.10806891747415	0.0479322923277358
UBE2N	Other	-0.00737658034543043	-0.147957966085466
UBE2T	Other	0.159608099361298	0.146287534200717
UBE3A	Other	-0.00455247176639417	0.0214033542090809
UBE3B	Other	-0.0171507812049185	-0.0302396316609753
UBE3C	Other	0.207706165012772	0.18096398022131
UBE3D	Other	0.161839616574757	0.496688926206972
UBN1	Other	-0.00606356945474116	-0.10533788522666
UBR1	Other	0.0387726251243711	0.102594346129342
UBR2	Other	-0.106760112964827	-0.116951522518011
UBR5	Other	-0.581782152077566	-0.573823558661213
UBR7	Other	0.116373518650024	0.168487056070747
UCHL5	Other	0.0267075682192282	0.0283660356647752
UHRF1	Other	-0.112268576697242	-0.257990048057635
UHRF2	Other	0.132137267242161	0.303329466717917
UIMC1	Other	0.18114482174956	0.196278135323336
USP1	Other	0.468020490121724	0.447257185846313
USP10	Other	0.390846901459054	0.551667282864035
USP11	Other	0.0727385290948812	-0.0385575441132213
USP12	Other	0.350926926450578	0.336770273453135
USP13	Other	0.217107117087575	0.204902418345468
USP14	Other	-0.126088307288854	-0.241604252502632
USP15	Other	-0.287237069625689	-0.23579329267223
USP16	Other	0.576388213314732	0.615935257987389
USP17L2	Nonessential	-0.167641644887535	-0.137167027149335
USP18	Other	-0.0272429563549597	-0.0771118878010992
USP2	Other	-0.0153152556676512	-0.115434149470238
USP21	Other	0.272223416077768	0.22922501243297
USP22	Other	0.626478851352026	0.439804966015123
USP25	Other	0.384507281848074	0.188245912265406
USP26	Nonessential	0.288648415892422	0.348694510484922
USP27X	Other	-0.0611468268348982	-0.0637512894253279
USP29	Nonessential	0.160456081374334	0.168458756026741
USP3	Other	-0.525894230706928	-0.318762588697474
USP33	Other	0.233863969892695	0.0432800272540384
USP36	Other	-0.395884848508221	-0.135112751289008
USP37	Other	-0.719356704005297	-0.962103170597585
USP38	Other	0.323265331437673	0.279773467862215
USP39	Essential	-1.02843517948029	-0.899165284805026
USP4	Other	0.214046984937278	0.112254406572012
USP42	Other	0.119497203136083	0.252714279955166
USP44	Other	0.128866367931049	0.0610037147417923
USP45	Other	0.363633838389999	0.294331473637878
USP46	Other	0.15775857470816	0.172466897550768
USP49	Other	-0.0784323254722002	-0.229006778857462
USP51	Other	0.165552845220906	0.073240553438463
